Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
15.5	389.008	164	0.215398 0.000164467	0.182668 0.000953477	0.278477 0.0103532	0.142037 3.63991e-05	0.144544 0.000135944	-0.0318379 0.00209137	
16.5	373.507	158.5	0.224681 6.98088e-05	0.209375 0.000329148	0.118584 0.00159359	0.14844 0.000207201	0.150988 0.000202094	-0.0281995 0.00799672	
17.5	354.901	153.5	0.212968 0.00019128	0.19538 0.00382205	0.140665 0.0303376	0.13565 9.64474e-06	0.143259 1.54965e-05	-0.0741423 0.000111169	
18.5	344.291	149	0.219856 8.34747e-06	0.204931 3.75334e-05	0.100581 0.000201204	0.144852 2.56e-05	0.142881 0.000116119	0.0197458 0.00211976	
19.5	331.943	144.5	0.222816 7.08742e-05	0.209745 2.12286e-05	0.0898635 0.00262042	0.142723 5.17309e-05	0.142465 5.33137e-05	0.00257142 0.00278706	
20.5	315.883	139.5	0.205403 9.77115e-05	0.182877 0.00396758	0.146459 0.0235257	0.150608 0.000101108	0.157731 0.00117473	-0.0614423 0.0116182	
21.5	305.818	135	0.214778 1.60608e-05	0.197376 6.71687e-05	0.104059 0.000519065	0.13296 5.35495e-05	0.144617 0.000115232	-0.109856 0.000111703	
22.5	299.08	130.5	0.20782 4.97208e-05	0.199284 0.000218286	0.0506499 0.000569757	0.13442 2.59502e-05	0.134885 9.06892e-05	-0.00440878 0.000504809	
23.5	282.51	126	0.208582 2.75862e-05	0.187129 0.00011825	0.120968 0.0017389	0.126917 0.000229719	0.134492 0.00425391	-0.0656174 0.0234415	
24.5	267.308	122	0.211196 0.000150413	0.187797 0.00140403	0.125146 0.0106638	0.130572 7.94098e-05	0.135245 0.000222138	-0.03568 0.000984062	
25.5	260.207	118	0.214549 0.000174178	0.193447 0.000281191	0.114677 0.00514557	0.125217 9.85643e-05	0.133623 0.00039596	-0.0688917 0.00359732	
26.5	248.598	113.5	0.214269 2.91713e-05	0.197714 0.000596607	0.0838663 0.00510803	0.130412 2.56094e-05	0.137661 8.26829e-05	-0.0539551 0.000454372	
27.5	240.146	109.5	0.209513 1.98367e-05	0.184241 6.12666e-05	0.126242 0.000484969	0.12814 0.000208174	0.130967 0.0148396	-0.0206693 0.0534561	
28.5	228.022	106	0.206151 0.000185308	0.188009 0.00487934	0.0882785 0.0214754	0.118487 7.33297e-05	0.11964 6.51421e-05	-0.00793596 0.00110178	
29.5	227.769	102	0.19517 9.09767e-05	0.188375 0.00882008	0.0328727 0.0294867	0.120703 0.000106501	0.140578 0.000224137	-0.139944 0.000536645	
30.5	211.104	98	0.205703 5.66099e-05	0.183594 0.00477478	0.0961367 0.018824	0.117641 1.39647e-05	0.117291 4.64744e-05	0.00242097 0.0002221	
31.5	200.401	94.5	0.200087 0.000113585	0.172868 0.00791092	0.118614 0.0255695	0.118272 0.000128437	0.125735 0.000498113	-0.0473571 0.00336268	
32.5	192.436	91	0.200922 4.29592e-05	0.176005 0.000475846	0.103279 0.00356007	0.115488 3.11467e-06	0.118322 1.05599e-05	-0.0185381 4.88771e-05	
33.5	187.946	87.5	0.19838 7.46344e-05	0.171923 0.000119245	0.108326 0.00124956	0.118511 0.000116963	0.134599 0.00145553	-0.0996202 0.00826423	
34.5	185.949	84.5	0.196289 7.946e-05	0.174573 0.000890012	0.0815082 0.00506132	0.107275 1.77454e-05	0.119948 6.05649e-05	-0.0769402 0.000254935	
35.5	167.886	81.5	0.194596 0.000126275	0.168158 0.00521986	0.100194 0.0160776	0.103968 1.19854e-05	0.11334 1.23572e-05	-0.0556133 0.000205025	
36.5	158.093	78.5	0.194817 8.34532e-05	0.172766 0.00265144	0.0791058 0.0108255	0.0987343 4.64703e-07	0.0910319 5.64373e-06	0.0474211 1.79919e-05	
37.5	153.233	75.5	0.192466 5.07528e-05	0.160976 0.00186079	0.116751 0.00828646	0.0985027 1.0083e-06	0.111069 2.32589e-05	-0.0692019 0.000220416	
38.5	147.879	72.5	0.188204 4.03581e-05	0.149734 0.000359287	0.131923 0.00249319	0.0948895 0.000116048	0.108438 0.000256286	-0.0742365 0.000511159	
39.5	138.583	69.5	0.183891 7.86191e-06	0.149049 0.00204096	0.1221 0.00860611	0.096518 7.54963e-05	0.116436 0.000238304	-0.107081 0.000860293	
40.5	132.081	66.5	0.19086 4.87145e-06	0.15654 0.00773016	0.11164 0.0197408	0.0950045 1.53732e-05	0.10465 0.000119262	-0.0525579 0.00149301	
41.5	125.733	63.5	0.186302 2.06371e-05	0.161742 7.7349e-05	0.0798314 0.000586966	0.0933925 5.01041e-05	0.104349 9.15787e-06	-0.0533737 0.000665903	
42.5	119.31	61	0.186716 1.04547e-07	0.152327 0.00183051	0.108054 0.00698593	0.0898694 1.49482e-05	0.0999224 0.000796653	-0.050178 0.00442519	
43.5	113.363	58.5	0.180528 8.01738e-05	0.148093 0.000514871	0.0967205 0.000903332	0.0858679 5.61346e-06	0.0884323 6.1167e-05	-0.0119038 0.00059477	
44.5	108.133	56	0.177769 2.16457e-05	0.139119 0.013274	0.111385 0.0229957	0.0854592 2.29388e-07	0.101556 7.00916e-05	-0.07222 0.000530666	
45.5	105.106	53.5	0.176172 8.70794e-05	0.155603 0.000315856	0.0590043 0.00260585	0.0781587 8.03776e-05	0.0911053 0.000130601	-0.0593409 0.00153271	
46.5	97.1137	51	0.173527 0.000171897	0.139971 0.017171	0.0940569 0.0273784	0.0773294 3.63882e-05	0.0899733 0.000166059	-0.0556174 0.000595629	
47.5	92.7466	49	0.170656 5.55652e-05	0.142682 0.000181297	0.0770451 0.000604142	0.06956 5.11453e-05	0.0748269 0.000309365	-0.0215753 0.00202644	
48.5	88.7154	47	0.173424 8.7788e-05	0.14685 0.000246899	0.0732206 0.000675788	0.0746611 0.000177603	0.0860676 0.00442196	-0.0482315 0.0130343	
49.5	83.0652	44.5	0.169421 0.000176885	0.139645 0.00319014	0.0817695 0.00817201	0.0717501 4.34959e-05	0.0910448 0.000173957	-0.0812376 0.0012974	
50.5	79.2623	42	0.165356 1.23453e-05	0.129734 2.29623e-05	0.09452 0.000832271	0.0688707 6.56698e-05	0.0760019 8.66265e-05	-0.0297324 0.00115682	
51.5	74.6962	40	0.168855 2.0432e-05	0.129923 6.01383e-05	0.0973497 0.000730219	0.0706251 3.10372e-06	0.0773594 8.7078e-05	-0.0286547 0.00078706	
52.5	71.0935	38.5	0.161301 3.28029e-05	0.131647 0.00197907	0.0768708 0.0060069	0.0616632 0.000102822	0.0790507 0.000139999	-0.0696403 0.000155108	
53.5	66.9867	37	0.155308 7.05252e-05	0.127675 0.00051366	0.0675528 0.00198899	0.0593399 9.52405e-06	0.0786908 9.71385e-05	-0.0759001 0.000444732	
54.5	63.7864	35	0.156497 7.92386e-05	0.130602 0.000503302	0.0640052 0.00185919	0.0624227 0.000117166	0.0770892 0.00399806	-0.0572454 0.00908252	
55.5	60.0902	33	0.153454 0.000206715	0.120554 0.00667432	0.0822332 0.01223	0.0568227 1.82532e-05	0.0744687 0.000561182	-0.0679449 0.00247262	
56.5	56.6698	31.5	0.143293 0.00016325	0.130567 0.00158282	0.0309038 0.00458182	0.0530289 7.66151e-05	0.0725728 0.000873783	-0.0753166 0.00297129	
57.5	53.0701	30	0.144995 5.84173e-05	0.115135 0.00150371	0.0701019 0.0045167	0.0472558 4.12332e-05	0.0638136 0.000219662	-0.0661136 0.000812579	
58.5	50.4296	28	0.142509 6.47516e-05	0.139929 0.00161823	0.00597005 0.00476022	0.0496249 1.23798e-05	0.0650309 0.000100068	-0.0599366 0.000435188	
59.5	47.4052	26.5	0.142707 5.4157e-05	0.118396 0.00857766	0.0544283 0.013501	0.0455578 0.000110716	0.0672616 0.000482605	-0.0785308 0.00159367	
60.5	44.7447	25.5	0.13502 1.29193e-05	0.12626 7.2161e-05	0.0201962 0.000347575	0.0445523 2.87742e-05	0.057993 5.93689e-05	-0.0492098 5.49391e-05	
61.5	41.5496	24	0.12673 0.00010373	0.116195 0.000233342	0.0228934 0.000427203	0.0385461 9.54161e-06	0.0627953 3.07874e-05	-0.089157 8.45355e-05	
62.5	39.7283	22.5	0.131292 5.95125e-05	0.103556 0.000459395	0.061088 0.000837487	0.0432603 0.000130029	0.0595904 0.000527363	-0.0570809 0.00164709	
63.5	36.4966	21.5	0.12638 2.3377e-06	0.11546 9.44043e-06	0.0234178 0.000430067	0.0369792 9.05353e-06	0.0605667 1.17538e-05	-0.0855095 6.26973e-05	
64.5	34.2525	20.5	0.116572 0.000281399	0.11595 0.00585449	0.00129123 0.010001	0.0336765 1.97237e-05	0.0502082 3.20811e-05	-0.0588156 3.9283e-05	
65.5	32.2388	19	0.117544 0.000180933	0.129478 0.00202021	-0.0250834 0.00444637	0.0336934 1.98716e-07	0.0502773 7.4276e-07	-0.0598321 2.07038e-06	
66.5	30.4804	17.5	0.103978 0.000113439	0.135791 0.00020857	-0.0651857 0.000332605	0.0283468 0.000150746	0.0505648 0.000763869	-0.0796182 0.00288321	
67.5	27.7222	16.5	0.11184 0.00022207	0.128262 0.0003684	-0.0336638 0.000389349	0.030468 6.40118e-06	0.0452495 2.49979e-05	-0.0573024 0.000145301	
68.5	26.01	15.5	0.103823 3.25094e-05	0.120826 0.000308855	-0.0337111 0.000686174	0.0273708 1.6155e-05	0.0444288 1.99206e-06	-0.0605162 5.8073e-05	
69.5	24.5199	14.5	0.0945809 0.00027409	0.123618 0.0059809	-0.0561222 0.00779362	0.0236972 8.76855e-05	0.0472895 0.000121711	-0.0746292 0.000743892	
70.5	22.489	13.5	0.0991798 0.000219385	0.143431 0.00212256	-0.0915719 0.00478027	0.0234095 4.93395e-06	0.0450279 1.14269e-05	-0.0704731 3.45223e-05	
71.5	20.8155	13	0.0927118 0.000260676	0.133811 0.00566301	-0.0808793 0.00912603	0.0224045 2.113e-05	0.0427544 0.000128345	-0.0637405 0.000318906	
72.5	19.036	12.5	0.0830462 9.82786e-05	0.116281 0.00339812	-0.0667616 0.00599773	0.0210081 0.000117518	0.0392086 0.000955427	-0.0605594 0.00200895	
73.5	17.9211	11.5	0.0803457 0.000397296	0.138369 0.00189144	-0.117269 0.00333963	0.0207115 0.000344668	0.0401407 0.00164395	-0.0658569 0.00196953	
74.5	16.616	10.5	0.0578002 0.000539014	0.142871 0.00108534	-0.179883 0.000726836	0.0118593 0.000221865	0.0278214 0.000687238	-0.040775 0.00125971	
75.5	14.9758	10	0.0792331 0.0023046	0.115271 0.035985	-0.0672714 0.0440557	0.0151368 0.000256492	0.0339393 0.00101795	-0.057089 0.00209242	
76.5	14.3061	9.5	0.0660238 0.000516561	0.10704 0.000352969	-0.0868666 0.00378575	0.0131297 0.000508799	0.0263408 0.00100156	-0.045417 0.00171497	
77.5	12.608	8.5	0.0829411 0.00120418	0.149418 0.0019308	-0.144184 0.00980214	0.015812 0.000823756	0.0411079 0.00121808	-0.0931902 0.0015521	
78.5	11.9651	8	0.0587837 0.000620971	0.093914 0.00192893	-0.0652499 0.00168124	0.0106649 0.000931863	0.0310675 0.00211633	-0.053736 0.00314775	
79.5	10.6179	7.5	0.0555899 7.8479e-05	0.110244 0.00150532	-0.11445 0.0027653	0.0116175 8.21369e-05	0.0290428 0.000613714	-0.0485899 0.00132677	
80.5	9.52395	7	0.0565549 4.55578e-05	0.120331 0.000511002	-0.121746 0.000826027	0.0122129 1.6183e-05	0.0382074 0.000102316	-0.0851897 0.000259542	
81.5	8.80245	6.5	0.0611413 0.000670582	0.0950457 0.000585298	-0.0623231 0.00410084	0.00750776 0.000243498	0.0220806 0.000644996	-0.0377933 0.00116264	
82.5	7.9211	6	0.0332296 0.00162138	0.111329 0.00968255	-0.134152 0.0132621	0.00528896 0.000768968	0.0247122 0.00318266	-0.0517612 0.00590378	
83.5	7.13899	5.5	0.037424 0.000568596	0.0961689 0.00563101	-0.111798 0.00946649	0.00138541 2.06707e-05	0.00984929 0.000298606	-0.0232506 0.000671324	
84.5	6.44976	5	0.0424373 0.00214657	0.101614 0.0158868	-0.110953 0.0213809	0.00793449 4.1614e-05	0.016149 0.000184536	-0.0272749 0.000375299	
85.5	5.75018	4.5	0.0315942 3.64395e-05	0.0726488 0.000415895	-0.078482 0.000665803	0.00596324 3.75153e-06	0.0158561 2.52841e-05	-0.0343006 6.85014e-05	
86.5	5.17809	4	0.032252 0.00239415	0.1252 0.0260473	-0.159956 0.0332328	0.0029704 0.000118353	0.0174835 0.00155523	-0.0306769 0.00252959	
87.5	4.52677	4	0.0493868 0.000687789	0.103994 0.00128994	-0.122265 0.00144492	0.00405271 2.44435e-05	0.0113578 7.88509e-05	-0.0184546 0.000147717	
88.5	4.06829	4	0.0597248 0.00268259	0.126456 0.0354023	-0.175136 0.0705452	0.00652717 0.000704244	0.020754 0.00895058	-0.0524902 0.0323369	
89.5	3.47012	3.5	0.0312113 7.18792e-06	0.108344 9.55983e-05	-0.139506 0.000142722	0.0038843 3.67642e-06	0.0101301 1.21232e-05	-0.0145019 1.80574e-05	
90.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
91.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
93.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
94.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
95.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
96.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
98.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
99.5	nan	0	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
