Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
41.5	125.733	63.5	0.0174559 0.00063145	 0.0920773 0.00173933	 0.0360121 0.00085292	 0.0180014 0.000445195	 0.00912686 0.000249138	 0.00450378 0.000127859	 
42.5	119.31	61	0.0173992 0.000633338	 0.093176 0.00179852	 0.0343555 0.000818395	 0.0174244 0.00047343	 0.00872765 0.000227203	 0.00442496 0.000137662	 
43.5	113.363	58.5	0.0245657 0.00358505	 0.102081 0.006462	 0.0452098 0.00715789	 0.0265536 0.00597258	 0.0179557 0.00669304	 0.0179702 0.00599162	 
44.5	108.133	56	0.0249481 0.00443729	 0.106523 0.00829449	 0.0504159 0.0104306	 0.0296796 0.0091349	 0.0164052 0.00699778	 0.0126234 0.00494659	 
45.5	105.106	53.5	0.0195521 0.000880581	 0.0934811 0.00176413	 0.0323079 0.000822967	 0.0176078 0.000449035	 0.00828836 0.000213645	 0.00434575 0.000119301	 
46.5	97.1137	51	0.018244 0.000682867	 0.0940204 0.00185584	 0.0329827 0.000789042	 0.0171195 0.000448881	 0.00810193 0.000211363	 0.00428473 0.000115897	 
47.5	92.7466	49	0.026208 0.00417161	 0.100797 0.00763489	 0.0448533 0.0125431	 0.0285242 0.0108667	 0.0154559 0.00733247	 0.00654028 0.0022737	 
48.5	88.7154	47	0.0191225 0.000865641	 0.0936839 0.00186567	 0.0322217 0.000791707	 0.0176692 0.000497056	 0.00786824 0.000245559	 0.0043641 0.000125837	 
49.5	83.0652	44.5	0.0181077 0.000705439	 0.091481 0.00177734	 0.0317785 0.00063844	 0.017522 0.00051618	 0.00789526 0.000417118	 0.00589394 0.00179997	 
50.5	79.2623	42	0.0193909 0.000926601	 0.0923515 0.00189306	 0.0315986 0.000769781	 0.0171304 0.000463939	 0.007806 0.000202596	 0.00410155 0.00011932	 
51.5	74.6962	40	0.0191755 0.000805496	 0.0965339 0.00203002	 0.0312569 0.000714774	 0.0175357 0.000510906	 0.00776133 0.000190963	 0.00419429 0.00013887	 
52.5	71.0935	38.5	0.0215734 0.000916478	 0.0918493 0.0017975	 0.030471 0.00067976	 0.0170268 0.000462704	 0.007367 0.000209586	 0.00396733 0.000120969	 
53.5	66.9867	37	0.0198793 0.00080933	 0.0927884 0.00175407	 0.0298016 0.000652482	 0.0170226 0.000434574	 0.00751724 0.000191951	 0.00400812 0.00011341	 
54.5	63.7864	35	0.0197856 0.000857374	 0.0921961 0.00177312	 0.0299922 0.000671562	 0.0168292 0.000490824	 0.00712224 0.000177685	 0.00400822 0.000126705	 
55.5	60.0902	33	0.0205098 0.000839964	 0.091729 0.00176396	 0.0286942 0.000672132	 0.0166208 0.000452172	 0.00722692 0.000177782	 0.00407448 0.000129578	 
56.5	56.6698	31.5	0.0209569 0.00107185	 0.0897643 0.00189748	 0.0276996 0.000624731	 0.0165354 0.000507039	 0.00684565 0.000188488	 0.00398219 0.000133029	 
57.5	53.0701	30	0.0212415 0.000922677	 0.0905588 0.00192363	 0.0266382 0.000615969	 0.0157741 0.00043856	 0.00659568 0.000174958	 0.0036845 0.000111547	 
58.5	50.4296	28	0.0211483 0.000798998	 0.0898082 0.00179873	 0.0267769 0.000640147	 0.0161144 0.000437006	 0.0067439 0.000162422	 0.00383192 0.000115064	 
59.5	47.4052	26.5	0.0202668 0.000806147	 0.0912081 0.00173112	 0.0249036 0.000606212	 0.0159838 0.00043784	 0.00650588 0.000171256	 0.00362772 0.000110948	 
60.5	44.7447	25.5	0.0199083 0.000822583	 0.0877708 0.00170385	 0.0273151 0.00268286	 0.0155581 0.000392015	 0.00668101 0.000284052	 0.00347404 0.000123333	 
61.5	41.5496	24	0.0183621 0.000751628	 0.0870387 0.00184912	 0.0239874 0.000590546	 0.0156395 0.000462363	 0.00613852 0.000186752	 0.0034952 0.000114522	 
62.5	39.7283	22.5	0.0199517 0.000914735	 0.0854408 0.0017601	 0.0243031 0.000594839	 0.0150907 0.000450122	 0.00580156 0.000156124	 0.00342948 0.000118744	 
63.5	36.4966	21.5	0.0175895 0.000661025	 0.0871221 0.00184051	 0.02223 0.000557525	 0.0150739 0.000471743	 0.00574116 0.000155188	 0.00333479 0.000128879	 
64.5	34.2525	20.5	0.0182492 0.000624633	 0.0833 0.00164629	 0.0213658 0.000568037	 0.0149059 0.000417571	 0.00535759 0.000139871	 0.00325802 0.000119559	 
65.5	32.2388	19	0.0221385 0.00526098	 0.0829429 0.00161264	 0.0224835 0.00189913	 0.0148198 0.000406993	 0.00511522 0.000145123	 0.0143884 0.0110923	 
66.5	30.4804	17.5	0.018073 0.000781728	 0.0795261 0.00165833	 0.0195658 0.00050199	 0.0135741 0.000406851	 0.00514625 0.000147967	 0.00300435 0.000102029	 
67.5	27.7222	16.5	0.0167945 0.000659612	 0.0814329 0.00177619	 0.0184853 0.000456109	 0.0139108 0.000427352	 0.00508272 0.000144058	 0.0029103 9.9289e-05	 
68.5	26.01	15.5	0.0154627 0.000615118	 0.0787639 0.00179269	 0.0189565 0.000540217	 0.0133509 0.000441965	 0.0049982 0.000150482	 0.00275315 0.000110992	 
69.5	24.5199	14.5	0.0171214 0.000715596	 0.0731147 0.00181576	 0.0171039 0.000487592	 0.012666 0.000442708	 0.00418883 0.000122778	 0.0025486 9.92752e-05	 
70.5	22.489	13.5	0.0152971 0.000520898	 0.0759058 0.0016607	 0.0170352 0.000476576	 0.0134115 0.000400311	 0.00417618 0.000109678	 0.00260704 9.33902e-05	 
71.5	20.8155	13	0.0148632 0.00058004	 0.073938 0.00167429	 0.0160888 0.000469838	 0.0121942 0.000380664	 0.00404434 0.000119787	 0.00233276 8.00279e-05	 
72.5	19.036	12.5	0.014379 0.00055453	 0.0670818 0.0016838	 0.0153839 0.000447992	 0.0105518 0.000361733	 0.00384259 0.000121524	 0.00210195 7.83455e-05	 
73.5	17.9211	11.5	0.0136807 0.000531112	 0.0645567 0.0016949	 0.0150009 0.000464312	 0.0102942 0.000399404	 0.00360692 0.000120463	 0.00191797 8.18508e-05	 
74.5	16.616	10.5	0.0153162 0.00162202	 0.0610652 0.00307703	 0.0138954 0.000789003	 0.0108294 0.000741149	 0.00337638 0.000201136	 0.00215903 0.000167305	 
75.5	14.9758	10	0.0147659 0.00153958	 0.0707322 0.00440529	 0.0134623 0.000872375	 0.0105805 0.000947508	 0.00371418 0.000386352	 0.00196847 0.00030161	 
76.5	14.3061	9.5	0.0105048 0.00118529	 0.0514308 0.00440658	 0.0116717 0.0010137	 0.00723092 0.000889763	 0.00275124 0.000317958	 0.00134135 0.000146221	 
77.5	12.608	8.5	0.0127764 0.00116874	 0.0614889 0.00384863	 0.0120026 0.000777354	 0.00975845 0.000835819	 0.00304298 0.000308523	 0.00169651 0.000135401	 
78.5	11.9651	8	0.0131581 0.00171443	 0.046561 0.00468594	 0.0105818 0.000969895	 0.00728106 0.00104476	 0.00237263 0.000220364	 0.00135577 0.000167567	 
79.5	10.6179	7.5	0.0138414 0.00157542	 0.0430014 0.00505111	 0.0087251 0.000811601	 0.00591035 0.000912368	 0.00177495 0.000160791	 0.00105457 0.000115849	 
80.5	9.52395	7	0.0102277 0.0011264	 0.0474856 0.00412994	 0.00952704 0.000883001	 0.00635186 0.000821019	 0.00175147 0.000152915	 0.0012176 0.000112502	 
81.5	8.80245	6.5	0.0114771 0.00101832	 0.0472411 0.00336516	 0.00864457 0.000688815	 0.0056556 0.000615846	 0.00163175 0.000163828	 0.001123 8.37903e-05	 
82.5	7.9211	6	0.0100678 0.00118846	 0.0357129 0.00443581	 0.0068579 0.000717092	 0.00430409 0.000686063	 0.00139897 0.000146607	 0.000923833 7.7929e-05	 
83.5	7.13899	5.5	0.00941521 0.00107966	 0.0391037 0.00496181	 0.00578485 0.000703338	 0.00479075 0.000743567	 0.00107948 0.00013153	 0.000849382 9.92516e-05	 
84.5	6.44976	5	0.00915992 0.000953018	 0.0352685 0.00431144	 0.00546323 0.000602734	 0.00379612 0.000689851	 0.00113578 0.000221156	 0.000767983 9.33219e-05	 
85.5	5.75018	4.5	0.0101221 0.00107707	 0.0274159 0.00332647	 0.00509315 0.000726783	 0.00272667 0.000387298	 0.000893028 0.000161832	 0.000668881 6.25087e-05	 
86.5	5.17809	4	0.00584119 0.000664574	 0.0284201 0.00414392	 0.00407898 0.000805	 0.00281964 0.000464832	 0.000703739 0.000147386	 0.00067019 0.000117588	 
87.5	4.52677	4	0.00944257 0.00135927	 0.0330306 0.00408982	 0.00389796 0.00039695	 0.00269371 0.000457071	 0.000595469 6.79505e-05	 0.000609066 7.11444e-05	 
88.5	4.06829	4	0.00537035 0.000702314	 0.0266112 0.00384347	 0.00336667 0.000609656	 0.00200602 0.000433647	 0.000392282 4.04301e-05	 0.000483193 7.8551e-05	 
89.5	3.47012	3.5	0.00480523 0.000677002	 0.022998 0.00350502	 0.00260319 0.000456782	 0.00106038 0.000194431	 0.000338467 5.49114e-05	 0.000349481 5.13208e-05	 
90.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
91.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
92.5	nan	2.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
93.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
94.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
95.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
96.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
97.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
98.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
99.5	nan	0	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
