Cent%	 dNdy	 Npart	 v2{4}/v2{2} err	 v3{4}/v3{2} err	 v4{4}/v4{2} err
38.5	145.308	71.5	0.818923 0.0267728	0.658798 0.0914708	0.530511 0.19306	
39.5	137.376	69	0.842926 0.0233487	0.581387 0.148759	0.561675 0.133776	
40.5	131.622	66.5	0.816598 0.0318451	0.391708 0.47891	-0.537514 0.304621	
41.5	125.982	63.5	0.712993 0.0680568	0.639013 0.0834535	-0.758801 0.203227	
42.5	118.446	61	0.82127 0.0243899	0.755125 0.0384405	0.652078 0.0982622	
43.5	112.753	58.5	0.716197 0.0543679	0.324321 1.12136	0.495432 0.247606	
44.5	108.114	56	0.756784 0.0426727	0.698316 0.0675082	-0.673316 0.17946	
45.5	102.585	53.5	0.812638 0.0261684	0.674971 0.0679699	-0.609168 0.169155	
46.5	96.941	51	0.814058 0.0266194	0.678085 0.0762875	-0.531903 0.232372	
47.5	91.7766	49	0.777929 0.0385052	0.288267 0.857991	-0.490466 0.327893	
48.5	87.3457	47	0.807836 0.0313192	0.732839 0.0638384	0.562132 0.161668	
49.5	83.2205	44.5	0.778411 0.0384532	0.490987 0.277355	0.329736 1.15241	
50.5	78.3371	42	0.78969 0.0427316	0.499868 0.24118	-0.762652 0.23865	
51.5	74.9621	40	0.667171 0.110544	0.672922 0.0635855	-0.901331 0.162506	
52.5	70.651	38.5	0.835458 0.0239597	-0.551497 0.544495	-0.618542 0.150497	
53.5	65.3287	37	0.760207 0.0405646	0.659381 0.0959532	-0.670301 0.113975	
54.5	61.5891	35	0.798175 0.0311848	0.623288 0.090026	-0.678703 0.192432	
55.5	58.766	33	0.788431 0.031337	0.655435 0.0793339	-0.68723 0.160185	
56.5	55.971	31.5	0.579405 0.113853	-0.728018 0.101448	-0.795223 0.0995758	
57.5	52.63	30	0.786138 0.0356838	-0.606557 0.13969	-0.63459 0.15932	
58.5	48.7511	28.5	0.759958 0.0644814	-0.262764 0.918088	-0.940899 0.534498	
59.5	46.1828	27	0.737196 0.0500061	0.57656 0.126658	-0.79894 0.0779755	
60.5	43.9509	25.5	0.797288 0.0297973	0.492976 0.262713	-0.814036 0.0775669	
61.5	41.4138	24	0.722679 0.0492274	-0.504497 0.229572	-0.764917 0.0874196	
62.5	38.5163	22.5	0.765163 0.0430023	0.341724 0.789834	-0.845953 0.0903521	
63.5	36.1717	21.5	0.740835 0.0427293	-0.674703 0.12631	-0.874309 0.0978381	
64.5	34.0805	20.5	0.820022 0.0264851	-0.663823 0.191974	-0.756474 0.107684	
65.5	31.9586	19	0.66005 0.0898551	-0.504513 0.25928	-0.973347 0.176148	
66.5	30.341	17.5	0.693639 0.0653339	-0.784857 0.099315	-0.748278 0.118986	
67.5	28.0181	16.5	0.674576 0.0748882	-0.662293 0.101249	-0.952294 0.0747966	
68.5	26.5857	15.5	0.673575 0.0617464	-0.584809 0.152354	-0.741983 0.0838556	
69.5	24.7291	14.5	0.586987 0.121658	-0.415853 0.501287	-0.887712 0.0884275	
70.5	22.603	13.5	0.7182 0.0556428	-0.752985 0.0971095	-0.897597 0.0702807	
71.5	20.9116	13	-0.479841 0.246179	-0.797494 0.0952499	-0.961479 0.0868069	
72.5	19.3311	12.5	0.65035 0.0872801	-0.853526 0.0961103	-0.890946 0.0671141	
73.5	17.9692	11.5	-0.627039 0.124187	-0.948532 0.0650469	-0.991418 0.0511877	
74.5	16.3456	10.5	-0.747203 0.0844066	-0.799101 0.075871	-1.09103 0.0536906	
75.5	15.164	10	-0.797181 0.0760057	-1.04192 0.114407	-1.04132 0.0649708	
76.5	13.7485	9.5	-0.629393 0.12806	-0.801061 0.0900145	-1.09111 0.0566798	
77.5	12.5312	8.5	-0.851046 0.0693029	-0.937469 0.0652771	-1.16081 0.0548227	
78.5	11.563	8	-0.891044 0.0690243	-0.849619 0.0756245	-1.18744 0.0650107	
79.5	10.528	7.5	-0.954979 0.0593625	-1.01096 0.0675191	-1.11359 0.0582465	
80.5	9.59951	7	-1.03759 0.0626582	-1.08962 0.0806668	-1.30906 0.070376	
81.5	8.73838	6.5	-1.08325 0.0627208	-1.1325 0.0800786	-1.30235 0.0605559	
82.5	7.85775	6	-1.15968 0.0587357	-1.07822 0.0607577	-1.40801 0.0682318	
83.5	7.07603	5.5	-1.13993 0.0603707	-1.24562 0.125452	-1.33657 0.0582757	
84.5	6.43721	5	-1.19072 0.0611694	-1.30064 0.0665906	-1.31405 0.0602181	
85.5	5.69062	4.5	-1.25863 0.0637216	-1.3182 0.0627744	-1.35709 0.0755442	
86.5	5.103	4	-1.25118 0.0618669	-1.25105 0.0717351	-1.4407 0.0806236	
87.5	4.53568	4	-1.34114 0.0662196	-1.41761 0.0859677	-1.46488 0.0826893	
88.5	3.99631	4	-1.36775 0.0661159	-1.41759 0.097921	-1.72476 0.114333	
89.5	3.47557	3.5	-1.31329 0.0662509	-1.54529 0.0969986	-1.54424 0.0834898	
90.5	3.35477	3	0.260459 0.739541	0.406415 0.593585	0.274033 0.725967	
91.5	nan	3	nan nan	nan nan	nan nan	
92.5	nan	2.5	nan nan	nan nan	nan nan	
93.5	nan	2	nan nan	nan nan	nan nan	
94.5	nan	2	nan nan	nan nan	nan nan	
95.5	nan	2	nan nan	nan nan	nan nan	
96.5	nan	2	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	
98.5	nan	2	nan nan	nan nan	nan nan	
99.5	nan	0	nan nan	nan nan	nan nan	
