Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
13.5	215.093	248	0.0082795 0.000265791	 0.0492162 0.000859633	 0.020145 0.000450011	 0.00956033 0.00024245	 0.00381614 8.76574e-05	 0.00164624 4.17355e-05	 
14.5	206.948	240	0.00810189 0.000276706	 0.0510321 0.000927356	 0.0208238 0.000468102	 0.00971934 0.000205414	 0.00388841 8.82675e-05	 0.00169656 3.90551e-05	 
15.5	199.378	232	0.00773348 0.000271114	 0.052954 0.000964077	 0.0212233 0.00046067	 0.0093926 0.000196531	 0.00387224 8.70437e-05	 0.00168587 4.02247e-05	 
16.5	192.244	224	0.00836062 0.000271109	 0.0534324 0.000905288	 0.0210135 0.000439906	 0.00923735 0.000194117	 0.00394922 9.23002e-05	 0.0016779 4.00131e-05	 
17.5	184.874	216.5	0.00791892 0.000254336	 0.0570959 0.000896101	 0.0205785 0.000496343	 0.0098775 0.000223431	 0.00380743 9.17617e-05	 0.00181489 4.201e-05	 
18.5	178.383	209.5	0.00836026 0.000310647	 0.057189 0.000971535	 0.0210728 0.000445259	 0.00944166 0.000205185	 0.00392001 9.43471e-05	 0.00172003 3.93089e-05	 
19.5	171.548	202.5	0.00866802 0.000345396	 0.0595406 0.000978203	 0.0213933 0.00046722	 0.00995308 0.000211677	 0.00401595 8.94613e-05	 0.00179861 4.24993e-05	 
20.5	165.101	195.5	0.00848927 0.000307447	 0.0610131 0.00099856	 0.0211332 0.000450536	 0.0100111 0.000227399	 0.00410694 9.04437e-05	 0.00184459 4.4996e-05	 
21.5	158.6	188.5	0.00876787 0.000277124	 0.0616052 0.000920159	 0.0213196 0.000457042	 0.00979509 0.000201821	 0.00412185 8.76743e-05	 0.0018287 4.47243e-05	 
22.5	152.689	182	0.0094756 0.000327607	 0.0621359 0.00100054	 0.0217522 0.00045571	 0.00944973 0.000202272	 0.00421392 9.11169e-05	 0.00179283 4.38719e-05	 
23.5	146.597	176	0.00967866 0.000326682	 0.0632405 0.00100437	 0.0214113 0.000485683	 0.00984966 0.000210315	 0.00415143 8.99449e-05	 0.00190541 4.73769e-05	 
24.5	141.192	170	0.00920114 0.000325371	 0.0647691 0.00105716	 0.0220167 0.000478357	 0.00963527 0.000222645	 0.00424242 9.40836e-05	 0.00180487 4.677e-05	 
25.5	135.747	164	0.00963151 0.000322142	 0.0648087 0.00105153	 0.0228047 0.000487484	 0.00974426 0.000219534	 0.00431836 0.000100239	 0.00189487 4.29423e-05	 
26.5	130.283	158	0.00938755 0.000331974	 0.0668 0.00114042	 0.022184 0.000492541	 0.00987437 0.000237151	 0.00434347 0.000100036	 0.00192532 4.76182e-05	 
27.5	125.145	152	0.00972026 0.000326833	 0.0682325 0.00108491	 0.0213114 0.000490188	 0.0100532 0.000218856	 0.00420235 9.92991e-05	 0.00181035 4.64314e-05	 
28.5	120.291	146.5	0.00983702 0.000361155	 0.0694122 0.00112319	 0.0228511 0.000519718	 0.0102604 0.000234674	 0.00423133 9.87064e-05	 0.00189585 4.95295e-05	 
29.5	115.219	141.5	0.00959542 0.000331674	 0.0717419 0.00120166	 0.0224087 0.000519563	 0.0104779 0.000228859	 0.00434872 0.000108227	 0.0020747 5.65581e-05	 
30.5	110.242	136	0.00919146 0.000328772	 0.0694964 0.0011673	 0.022589 0.000527821	 0.0101613 0.000240439	 0.00418279 0.000100915	 0.00192508 5.24309e-05	 
31.5	106.056	130.5	0.0101906 0.000383922	 0.0713321 0.00110678	 0.0225611 0.000481658	 0.0103804 0.000229815	 0.00432121 0.000101528	 0.00193159 5.41981e-05	 
32.5	101.419	126	0.00945869 0.000306592	 0.0717401 0.00124466	 0.0237708 0.000501636	 0.0100517 0.000235854	 0.00445985 0.000109969	 0.00192352 5.0259e-05	 
33.5	97.2484	121.5	0.0103637 0.000376719	 0.0731257 0.00124273	 0.0232692 0.000539102	 0.0103124 0.000243664	 0.00435389 0.000105991	 0.00189341 4.72394e-05	 
34.5	93.2998	116.5	0.0108086 0.000363696	 0.0718325 0.00115597	 0.022031 0.000471635	 0.0102331 0.000254338	 0.00422508 0.000100185	 0.00196744 5.23385e-05	 
35.5	88.9135	112	0.00997145 0.000312777	 0.0759292 0.00123022	 0.0224972 0.000480165	 0.0106896 0.000241965	 0.00442266 0.000108746	 0.00194302 4.81026e-05	 
36.5	85.4122	107.5	0.00995165 0.000357919	 0.0762096 0.00122235	 0.0223178 0.000469713	 0.0110138 0.000241779	 0.00442809 0.000122488	 0.00191243 5.07016e-05	 
37.5	81.3808	103	0.0103772 0.000385749	 0.0752645 0.00115811	 0.0224874 0.000465226	 0.0105462 0.000239186	 0.00415909 9.74094e-05	 0.00191215 5.07661e-05	 
38.5	77.8225	99	0.0109351 0.000403485	 0.076071 0.00132266	 0.0225727 0.000530935	 0.0103923 0.000267007	 0.00420617 0.000107225	 0.00197928 5.46816e-05	 
39.5	74.385	95	0.0102095 0.000347289	 0.0747253 0.0012479	 0.0232799 0.000515075	 0.0105141 0.000273087	 0.00419232 0.000114106	 0.00204506 5.88608e-05	 
40.5	71.0572	91	0.0103523 0.000356667	 0.0769846 0.00132727	 0.0219387 0.000450719	 0.0104763 0.00025751	 0.00432906 0.000110719	 0.00194819 4.8206e-05	 
41.5	67.9782	87	0.010578 0.000364804	 0.078715 0.00131036	 0.021957 0.000473639	 0.0106396 0.000282392	 0.00416801 9.84351e-05	 0.00196701 5.68436e-05	 
42.5	64.3778	83	0.0104195 0.000338786	 0.0748869 0.00126898	 0.0214777 0.000458569	 0.0101052 0.000247117	 0.00410243 0.000117497	 0.00184051 5.04914e-05	 
43.5	61.3959	79.5	0.0107526 0.000430444	 0.0756578 0.00137173	 0.0221216 0.000498525	 0.0103426 0.00025861	 0.00423213 0.000116244	 0.00190262 5.50494e-05	 
44.5	58.4296	76	0.010084 0.000375192	 0.0756377 0.00139093	 0.022667 0.000542958	 0.0103094 0.000289465	 0.00399552 0.000110756	 0.00178067 5.52087e-05	 
45.5	55.5157	72.5	0.0109833 0.000393264	 0.0794332 0.00134707	 0.0215919 0.000457163	 0.0104437 0.000268863	 0.00408725 0.000102436	 0.00190273 5.14968e-05	 
46.5	52.7993	69.5	0.0113629 0.000504505	 0.0766219 0.00138886	 0.0223826 0.000489882	 0.0105256 0.000285793	 0.00416071 0.000112993	 0.00184048 5.47267e-05	 
47.5	49.9868	66.5	0.0110586 0.00041746	 0.0780219 0.00134628	 0.0211571 0.000449749	 0.0101635 0.000286433	 0.00397423 0.00010277	 0.00177751 6.43949e-05	 
48.5	47.4533	63.5	0.0108596 0.000395753	 0.078497 0.00134982	 0.0214998 0.000466788	 0.0101447 0.000267564	 0.00396142 0.000100613	 0.00179165 6.06871e-05	 
49.5	45.3036	60.5	0.0102904 0.000396874	 0.0770872 0.00142545	 0.0212417 0.000483511	 0.0104034 0.000267966	 0.00389773 0.000113763	 0.00179931 5.27798e-05	 
50.5	42.7279	57.5	0.0109941 0.000428998	 0.0749147 0.0014368	 0.0201217 0.000487958	 0.00968078 0.000301404	 0.00378596 9.83384e-05	 0.0016307 5.06577e-05	 
51.5	40.5886	54.5	0.0121362 0.000435533	 0.0756825 0.00136639	 0.0205918 0.000431675	 0.00946155 0.00026884	 0.00375045 8.84032e-05	 0.00171118 5.30678e-05	 
52.5	38.1032	51.5	0.0110289 0.000452576	 0.0744998 0.00142797	 0.0209863 0.000498551	 0.00964848 0.000297021	 0.00370916 0.000100377	 0.00167778 5.78658e-05	 
53.5	35.7739	49	0.0108534 0.000379211	 0.0747541 0.0014703	 0.0197269 0.000471262	 0.00947834 0.000305717	 0.00350783 9.92723e-05	 0.00168906 5.8802e-05	 
54.5	34.2041	46.5	0.0116031 0.000459259	 0.0755676 0.00137376	 0.0193466 0.000422865	 0.00946833 0.000279988	 0.00368582 0.000108079	 0.00159575 5.78747e-05	 
55.5	31.9677	44	0.0107471 0.00040322	 0.0746844 0.00141583	 0.018981 0.000449893	 0.00943008 0.000281267	 0.00345808 9.09571e-05	 0.00162659 5.93122e-05	 
56.5	30.193	42	0.0112669 0.000394051	 0.0740404 0.00143179	 0.0184983 0.000418153	 0.00924135 0.000283575	 0.00336605 9.78366e-05	 0.00153503 5.32854e-05	 
57.5	28.2317	39.5	0.0109383 0.000431129	 0.0757762 0.0014278	 0.0184466 0.000404762	 0.00970913 0.000290439	 0.00328175 9.53079e-05	 0.0015637 5.63287e-05	 
58.5	26.6862	37	0.0108251 0.000371743	 0.0733201 0.00135346	 0.0175103 0.000404039	 0.00950412 0.000283842	 0.00328917 8.49749e-05	 0.00154788 5.01503e-05	 
59.5	24.9607	35	0.0106856 0.000372801	 0.0703053 0.00133407	 0.0175321 0.000435977	 0.00868318 0.000239596	 0.00288175 8.18875e-05	 0.00140177 4.35611e-05	 
60.5	23.4533	33	0.0106293 0.000392922	 0.0709574 0.00141121	 0.0166897 0.000434008	 0.00894847 0.000272475	 0.00282967 8.21623e-05	 0.00140497 4.91479e-05	 
61.5	21.9187	31.5	0.0104931 0.000381009	 0.0704237 0.00131384	 0.0168146 0.000416063	 0.00868112 0.000262283	 0.00271522 8.5646e-05	 0.00145144 5.02887e-05	 
62.5	20.4602	30	0.0100099 0.000341061	 0.0670821 0.00139432	 0.0156504 0.000363218	 0.00802905 0.000245183	 0.00256635 7.6485e-05	 0.00127926 3.60343e-05	 
63.5	19.012	28	0.0100731 0.000388709	 0.0666115 0.00126998	 0.0155629 0.0003882	 0.0076569 0.00020679	 0.00255931 7.59074e-05	 0.00120113 3.70193e-05	 
64.5	17.7312	26	0.00997542 0.000414509	 0.0644576 0.00126732	 0.0149535 0.000355108	 0.00771248 0.000236969	 0.00236419 6.54774e-05	 0.00125752 4.3901e-05	 
65.5	16.4923	24.5	0.00993159 0.000397989	 0.0641334 0.00132393	 0.0142588 0.000344853	 0.00710821 0.00022284	 0.00229897 8.09887e-05	 0.00112426 3.76447e-05	 
66.5	15.3251	23	0.00971948 0.000434269	 0.0641402 0.00137007	 0.0131344 0.000332912	 0.00744289 0.000239524	 0.00212304 6.31027e-05	 0.00121673 4.0335e-05	 
67.5	14.1783	21.5	0.00946447 0.000375086	 0.0625496 0.00127045	 0.0126938 0.000318746	 0.00724239 0.000230242	 0.00207685 6.90242e-05	 0.00114205 3.76447e-05	 
68.5	13.1793	20	0.00971795 0.000398766	 0.0635801 0.00126074	 0.0126951 0.000303512	 0.0068892 0.000222152	 0.00203276 6.77073e-05	 0.00109592 3.60319e-05	 
69.5	12.0896	18.5	0.00924773 0.000409717	 0.059979 0.00123972	 0.011344 0.000297327	 0.00684225 0.000250542	 0.00180893 6.66801e-05	 0.00107837 4.14382e-05	 
70.5	11.2014	17.5	0.00921738 0.000387635	 0.0591396 0.00123671	 0.0109486 0.000284453	 0.00630765 0.000215024	 0.00163416 5.6198e-05	 0.00102261 2.94611e-05	 
71.5	10.3582	16.5	0.00961034 0.00046268	 0.0554123 0.00125769	 0.010731 0.00028473	 0.00578216 0.000206169	 0.00148339 5.36592e-05	 0.000962358 3.13289e-05	 
72.5	9.45825	15.5	0.00885749 0.000425199	 0.0550877 0.00124571	 0.0101088 0.000279622	 0.00561042 0.000202249	 0.00148982 6.06702e-05	 0.000946605 3.10413e-05	 
73.5	8.67306	14.5	0.00930787 0.000424379	 0.0506103 0.0011419	 0.00929545 0.000248846	 0.00488918 0.000197536	 0.001294 6.17302e-05	 0.000849222 2.9805e-05	 
74.5	7.90895	13.5	0.00897024 0.000440163	 0.0503528 0.00116471	 0.00840693 0.0002331	 0.00463995 0.000183303	 0.0011473 4.51426e-05	 0.000808139 2.5202e-05	 
75.5	7.21476	12.5	0.00901296 0.000432546	 0.0478677 0.00121254	 0.00815825 0.000237301	 0.00419801 0.000187936	 0.000946161 3.87167e-05	 0.000762103 2.64213e-05	 
76.5	6.57323	11.5	0.00832208 0.000407626	 0.0475142 0.00114258	 0.00741208 0.000221123	 0.00397098 0.000157756	 0.000915583 5.04077e-05	 0.000739124 2.46884e-05	 
77.5	5.95007	10.5	0.00765599 0.000424575	 0.0429428 0.0011368	 0.00654562 0.000206381	 0.00330058 0.000161833	 0.000771099 3.6077e-05	 0.000650796 2.45645e-05	 
78.5	5.38058	9.5	0.00794417 0.000483015	 0.0413032 0.00115579	 0.00588986 0.000189635	 0.00267714 0.000122554	 0.000680732 5.11063e-05	 0.000591893 2.18027e-05	 
79.5	4.89626	9	0.00764943 0.000404222	 0.0388393 0.00111489	 0.00535379 0.000185719	 0.00225518 0.000114738	 0.000563039 3.73983e-05	 0.000535674 1.95794e-05	 
80.5	4.42096	8.5	0.00733073 0.000361355	 0.0354188 0.00105013	 0.00505598 0.000171324	 0.00191259 9.3036e-05	 0.000555706 3.24471e-05	 0.000504774 2.03215e-05	 
81.5	3.94546	7.5	0.00678525 0.000313281	 0.0345667 0.000979032	 0.00431219 0.000148645	 0.00161024 7.57705e-05	 0.000467852 2.42194e-05	 0.000455223 1.56878e-05	 
82.5	3.58676	7	0.0067056 0.000292522	 0.0313913 0.000928888	 0.0038808 0.00014246	 0.00116383 5.49867e-05	 0.00039281 1.71869e-05	 0.000384822 1.51396e-05	 
83.5	3.18999	6.5	0.00641509 0.000300005	 0.0263868 0.000849128	 0.00313114 0.000120838	 0.000873783 4.54247e-05	 0.000324105 1.56125e-05	 0.000308781 1.36041e-05	 
84.5	2.84187	6	0.00550167 0.000239238	 0.0260888 0.000822982	 0.00271085 9.68829e-05	 0.000701362 3.49742e-05	 0.000269905 8.76654e-06	 0.000274073 1.21363e-05	 
85.5	2.5191	5.5	0.00509574 0.000229247	 0.0225599 0.000765886	 0.00208436 8.13108e-05	 0.000522198 3.0119e-05	 0.000219395 8.52461e-06	 0.000213421 1.20097e-05	 
86.5	2.21848	5	0.00415367 0.000172539	 0.0215958 0.000721086	 0.00170694 7.00363e-05	 0.000450259 2.43695e-05	 0.000178792 6.69338e-06	 0.00018811 1.06137e-05	 
87.5	1.94866	4.5	0.00385386 0.000141587	 0.0186921 0.000618214	 0.0015037 6.14198e-05	 0.000293463 9.61261e-06	 0.000156437 5.8456e-06	 0.000133301 6.66027e-06	 
88.5	1.69084	4	0.00288126 0.000113782	 0.0171269 0.000567111	 0.00113845 4.4659e-05	 0.000245412 7.40358e-06	 0.000128235 4.52311e-06	 9.99101e-05 4.85271e-06	 
89.5	1.46869	4	0.00216372 8.61072e-05	 0.0163579 0.000580874	 0.000803303 3.51668e-05	 0.000203986 6.57585e-06	 0.000106335 4.53529e-06	 8.24006e-05 4.10932e-06	 
90.5	1.25875	3.5	0.00150577 6.76441e-05	 0.0136478 0.000548567	 0.000523469 2.44693e-05	 0.000179328 6.75723e-06	 8.70728e-05 4.33183e-06	 6.77709e-05 3.58066e-06	 
91.5	1.06056	3	0.000964478 4.78957e-05	 0.0111145 0.000467048	 0.000348899 1.50495e-05	 0.000156732 6.93038e-06	 6.90665e-05 3.83989e-06	 5.51139e-05 3.14045e-06	 
92.5	0.877042	2.5	0.000560878 3.20498e-05	 0.00873229 0.000390098	 0.000218295 1.19465e-05	 0.000127847 7.21989e-06	 5.30312e-05 2.94616e-06	 4.12099e-05 2.80466e-06	 
93.5	0.715522	2	0.000265292 1.6884e-05	 0.00631641 0.000353387	 0.000167662 1.30186e-05	 0.000100108 8.4219e-06	 3.26083e-05 2.21235e-06	 3.54956e-05 3.76772e-06	 
94.5	0.55671	2	0.000238036 1.85796e-05	 0.00456634 0.000241145	 0.000189138 1.13133e-05	 8.85626e-05 7.83952e-06	 3.11639e-05 2.33869e-06	 2.40425e-05 2.05962e-06	 
95.5	0.40909	2	0.000242642 3.11533e-05	 0.00277889 0.000169851	 0.000157022 1.00874e-05	 6.64882e-05 5.96249e-06	 3.13838e-05 2.69268e-06	 1.49912e-05 1.02912e-06	 
96.5	0.279757	2	0.000184967 2.1504e-05	 0.00125584 9.62564e-05	 9.99294e-05 7.39876e-06	 4.4099e-05 4.09178e-06	 1.81784e-05 1.73656e-06	 1.19609e-05 1.14631e-06	 
97.5	0.160607	2	0.000161452 1.12882e-05	 0.000279237 4.26895e-05	 2.47248e-05 1.22674e-06	 1.72687e-05 7.27231e-07	 1.12157e-05 3.36314e-07	 7.85978e-06 1.78017e-07	 
98.5	0.0538206	2	0.000202492 1.40525e-05	 2.45165e-05 1.67599e-06	 1.11512e-05 3.53913e-07	 7.47423e-06 2.79217e-07	 5.50779e-06 1.54446e-07	 5.17751e-06 1.53547e-07	 
99.5	nan	0	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
