Cent%	 dNdy	 Npart	 v2{4}/v2{2} err	 v3{4}/v3{2} err	 v4{4}/v4{2} err
58.5	78.869	43.5	0.801692 0.0204675	-0.243211 1.29882	-0.585832 0.146862	
59.5	73.5184	41	0.823961 0.0160382	0.62844 0.0621199	-0.574162 0.130829	
60.5	69.5114	39	0.815415 0.0165595	0.515423 0.105779	0.24387 1.34161	
61.5	64.996	36.5	0.839548 0.0141286	0.582417 0.108429	-0.64825 0.0768902	
62.5	60.343	34	0.796182 0.0188721	0.713257 0.0355818	-0.713639 0.0737533	
63.5	56.3825	32	0.761477 0.0265283	0.561991 0.0851885	-0.77863 0.0861359	
64.5	53.0949	30	0.726267 0.033279	0.502079 0.130089	-0.853073 0.058523	
65.5	49.5741	28.5	0.816963 0.0160402	-0.504651 0.16899	-0.713714 0.0710476	
66.5	46.6869	27	0.802678 0.0189997	-0.63549 0.108349	-0.787958 0.0551688	
67.5	42.6997	25	0.772575 0.0234701	-0.575045 0.123703	-0.77387 0.0515005	
68.5	40.3582	23.5	0.756074 0.0268153	-0.55029 0.153054	-0.732544 0.0601722	
69.5	37.2209	22	0.70073 0.0398112	-0.429595 0.334487	-0.758142 0.0647867	
70.5	34.1252	20.5	0.787746 0.0232149	-0.468367 0.376397	-0.762608 0.0740045	
71.5	31.2981	19	0.744399 0.0276888	-0.770261 0.0675029	-0.82454 0.0622895	
72.5	29.0107	17.5	0.691275 0.0393437	-0.785421 0.0645725	-0.850886 0.0535793	
73.5	26.7806	16.5	0.66247 0.0458284	-0.77344 0.0708659	-0.885037 0.0390253	
74.5	24.77	15.5	0.647164 0.0502127	-0.658808 0.0857445	-0.856635 0.0546385	
75.5	22.6205	14.5	0.532753 0.110615	-0.748366 0.0692359	-0.895212 0.0443959	
76.5	20.7825	13	-0.45461 0.215053	-0.78064 0.0745327	-0.870799 0.0461725	
77.5	18.7847	12	-0.683054 0.0673679	-0.873265 0.0703477	-0.975872 0.0387289	
78.5	17.1102	11.5	-0.728739 0.0616928	-0.843023 0.0557721	-1.06147 0.0457545	
79.5	15.4799	10.5	-0.797448 0.051788	-0.882296 0.05385	-1.06858 0.0351338	
80.5	13.7401	9.5	-0.840431 0.0467037	-0.941841 0.0673012	-1.08357 0.0423273	
81.5	12.4969	8.5	-0.948018 0.037476	-0.895073 0.0486371	-1.20067 0.0327215	
82.5	11.1238	8	-1.01961 0.0361074	-0.955453 0.0412537	-1.15433 0.0399762	
83.5	9.92672	7.5	-1.07319 0.0384622	-1.05291 0.0428019	-1.24099 0.0409056	
84.5	8.81247	6.5	-1.08396 0.0374465	-1.07799 0.037206	-1.32634 0.0432567	
85.5	7.81542	6	-1.14232 0.0384378	-1.11964 0.0401041	-1.28824 0.0408579	
86.5	6.91819	5.5	-1.2723 0.0387242	-1.2991 0.0394855	-1.44018 0.0472033	
87.5	5.9899	5	-1.25749 0.0361782	-1.29702 0.0397265	-1.50532 0.044114	
88.5	5.20323	4.5	-1.38457 0.0433634	-1.32665 0.0417466	-1.51234 0.0493823	
89.5	4.4031	4	-1.28789 0.0383891	-1.33377 0.0443226	-1.5019 0.0493488	
90.5	3.84084	4	-1.31138 0.0420728	-1.44631 0.0585225	-1.56733 0.0481182	
91.5	3.21928	3.5	-1.35086 0.0411748	-1.43327 0.0478108	-1.73707 0.0872413	
92.5	2.68461	3	-1.39415 0.0448067	-1.46092 0.0464439	-1.60375 0.0554451	
93.5	2.20416	2.5	-1.46289 0.0481237	-1.62459 0.0703724	-1.84374 0.095782	
94.5	1.74683	2	-1.48813 0.0481135	-1.67004 0.0668699	-1.43833 0.0578299	
95.5	1.36598	2	-1.60295 0.0549682	-1.80122 0.0718845	-1.53455 0.0513656	
96.5	0.99072	2	-1.51418 0.0532868	-1.73239 0.0677738	-1.53612 0.0515623	
97.5	0.661659	2	-2.00265 0.0914671	-2.19005 0.110159	-1.99438 0.0909907	
98.5	0.340941	2	-2.34259 0.131579	-1.977 0.108217	-2.087 0.135585	
99.5	358.611	0	-0.966247 0.329431	-1.12508 0.301781	0.889254 0.130413	
