Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
12.5	712.321	286.5	0.234225 7.23975e-05	0.218988 0.00286268	0.17998 0.0337061	0.177233 1.29476e-05	0.178106 7.99054e-06	-0.0189403 0.00168119	
13.5	676.257	277.5	0.237192 9.10036e-05	0.229339 0.028445	0.0803494 0.141556	0.17691 3.8671e-05	0.181312 9.44782e-05	-0.0952245 0.000571177	
14.5	654.168	269	0.238979 0.000109845	0.229666 0.000408293	0.0908206 0.000963704	0.175203 0.000242791	0.178806 0.00320583	-0.0660107 0.0528675	
15.5	632.244	260.5	0.237142 1.14595e-06	0.224069 5.61154e-06	0.124263 4.36183e-05	0.175546 2.00487e-05	0.178591 0.000276149	-0.0593584 0.0103907	
16.5	609.372	252	0.231564 3.31458e-05	0.224149 0.000185278	0.0667069 0.0053669	0.168738 4.18333e-05	0.172816 0.000164743	-0.0704863 0.00377429	
17.5	583.445	244	0.235357 1.29249e-05	0.221586 0.00247039	0.112262 0.021357	0.169491 9.85539e-05	0.166078 0.000304249	0.0581084 0.00599198	
18.5	561.156	236	0.229253 7.11379e-05	0.210477 0.000411448	0.140282 0.00486715	0.163762 2.54663e-06	0.161267 8.48964e-06	0.0424895 8.40622e-05	
19.5	539.344	228.5	0.228869 9.16532e-05	0.213829 0.000453283	0.108195 0.00202022	0.158889 2.61879e-05	0.161246 0.000149013	-0.039248 0.00423311	
20.5	516.277	221	0.22747 5.32316e-05	0.209712 6.85194e-05	0.119292 0.00191947	0.157215 3.58967e-05	0.1655 0.000112024	-0.128645 0.00127783	
21.5	496.618	213.5	0.228653 6.78865e-05	0.212563 0.00112593	0.108857 0.0120514	0.158033 0.000180091	0.15801 0.00335465	0.000306265 0.0331916	
22.5	478.773	206.5	0.228737 0.000132039	0.210805 0.00322926	0.113894 0.0197594	0.157637 1.77674e-05	0.15939 0.000135942	-0.0259165 0.00368049	
23.5	460.416	199.5	0.227424 8.06654e-06	0.207314 5.27744e-05	0.129442 0.000791796	0.150805 6.17084e-05	0.150739 0.00199308	0.00078693 0.0215652	
24.5	440.971	192.5	0.230482 2.48761e-05	0.210958 0.00243215	0.110786 0.0156996	0.152521 7.11202e-05	0.155027 0.000203583	-0.0325484 0.00122324	
25.5	428.113	186	0.225283 1.26494e-05	0.205463 0.000187872	0.110989 0.00301246	0.14554 7.00414e-06	0.146468 0.00029845	-0.0102104 0.00550427	
26.5	406.517	179.5	0.223973 2.18128e-06	0.201818 0.0010304	0.111782 0.00785917	0.142313 5.87362e-05	0.144633 0.000706814	-0.0296941 0.0106901	
27.5	388.006	173	0.222821 2.18708e-05	0.195685 0.00110369	0.137414 0.00833415	0.142205 5.97725e-05	0.149351 9.46463e-05	-0.0801601 0.000486724	
28.5	374.119	167	0.220721 2.36518e-05	0.204649 0.000165421	0.0796925 9.5386e-05	0.139949 9.17182e-05	0.142895 0.000375692	-0.0370079 0.00780279	
29.5	357.339	161	0.221458 6.50611e-06	0.200726 0.00857764	0.10109 0.0318712	0.136688 0.000280831	0.144636 0.000513996	-0.0832677 0.000854515	
30.5	342.328	155	0.220157 3.21285e-05	0.193573 0.000250181	0.121231 0.000907083	0.138498 9.7404e-05	0.143628 5.73745e-05	-0.0526483 0.0022187	
31.5	327.392	149	0.218157 5.53936e-06	0.194313 0.00148341	0.103338 0.00905471	0.137554 3.61508e-05	0.135772 0.000348861	0.0186895 0.00551088	
32.5	318.1	143.5	0.216821 9.91666e-05	0.187942 0.00259987	0.12191 0.0126521	0.134091 4.11226e-06	0.135411 1.29747e-05	-0.0116395 8.0894e-05	
33.5	300.922	138.5	0.217896 6.26834e-05	0.186467 0.00498911	0.128258 0.0194354	0.12905 0.000144307	0.140537 0.000129963	-0.114883 0.00492674	
34.5	288.056	133	0.213458 1.68821e-05	0.189414 5.48258e-05	0.0972436 0.000775379	0.126221 7.90289e-06	0.123319 0.00159325	0.0265093 0.0142836	
35.5	274.327	127.5	0.214976 2.00964e-05	0.185222 0.000168584	0.114361 0.00180617	0.123108 1.10487e-05	0.126655 7.84657e-06	-0.026788 0.00040286	
36.5	262.138	122.5	0.2096 3.04719e-05	0.180428 6.42082e-05	0.112588 0.00212064	0.122147 5.02861e-05	0.128711 0.000173234	-0.0523498 0.00120578	
37.5	249.472	118	0.209268 0.000108344	0.184887 0.0203772	0.0939702 0.042109	0.12356 9.94641e-05	0.122394 0.000312374	0.00939561 0.00256982	
38.5	237.313	113.5	0.208988 0.000116324	0.177335 0.00167792	0.114358 0.00775944	0.116961 5.88599e-05	0.120278 0.00152208	-0.0242448 0.0100557	
39.5	228.446	108.5	0.208051 8.5977e-05	0.175106 0.00294878	0.113688 0.0109585	0.119094 0.000109618	0.122317 0.000454877	-0.0249942 0.00394875	
40.5	215.741	104	0.202895 8.0542e-05	0.164291 0.000556737	0.135182 0.00316522	0.107616 0.000114859	0.118376 0.00638166	-0.0810425 0.0261091	
41.5	205.291	100	0.200402 5.9974e-05	0.172702 0.000289402	0.0972607 2.87428e-05	0.116382 6.24392e-05	0.115404 0.00112784	0.00628905 0.00785058	
42.5	194.725	96	0.202538 1.28234e-05	0.163116 4.91976e-05	0.12938 0.000166432	0.109194 0.000193211	0.117165 0.00137289	-0.0486673 0.00909139	
43.5	188.265	92	0.198274 8.12478e-05	0.163346 0.00213437	0.11391 0.00824252	0.106356 2.16545e-05	0.106914 5.13833e-05	-0.00330336 7.06825e-05	
44.5	176.362	88	0.200412 0.000105002	0.158891 0.00668078	0.125846 0.0183164	0.103507 7.11106e-05	0.106135 0.00111507	-0.0167316 0.00772439	
45.5	166.806	84	0.196275 3.28892e-05	0.154314 0.000649659	0.127389 0.00341399	0.103329 7.45104e-06	0.105288 1.40877e-05	-0.0113783 0.000125319	
46.5	158.976	80	0.195009 9.20884e-05	0.163918 0.000519426	0.0934786 0.000503637	0.0983499 7.53779e-05	0.102533 0.000263491	-0.0236822 0.00151978	
47.5	149.56	76.5	0.193235 5.95433e-05	0.152062 0.00102557	0.121176 0.00451073	0.0991704 6.62806e-05	0.107271 0.00107689	-0.0471918 0.00624636	
48.5	140.843	73	0.191728 6.0497e-05	0.154358 0.00347992	0.104744 0.0107946	0.0979077 0.000231144	0.106176 0.000195425	-0.0459533 0.00104147	
49.5	135.104	69.5	0.187299 0.000160131	0.149092 0.00647372	0.112645 0.0168544	0.0915821 9.2774e-05	0.0958855 0.00192116	-0.0228119 0.00789954	
50.5	127.205	66.5	0.189479 1.61538e-05	0.149175 0.00120037	0.112425 0.00521199	0.0907029 3.14525e-05	0.0952779 3.47978e-06	-0.024009 0.00063618	
51.5	119.629	63	0.182543 0.000101808	0.14626 0.0119908	0.0963529 0.0209393	0.085929 3.98407e-05	0.0855378 0.000710901	0.00196435 0.00435026	
52.5	113.277	59.5	0.179714 8.17039e-05	0.142818 5.79886e-05	0.0960469 0.00186929	0.083527 0.000179827	0.093007 0.000239932	-0.0462675 0.0025204	
53.5	106.242	56.5	0.177576 3.43951e-06	0.136255 8.15582e-05	0.104552 0.000177221	0.0763662 2.61682e-05	0.083382 9.5464e-05	-0.0314752 0.000298402	
54.5	100.178	54	0.17395 8.39726e-05	0.133576 0.00167588	0.107045 0.00587986	0.0811269 1.13089e-05	0.0866625 1.35576e-05	-0.0262975 0.000121418	
55.5	94.8343	51.5	0.173172 1.76426e-06	0.133615 4.36301e-06	0.0962771 1.04487e-05	0.0730672 8.50969e-05	0.0788237 0.00014865	-0.0269539 0.000150376	
56.5	89.6897	48.5	0.170394 6.88731e-05	0.121357 0.000373166	0.109711 0.00131339	0.0680124 0.000113319	0.0721735 0.00228033	-0.0197143 0.00850889	
57.5	83.604	46	0.163695 7.67453e-05	0.124936 0.00356716	0.0921017 0.00861695	0.0694526 2.07369e-05	0.0848915 0.000227599	-0.068195 0.00136941	
58.5	78.869	43.5	0.160061 1.53232e-05	0.12265 8.17563e-05	0.0890223 0.00117316	0.0650514 8.41223e-06	0.0724676 2.79959e-05	-0.0292467 7.79257e-05	
59.5	73.5184	41	0.163701 4.0489e-05	0.128671 0.00056893	0.0821413 0.00247659	0.0647242 4.52575e-05	0.0798388 0.000182243	-0.0649953 0.000671205	
60.5	69.5114	39	0.158166 8.26989e-05	0.121967 0.00202133	0.0810344 0.00547288	0.0628675 1.07343e-05	0.0726707 2.10582e-06	-0.0410299 0.000153899	
61.5	64.996	36.5	0.154937 7.65541e-05	0.128879 0.00339018	0.057717 0.00760982	0.055042 2.71502e-05	0.0659319 4.04316e-05	-0.0451356 6.57288e-05	
62.5	60.343	34	0.153132 0.00019611	0.12769 0.0192888	0.0574752 0.0250678	0.0545612 2.45792e-05	0.0664777 0.000148099	-0.0465685 0.000664269	
63.5	56.3825	32	0.146709 1.33192e-05	0.11678 0.00284144	0.0645482 0.00643543	0.05111 6.38673e-06	0.0632245 9.75848e-05	-0.0481213 0.000688419	
64.5	53.0949	30	0.14108 0.000168868	0.102535 0.00562852	0.0858427 0.0102788	0.0487051 1.26023e-05	0.0617571 4.46469e-05	-0.0498897 0.000126019	
65.5	49.5741	28.5	0.142971 3.90331e-05	0.109984 0.00285488	0.0669294 0.00625639	0.0468063 2.49585e-06	0.0495757 1.06608e-05	-0.0109913 3.25013e-05	
66.5	46.6869	27	0.137186 0.000152576	0.107596 0.00233578	0.0622021 0.00576503	0.039163 1.3227e-05	0.0518054 4.42056e-05	-0.0427613 0.000108935	
67.5	42.6997	25	0.130514 0.000124955	0.119396 0.000807784	0.0224592 0.00190488	0.0414067 8.59796e-05	0.0524333 0.0020085	-0.0383808 0.00507833	
68.5	40.3582	23.5	0.118662 9.85538e-05	0.117933 0.00182781	0.00147607 0.00429789	0.0337031 9.18375e-06	0.0511503 8.48402e-05	-0.0629252 0.00031523	
69.5	37.2209	22	0.11487 4.96825e-05	0.110387 0.00112901	0.00894938 0.00311237	0.0319735 0.000200178	0.0485814 7.69732e-06	-0.0552962 0.000798262	
70.5	34.1252	20.5	0.11893 6.0547e-05	0.108863 0.000802112	0.0200545 0.00268054	0.0300025 1.08582e-05	0.0468287 3.36453e-05	-0.0591494 8.70614e-05	
71.5	31.2981	19	0.116843 1.46708e-05	0.115231 0.000130438	0.00318797 0.000230559	0.0317701 5.35337e-06	0.0494362 9.65057e-06	-0.0632027 2.34453e-05	
72.5	29.0107	17.5	0.104469 0.000145904	0.122653 0.00121812	-0.0358669 0.00276889	0.025371 2.97598e-06	0.0405976 2.72404e-05	-0.0518434 7.42791e-05	
73.5	26.7806	16.5	0.102419 3.33788e-05	0.12414 3.99915e-05	-0.0419205 0.000513493	0.0253189 1.31278e-05	0.0404885 7.6617e-05	-0.0515123 0.000209483	
74.5	24.77	15.5	0.0964339 2.31686e-05	0.124034 0.000674165	-0.0532214 0.00176219	0.0231162 6.06036e-07	0.042484 4.75098e-06	-0.0622429 1.17943e-05	
75.5	22.6205	14.5	0.0932341 2.44994e-05	0.134986 0.000243631	-0.0790449 0.000921431	0.0187194 2.63435e-05	0.0357429 5.91543e-06	-0.0570233 0.000138511	
76.5	20.7825	13	0.0815773 4.4046e-05	0.110913 0.000621892	-0.0573642 0.00159913	0.0189948 8.4295e-05	0.0386986 0.000129841	-0.061831 0.00010475	
77.5	18.7847	12	0.0755235 2.89313e-05	0.114665 0.0019062	-0.071664 0.00343767	0.0150359 5.59642e-05	0.0346696 5.36043e-05	-0.0627184 3.95519e-05	
78.5	17.1102	11.5	0.0681066 1.31937e-05	0.116177 0.000107828	-0.0899821 0.000289789	0.015296 9.15254e-06	0.0324979 7.90521e-06	-0.0490487 3.20728e-05	
79.5	15.4799	10.5	0.0702317 3.67821e-05	0.116208 0.000332256	-0.084687 0.000537665	0.0138908 1.10612e-05	0.0300835 4.86357e-05	-0.0494834 0.000110998	
80.5	13.7401	9.5	0.0643736 2.4882e-05	0.113186 0.000269408	-0.0912075 0.000450251	0.0138172 3.09832e-06	0.0293344 3.22337e-05	-0.0466263 7.31732e-05	
81.5	12.4969	8.5	0.0544331 0.000238517	0.115362 0.00158435	-0.109533 0.00225819	0.00925102 1.40905e-06	0.024112 7.25484e-06	-0.0406482 1.54847e-05	
82.5	11.1238	8	0.0523133 0.0002903	0.0998909 0.0013684	-0.0895518 0.00202466	0.00913455 2.07367e-05	0.0232682 0.000195397	-0.041908 0.000499814	
83.5	9.92672	7.5	0.0500065 0.000220318	0.105228 0.00250185	-0.0983528 0.00332891	0.00885532 5.99908e-06	0.0213478 2.90339e-05	-0.032666 7.06959e-05	
84.5	8.81247	6.5	0.0527115 0.000307341	0.0972153 0.00419075	-0.0822798 0.00456872	0.00907178 1.78963e-05	0.0215383 0.000113438	-0.0343139 0.000256493	
85.5	7.81542	6	0.0441804 5.84174e-05	0.101685 5.55839e-05	-0.104539 2.39236e-07	0.00961653 2.3511e-08	0.0219918 5.39211e-07	-0.0353447 1.14479e-06	
86.5	6.91819	5.5	0.0347084 0.000199506	0.0970269 0.00199159	-0.111989 0.00267321	0.00660037 4.77173e-05	0.0194604 0.000213286	-0.0331703 0.000433713	
87.5	5.9899	5	0.0449145 0.000424844	0.108255 9.61578e-05	-0.120057 0.00110809	0.00656476 4.11294e-05	0.019766 0.000109108	-0.0376345 0.000220292	
88.5	5.20323	4.5	0.0348331 9.56107e-05	0.0940886 0.000121968	-0.107418 7.22615e-05	0.00520903 2.09359e-05	0.0152589 5.49661e-05	-0.0257285 0.000102547	
89.5	4.4031	4	0.0298781 0.000225813	0.0978291 0.00111648	-0.126305 0.00157664	0.00374611 3.57626e-05	0.0130834 0.000130992	-0.0236032 0.000242234	
90.5	3.84084	4	0.0398866 3.05383e-08	0.0974959 2.51265e-07	-0.119436 4.11299e-07	0.00418562 3.33062e-09	0.0155048 1.41368e-08	-0.0302878 2.83881e-08	
91.5	3.21928	3.5	0.0333052 5.24232e-10	0.0978053 3.36657e-09	-0.120827 5.15361e-09	0.00263451 3.26377e-10	0.0105427 1.29644e-09	-0.0192771 2.36691e-09	
92.5	2.68461	3	0.0327031 0.000296845	0.0978308 0.00246096	-0.122682 0.0034594	0.00391345 5.32024e-08	0.0118384 7.73182e-06	-0.0269823 1.86259e-05	
93.5	2.20416	2.5	0.0261 3.57978e-07	0.0911103 2.82402e-06	-0.121161 4.29122e-06	0.00178366 5.39416e-09	0.00612436 5.01467e-08	-0.0102411 8.7915e-08	
94.5	1.74683	2	0.0247349 5.42322e-09	0.0954157 1.23601e-07	-0.131179 1.88897e-07	0.00166949 4.73077e-10	0.00534267 2.66258e-09	-0.0115688 5.97723e-09	
95.5	1.36598	2	0.0211634 4.43524e-09	0.0827589 7.42295e-08	-0.112302 1.08882e-07	0.000639466 1.78547e-11	0.00274954 7.68616e-11	-0.00455326 1.2699e-10	
96.5	0.99072	2	0.0174689 1.85299e-08	0.0661062 1.77991e-07	-0.0880239 2.55058e-07	0.00019369 3.31447e-10	0.000775125 1.17071e-09	-0.00173375 2.50399e-09	
97.5	0.661659	2	0.00757107 1.19985e-07	0.0433787 2.20919e-06	-0.0590039 3.09395e-06	-0.000187513 3.6615e-10	-0.00134266 2.50687e-09	0.00238104 4.41088e-09	
98.5	0.340941	2	0.00593179 6.46628e-09	0.0197615 1.44747e-06	-0.0318279 2.43987e-06	-0.000537534 3.6095e-09	-0.00246014 1.77388e-08	0.00426364 3.1141e-08	
99.5	358.611	0	0.203167 0.109427	3.09715 10.188	-254.024 984.164	-2.83854 2.37836	-42.938 41.0858	7.10931e+06 6.80858e+06	
