Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
23.5	460.416	199.5	0.0194736 0.000617877	 0.079668 0.00132524	 0.0339076 0.000858528	 0.0190917 0.000412376	 0.00957727 0.000225682	 0.00506793 0.000123611	 
24.5	440.971	192.5	0.0195486 0.000814589	 0.0864214 0.00131964	 0.0338098 0.000724489	 0.0192761 0.000416354	 0.00970944 0.00021332	 0.00530669 0.000124947	 
25.5	428.113	186	0.0198568 0.000722716	 0.0843182 0.00145895	 0.0340789 0.000887689	 0.0189859 0.000420729	 0.00996649 0.000231213	 0.00537249 0.000132829	 
26.5	406.517	179.5	0.0213434 0.000680042	 0.0891932 0.0014527	 0.0325699 0.000752833	 0.0198105 0.000496805	 0.00972871 0.000227249	 0.00538967 0.000136925	 
27.5	388.006	173	0.0217682 0.000706259	 0.0894204 0.00143442	 0.0333353 0.000782309	 0.0199235 0.000449507	 0.0101169 0.000233841	 0.00546841 0.000136733	 
28.5	374.119	167	0.020581 0.000648984	 0.0892808 0.00135208	 0.0323381 0.000739578	 0.0198832 0.000465169	 0.00935791 0.000205544	 0.0051563 0.000133468	 
29.5	357.339	161	0.0222366 0.00072252	 0.0908483 0.00135618	 0.0342216 0.000754477	 0.0198016 0.000430886	 0.00987875 0.000220701	 0.00514359 0.000126024	 
30.5	342.328	155	0.023561 0.00089586	 0.092723 0.0014449	 0.034958 0.000805858	 0.0195852 0.000419962	 0.00981771 0.000229836	 0.00524275 0.000123432	 
31.5	327.392	149	0.0241839 0.000885604	 0.0949044 0.00143807	 0.0343946 0.000806328	 0.0201025 0.000449834	 0.010094 0.000250958	 0.00522418 0.000126403	 
32.5	318.1	143.5	0.0233942 0.000893706	 0.0963708 0.00163448	 0.0361105 0.000908168	 0.0204712 0.000503984	 0.0101303 0.000237873	 0.0052614 0.000130346	 
33.5	300.922	138.5	0.0241669 0.000841156	 0.097664 0.00163721	 0.0348673 0.000754674	 0.0203695 0.000452021	 0.0100384 0.000236087	 0.00530579 0.000124366	 
34.5	288.056	133	0.0241383 0.000813847	 0.0941705 0.00157093	 0.0351604 0.000767512	 0.0203648 0.000481118	 0.0101657 0.000213961	 0.00523882 0.000141823	 
35.5	274.327	127.5	0.0241114 0.00088641	 0.0984267 0.00162597	 0.0361107 0.000875177	 0.020117 0.000430957	 0.00988327 0.000220456	 0.00529207 0.000153828	 
36.5	262.138	122.5	0.0254583 0.00100629	 0.096684 0.00157251	 0.034449 0.000836093	 0.019116 0.000449719	 0.0100328 0.000244086	 0.00523641 0.000126358	 
37.5	249.472	118	0.0263306 0.000926201	 0.0960001 0.00156512	 0.0364865 0.000859802	 0.0201292 0.000431755	 0.0100136 0.000225676	 0.00523488 0.000111944	 
38.5	237.313	113.5	0.0268475 0.000832969	 0.0986784 0.00167	 0.0354631 0.000843251	 0.0209493 0.000460705	 0.00965777 0.000230351	 0.00538847 0.000139125	 
39.5	228.446	108.5	0.0269524 0.00101511	 0.101335 0.00165205	 0.0356318 0.000799548	 0.0201485 0.00047661	 0.00980164 0.000217104	 0.00537647 0.000138957	 
40.5	215.741	104	0.0260264 0.000930916	 0.0992591 0.00162565	 0.0331641 0.000771305	 0.0202842 0.000458217	 0.00938509 0.000210188	 0.00507279 0.000118755	 
41.5	205.291	100	0.0274964 0.000988519	 0.0957978 0.00161947	 0.0374868 0.000866352	 0.0193783 0.00039817	 0.00966406 0.000231416	 0.0050176 0.000114685	 
42.5	194.725	96	0.0260394 0.000854041	 0.100064 0.00180318	 0.0371044 0.000870307	 0.0202247 0.000464507	 0.00985832 0.000253171	 0.00515541 0.000124495	 
43.5	188.265	92	0.0290136 0.00124805	 0.0997497 0.00168713	 0.0360002 0.000865259	 0.0199024 0.000451805	 0.00970103 0.00023477	 0.00528253 0.000140196	 
44.5	176.362	88	0.0278831 0.00106458	 0.104503 0.00182302	 0.0350257 0.000875685	 0.0195867 0.000515998	 0.00967995 0.000240087	 0.00520527 0.000137207	 
45.5	166.806	84	0.0294157 0.000987242	 0.102003 0.00178659	 0.036508 0.000822489	 0.0200099 0.000468528	 0.00973449 0.000231082	 0.00515239 0.000147727	 
46.5	158.976	80	0.0283858 0.000999253	 0.10251 0.00160132	 0.0348568 0.000755282	 0.0192485 0.000441446	 0.00919431 0.000200523	 0.00493086 0.000123259	 
47.5	149.56	76.5	0.0291432 0.00112278	 0.102335 0.00179417	 0.0353704 0.000808284	 0.0194894 0.000468209	 0.0093264 0.000218618	 0.00476778 0.000128611	 
48.5	140.843	73	0.0296687 0.00123029	 0.10524 0.00172478	 0.0353223 0.000815707	 0.0190563 0.000470739	 0.0097156 0.000231235	 0.00495002 0.000127553	 
49.5	135.104	69.5	0.0319409 0.00135529	 0.0999062 0.00171091	 0.0341267 0.000786561	 0.0194273 0.000474042	 0.00939014 0.000237623	 0.00490784 0.00012166	 
50.5	127.205	66.5	0.0293736 0.00110243	 0.103773 0.00178415	 0.0340236 0.000800681	 0.0192473 0.000467444	 0.00928408 0.000229926	 0.00480712 0.00013005	 
51.5	119.629	63	0.0307018 0.00103098	 0.102571 0.00181318	 0.0348798 0.00081464	 0.0191414 0.000472118	 0.00925575 0.000228393	 0.00482948 0.000128518	 
52.5	113.277	59.5	0.0300714 0.0011926	 0.102675 0.00188541	 0.0330034 0.000752584	 0.0193737 0.000495749	 0.0085451 0.000206009	 0.00461107 0.000128856	 
53.5	106.242	56.5	0.0324099 0.0011905	 0.104258 0.00178171	 0.0324902 0.00072259	 0.0195155 0.000526729	 0.00867883 0.000205323	 0.00480207 0.00014425	 
54.5	100.178	54	0.0312197 0.00106407	 0.0987218 0.00171161	 0.0332744 0.000741073	 0.0180981 0.000474432	 0.00871032 0.000203577	 0.00448105 0.000115302	 
55.5	94.8343	51.5	0.0344399 0.00141666	 0.10248 0.00184037	 0.0315308 0.000735658	 0.0193015 0.000461233	 0.0084286 0.000186454	 0.00475277 0.000123981	 
56.5	89.6897	48.5	0.0330253 0.0011796	 0.106288 0.0019184	 0.0306819 0.000755483	 0.0199777 0.000501524	 0.00784653 0.000185929	 0.00465376 0.000133867	 
57.5	83.604	46	0.0336385 0.00124188	 0.0989901 0.00187554	 0.0313335 0.000699263	 0.0186898 0.000501559	 0.00779277 0.000196634	 0.00448829 0.000133125	 
58.5	78.869	43.5	0.0342254 0.00126439	 0.0974638 0.00180968	 0.0306363 0.00074419	 0.017217 0.000441594	 0.00793379 0.000186135	 0.00422675 0.000129574	 
59.5	73.5184	41	0.0320124 0.00126642	 0.099481 0.00179561	 0.0292603 0.000661106	 0.017579 0.000455423	 0.00776601 0.000203608	 0.00395764 0.00011717	 
60.5	69.5114	39	0.0346737 0.00139978	 0.0994444 0.00172288	 0.0301063 0.000673479	 0.0178497 0.000413537	 0.00775627 0.000193689	 0.00417782 0.000135531	 
61.5	64.996	36.5	0.0324337 0.0012163	 0.100265 0.00171956	 0.0277641 0.000631867	 0.0177024 0.000464608	 0.00748597 0.000193758	 0.00405757 0.000124687	 
62.5	60.343	34	0.0342535 0.00147992	 0.0965502 0.00181623	 0.027666 0.000579418	 0.0176093 0.000481068	 0.00712479 0.000185912	 0.00399414 0.000123341	 
63.5	56.3825	32	0.032548 0.00130075	 0.0956122 0.00188158	 0.0267296 0.00061272	 0.0168322 0.000476009	 0.00697911 0.000171881	 0.00376557 0.000119305	 
64.5	53.0949	30	0.0327081 0.00111034	 0.091364 0.00182454	 0.0261645 0.000595313	 0.0164709 0.000479414	 0.00674412 0.000160665	 0.00377599 0.000123379	 
65.5	49.5741	28.5	0.0347647 0.00124301	 0.0965121 0.00166881	 0.0251086 0.000602048	 0.0173262 0.00045189	 0.00644087 0.000158653	 0.00392793 0.00012134	 
66.5	46.6869	27	0.0341213 0.00137819	 0.0940925 0.00171985	 0.023352 0.000602469	 0.0171649 0.000483344	 0.00623585 0.000152418	 0.00394441 0.000121698	 
67.5	42.6997	25	0.0324799 0.0013686	 0.0911888 0.0017731	 0.0240498 0.000614314	 0.0160314 0.000453249	 0.00628115 0.000177373	 0.00360027 0.000108211	 
68.5	40.3582	23.5	0.0309767 0.00123031	 0.0863611 0.00167283	 0.0217231 0.000536172	 0.0155492 0.000416868	 0.00563202 0.000135801	 0.00349174 0.000107814	 
69.5	37.2209	22	0.0307939 0.00139049	 0.0853691 0.00181778	 0.0208968 0.000519562	 0.0151326 0.00042695	 0.00571123 0.000155065	 0.00334263 0.000112006	 
70.5	34.1252	20.5	0.032177 0.00125819	 0.0865086 0.00168416	 0.0202472 0.000515026	 0.0149897 0.000430961	 0.00539609 0.000140266	 0.00317302 0.000105702	 
71.5	31.2981	19	0.0321865 0.00139534	 0.0855596 0.0017406	 0.0201074 0.000572013	 0.0146377 0.000432995	 0.00517338 0.00013785	 0.00318287 0.000111043	 
72.5	29.0107	17.5	0.0300546 0.00121729	 0.0801395 0.00158604	 0.0181658 0.000481316	 0.0138736 0.000386266	 0.00474159 0.000130802	 0.00289374 9.57558e-05	 
73.5	26.7806	16.5	0.0284176 0.00117696	 0.0781626 0.00161039	 0.0182082 0.000486943	 0.0140617 0.000409878	 0.0045373 0.000123835	 0.00296949 9.57128e-05	 
74.5	24.77	15.5	0.0271074 0.00109339	 0.0764605 0.00156756	 0.0161527 0.000397773	 0.0135058 0.000378546	 0.0043517 0.000113785	 0.00265798 8.46486e-05	 
75.5	22.6205	14.5	0.0288711 0.0014196	 0.0738626 0.001705	 0.0150391 0.000415256	 0.0130879 0.000404062	 0.00398956 0.000105159	 0.00258359 9.26313e-05	 
76.5	20.7825	13	0.0269175 0.00145121	 0.0675699 0.0016497	 0.0157693 0.000441832	 0.0114975 0.00034518	 0.00382278 0.000108142	 0.00227918 7.18776e-05	 
77.5	18.7847	12	0.0257368 0.00145242	 0.0662831 0.00172349	 0.0138972 0.000412254	 0.0109064 0.000355165	 0.00347999 0.00012653	 0.00225596 7.70108e-05	 
78.5	17.1102	11.5	0.0248183 0.00124783	 0.0606697 0.00163146	 0.0136498 0.000397947	 0.00993028 0.000355851	 0.00333333 0.000106259	 0.0019706 7.37457e-05	 
79.5	15.4799	10.5	0.0233361 0.00125701	 0.0594481 0.0016696	 0.0122881 0.000369339	 0.00951588 0.000342639	 0.00295954 0.000105032	 0.00179197 6.11437e-05	 
80.5	13.7401	9.5	0.0228515 0.00129717	 0.055559 0.001605	 0.0120382 0.000380082	 0.00819424 0.000298529	 0.00282403 0.000103656	 0.00147988 4.59322e-05	 
81.5	12.4969	8.5	0.0228721 0.0014761	 0.0521156 0.00158443	 0.0103805 0.000300866	 0.00801513 0.00031834	 0.0023776 7.15828e-05	 0.00151837 5.57609e-05	 
82.5	11.1238	8	0.0219867 0.00123672	 0.0477045 0.00156113	 0.00953021 0.00029279	 0.0069176 0.000261701	 0.00225192 8.27359e-05	 0.00130394 4.77807e-05	 
83.5	9.92672	7.5	0.017759 0.00113162	 0.0460754 0.00169564	 0.00842423 0.000303575	 0.00625117 0.000277302	 0.00173591 6.73645e-05	 0.00117522 4.60597e-05	 
84.5	8.81247	6.5	0.0196181 0.00132813	 0.0436555 0.00157288	 0.00783891 0.000280716	 0.00554364 0.000262514	 0.00174745 9.11043e-05	 0.00106779 3.92397e-05	 
85.5	7.81542	6	0.0177476 0.00105837	 0.0397289 0.00157791	 0.00760229 0.00029463	 0.00508403 0.000238309	 0.00159627 8.49995e-05	 0.00103276 4.38594e-05	 
86.5	6.91819	5.5	0.0161959 0.00118814	 0.0338402 0.00156442	 0.00646569 0.000308348	 0.00391031 0.000219185	 0.00115448 6.3233e-05	 0.000784264 3.59211e-05	 
87.5	5.9899	5	0.0134249 0.000827644	 0.0355819 0.0015391	 0.00571747 0.000258885	 0.00364721 0.000209387	 0.000918753 5.3327e-05	 0.000757294 3.03127e-05	 
88.5	5.20323	4.5	0.0110674 0.00092522	 0.0277215 0.00143898	 0.00446038 0.000216763	 0.00251329 0.000150908	 0.000766236 4.85865e-05	 0.000605298 2.90559e-05	 
89.5	4.4031	4	0.00987284 0.000628908	 0.0274554 0.00122586	 0.00409564 0.000192876	 0.00225553 0.000128573	 0.000704528 4.50622e-05	 0.000567314 2.65682e-05	 
90.5	3.84084	4	0.00746333 0.000563739	 0.0261662 0.00123752	 0.00350743 0.000193771	 0.00170652 0.00010794	 0.000496893 2.87478e-05	 0.000458306 2.23947e-05	 
91.5	3.21928	3.5	0.00587471 0.000457357	 0.0225151 0.00111908	 0.00258001 0.000140938	 0.00103275 7.9066e-05	 0.000362077 2.02666e-05	 0.000349242 1.92555e-05	 
92.5	2.68461	3	0.00446926 0.000312815	 0.0197421 0.00098635	 0.00216794 0.00011687	 0.000675035 4.27161e-05	 0.000281007 1.59684e-05	 0.000271136 1.57384e-05	 
93.5	2.20416	2.5	0.00290965 0.000222537	 0.0172663 0.000995751	 0.00147871 0.000102219	 0.000461166 4.03276e-05	 0.000185212 1.26612e-05	 0.000214611 1.66802e-05	 
94.5	1.74683	2	0.00167704 0.000154128	 0.0150601 0.00086991	 0.00101675 7.18832e-05	 0.000233534 1.27714e-05	 0.000125334 7.7195e-06	 0.000132969 1.02528e-05	 
95.5	1.36598	2	0.000957774 8.26454e-05	 0.0104648 0.00068136	 0.000523567 4.2179e-05	 0.000156558 9.45537e-06	 7.98707e-05 6.28826e-06	 6.06939e-05 5.40876e-06	 
96.5	0.99072	2	0.00068118 5.29603e-05	 0.00893882 0.00053515	 0.000238392 1.81506e-05	 0.000142399 8.73915e-06	 6.77353e-05 5.61128e-06	 4.4503e-05 3.6709e-06	 
97.5	0.661659	2	0.000833445 7.08805e-05	 0.00383748 0.000377213	 0.000136763 1.60952e-05	 6.46858e-05 6.32004e-06	 4.06563e-05 3.79178e-06	 2.39746e-05 2.9711e-06	 
98.5	0.340941	2	0.00115625 6.27357e-05	 0.0018167 0.000247994	 0.000161228 1.57829e-05	 3.96773e-05 4.32691e-06	 2.64744e-05 1.51555e-06	 2.05006e-05 1.45509e-06	 
99.5	358.611	0	0.00659227 0.00285049	 0.0971734 0.0487879	 0.0227704 0.0153678	 0.0262635 0.00451224	 0.0069413 0.00159506	 0.00279845 0.000370513	 
