Cent%	 dNdy	 Npart	 v2{4}/v2{2} err	 v3{4}/v3{2} err	 v4{4}/v4{2} err
46.5	52.7993	69.5	0.774249 0.0247327	0.507958 0.138694	-0.811883 0.0740631	
47.5	49.9868	66.5	0.813096 0.0166529	0.61838 0.063925	-0.839351 0.11537	
48.5	47.4533	63.5	0.802632 0.0188472	0.511587 0.143846	-0.78113 0.127939	
49.5	45.3036	60.5	0.742867 0.0283831	-0.479683 0.213549	-0.767691 0.0670618	
50.5	42.7279	57.5	0.711656 0.039161	-0.657818 0.102794	-0.987722 0.0626277	
51.5	40.5886	54.5	0.745181 0.0285364	0.510678 0.118367	-0.91727 0.0720055	
52.5	38.1032	51.5	0.738131 0.0282204	-0.530362 0.143798	-0.947825 0.0781721	
53.5	35.7739	49	0.701841 0.0363483	-0.583767 0.11315	-1.00718 0.05832	
54.5	34.2041	46.5	0.745718 0.0257916	0.218709 1.22084	-0.951859 0.0715595	
55.5	31.9677	44	0.727752 0.0289751	-0.592238 0.185686	-0.938409 0.0604633	
56.5	30.193	42	0.711313 0.0383219	-0.355437 0.409084	-0.965206 0.0535364	
57.5	28.2317	39.5	0.718575 0.0342813	0.277806 0.800775	-0.958197 0.0654169	
58.5	26.6862	37	0.750087 0.0281665	-0.508844 0.158197	-0.941127 0.0476644	
59.5	24.9607	35	0.70843 0.0336903	-0.729603 0.0628051	-0.872367 0.0460253	
60.5	23.4533	33	0.706605 0.0342421	-0.728215 0.0755101	-0.931988 0.0545666	
61.5	21.9187	31.5	0.750451 0.027536	-0.668549 0.0817447	-0.94157 0.0518512	
62.5	20.4602	30	0.61024 0.0581994	-0.519281 0.219579	-0.961546 0.0422121	
63.5	19.012	28	0.720475 0.0316717	-0.706409 0.0716435	-0.825027 0.0642843	
64.5	17.7312	26	0.680079 0.0404222	-0.617432 0.164372	-0.978108 0.0413226	
65.5	16.4923	24.5	0.683817 0.0437878	-0.517723 0.161404	-0.945047 0.044025	
66.5	15.3251	23	0.621082 0.0556956	-0.666733 0.0717772	-0.981412 0.037272	
67.5	14.1783	21.5	0.656609 0.049545	-0.70193 0.09602	-0.997427 0.0422744	
68.5	13.1793	20	0.666318 0.042293	-0.638527 0.0846428	-1.02768 0.0560379	
69.5	12.0896	18.5	0.66405 0.0482661	-0.736201 0.0616558	-1.10968 0.0570168	
70.5	11.2014	17.5	0.628484 0.0560034	-0.740637 0.0688338	-1.05437 0.0433193	
71.5	10.3582	16.5	-0.40465 0.287834	-0.796172 0.0522823	-1.11112 0.0556339	
72.5	9.45825	15.5	0.352788 0.368318	-0.828432 0.0538757	-1.10561 0.0379698	
73.5	8.67306	14.5	0.244797 1.46676	-0.796052 0.0473553	-1.21526 0.0390298	
74.5	7.90895	13.5	-0.495202 0.142439	-0.849442 0.0560337	-1.20078 0.03975	
75.5	7.21476	12.5	-0.625608 0.0813089	-0.848673 0.0493081	-1.26736 0.0504998	
76.5	6.57323	11.5	-0.636573 0.0730015	-0.942525 0.0381064	-1.21315 0.0354815	
77.5	5.95007	10.5	-0.768483 0.0517177	-0.976705 0.0431458	-1.3768 0.0591142	
78.5	5.38058	9.5	-0.820722 0.0467693	-0.979711 0.0479003	-1.30145 0.044932	
79.5	4.89626	9	-0.856975 0.0432026	-1.05617 0.0361999	-1.39622 0.0401871	
80.5	4.42096	8.5	-0.904843 0.0395413	-1.04199 0.0367669	-1.3645 0.0484254	
81.5	3.94546	7.5	-0.896473 0.038022	-1.09422 0.0364764	-1.36917 0.0492766	
82.5	3.58676	7	-0.909498 0.0424303	-1.12244 0.0383659	-1.344 0.0657852	
83.5	3.18999	6.5	-1.03605 0.033229	-1.20204 0.0440558	-1.4612 0.0765097	
84.5	2.84187	6	-1.0128 0.0347523	-1.12976 0.048568	-1.42189 0.058505	
85.5	2.5191	5.5	-1.08028 0.0329991	-1.20577 0.0394937	-1.54638 0.116797	
86.5	2.21848	5	-1.06018 0.0344312	-1.24589 0.0381658	-1.48623 0.0929822	
87.5	1.94866	4.5	-1.05475 0.0369217	-1.24546 0.0377563	-1.04505 0.0434953	
88.5	1.69084	4	-1.05678 0.0364984	-1.21067 0.0434026	-0.964706 0.0372844	
89.5	1.46869	4	-1.11476 0.0339276	-1.29974 0.0469377	-1.02354 0.0359731	
90.5	1.25875	3.5	-1.19853 0.0367154	-1.33051 0.0420041	-1.14069 0.0418284	
91.5	1.06056	3	-1.21781 0.0389868	-1.24027 0.0464385	-1.26239 0.0447102	
92.5	0.877042	2.5	-1.29051 0.0398894	-1.46645 0.0617695	-1.49487 0.0558436	
93.5	0.715522	2	-1.49163 0.0483167	-1.79047 0.104667	-1.87145 0.062752	
94.5	0.55671	2	-1.46646 0.0474633	-1.57799 0.048228	-1.95283 0.0702584	
95.5	0.40909	2	-1.62277 0.0525778	-1.66846 0.0554053	-1.99334 0.0732621	
96.5	0.279757	2	-1.79512 0.0656265	-1.76121 0.0617049	-1.98042 0.105899	
97.5	0.160607	2	-2.5475 0.147287	-1.39343 0.14883	-1.25079 0.153148	
98.5	0.0538206	2	-1.56785 0.130321	-0.863927 0.0755233	-1.03562 0.101105	
99.5	nan	0	nan nan	nan nan	nan nan	
