Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
14.5	323.226	265.5	0.00796359 0.00036927	 0.0550259 0.000801612	 0.0209368 0.000562061	 0.0134423 0.000393074	 0.00626193 0.000158096	 0.00345405 0.00011236	 
15.5	300.96	257	0.00774811 0.000362709	 0.0582498 0.00109755	 0.0211418 0.00058977	 0.0137417 0.000426516	 0.00694106 0.000212839	 0.00344251 0.000130218	 
16.5	302.534	249	0.00787444 0.000347241	 0.0588883 0.00103298	 0.0215749 0.000612169	 0.01408 0.000391435	 0.00656996 0.000186882	 0.00363735 0.000106924	 
17.5	284.196	241	0.00800876 0.000362885	 0.0621168 0.00102647	 0.0218455 0.000595836	 0.0138794 0.000387767	 0.00710524 0.000234641	 0.00376505 0.000122493	 
18.5	274.891	233.5	0.00841245 0.00041304	 0.0628937 0.00108596	 0.0226723 0.000650309	 0.0140785 0.000425895	 0.00709793 0.000206614	 0.00390463 0.000125804	 
19.5	266.192	226	0.00849683 0.000422755	 0.0656355 0.000994969	 0.0221286 0.000637081	 0.0151035 0.000409479	 0.00728553 0.000191042	 0.00430983 0.000141593	 
20.5	256.66	218.5	0.00938042 0.000437924	 0.0683514 0.00119091	 0.0228403 0.000686145	 0.0151267 0.000466939	 0.00798297 0.000228547	 0.00438993 0.000180806	 
21.5	248.629	211.5	0.009982 0.00046874	 0.0682544 0.00121511	 0.022329 0.000730455	 0.01515 0.000472886	 0.00777069 0.000231021	 0.00431732 0.000137077	 
22.5	234.558	204.5	0.0108653 0.000481065	 0.0708214 0.00109187	 0.0223354 0.000588539	 0.0159785 0.000408325	 0.00793548 0.000226976	 0.00426447 0.000130322	 
23.5	225.872	197.5	0.010907 0.000506287	 0.0709846 0.00100008	 0.0229446 0.000569183	 0.0157499 0.000438993	 0.00843914 0.00022009	 0.00455954 0.000135712	 
24.5	225.981	191	0.0100956 0.000490861	 0.0725709 0.00117596	 0.0235032 0.000653954	 0.0158224 0.000482086	 0.00834474 0.000261432	 0.00448883 0.000153458	 
25.5	208.921	184.5	0.0115706 0.000492277	 0.0753762 0.00119738	 0.0245163 0.000632214	 0.0160954 0.000429732	 0.00891824 0.000266758	 0.00479296 0.00015468	 
26.5	201.528	178	0.0118557 0.000563564	 0.0767385 0.00122985	 0.0247607 0.000688269	 0.0169361 0.000508557	 0.0093602 0.000252597	 0.00490669 0.000134433	 
27.5	192.629	172	0.0117556 0.000546891	 0.0767369 0.00122405	 0.0247009 0.00069428	 0.0173899 0.000497021	 0.00926041 0.000308201	 0.00501672 0.000159897	 
28.5	185.878	166	0.0134364 0.000593925	 0.0768464 0.00127772	 0.0241427 0.000656706	 0.0175331 0.000457918	 0.00932605 0.00025644	 0.00509006 0.000144955	 
29.5	171.122	160.5	0.0140474 0.000645025	 0.0787779 0.00135138	 0.0229246 0.000598714	 0.0164441 0.000480393	 0.00924736 0.00025381	 0.00521524 0.000175222	 
30.5	174.755	155	0.0124835 0.000616242	 0.080131 0.00131774	 0.023514 0.000656243	 0.0171038 0.000500413	 0.00956482 0.000295376	 0.0051719 0.000151212	 
31.5	166.351	149.5	0.0134489 0.000659613	 0.0833734 0.00157911	 0.0245192 0.000671632	 0.0192457 0.000570253	 0.00980695 0.000299341	 0.00533317 0.000177957	 
32.5	154.432	144	0.015577 0.000725765	 0.0822155 0.00126775	 0.0253517 0.000690735	 0.0189484 0.000507929	 0.0103092 0.00027484	 0.00588745 0.000178062	 
33.5	149.678	138.5	0.0152242 0.000696142	 0.0826355 0.00143525	 0.0255449 0.000686551	 0.0188416 0.00054333	 0.0106946 0.000339111	 0.00536916 0.000181357	 
34.5	142.768	133.5	0.0155795 0.000744903	 0.0852044 0.00146306	 0.0252663 0.000701924	 0.0200102 0.000571962	 0.00998198 0.000260989	 0.00525034 0.000168377	 
35.5	132.376	128.5	0.0154725 0.000738907	 0.0849129 0.00143323	 0.0256181 0.000672889	 0.0202933 0.000563508	 0.0106661 0.000289131	 0.00562985 0.000190853	 
36.5	130.036	123.5	0.0160313 0.00084706	 0.0862256 0.00151477	 0.0252796 0.000694066	 0.020403 0.00055954	 0.0100689 0.000290052	 0.00586761 0.000192263	 
37.5	125.833	119	0.0159976 0.000871401	 0.0874937 0.00165704	 0.0252816 0.000671886	 0.021138 0.000671653	 0.0106808 0.000301835	 0.00584733 0.000181516	 
38.5	120.043	114.5	0.0176521 0.000824999	 0.0898009 0.00163757	 0.0266467 0.000664299	 0.0220341 0.000586143	 0.0111052 0.00029118	 0.00636398 0.000198315	 
39.5	115.584	110	0.0189972 0.00112821	 0.0904814 0.00157614	 0.0263126 0.000748765	 0.0216844 0.000629388	 0.0117526 0.000348884	 0.00567794 0.000190774	 
40.5	110.578	105.5	0.0192358 0.000800065	 0.0868106 0.00152196	 0.0271548 0.000726245	 0.0220639 0.000553235	 0.0117937 0.000307891	 0.0064251 0.000194555	 
41.5	95.4008	101	0.0254999 0.000547048	 0.0857302 0.000885004	 0.0252396 0.000397178	 0.0208942 0.000312056	 0.0110611 0.000186827	 0.00575507 0.000107889	 
42.5	90.9797	97	0.0264262 0.000567727	 0.0845481 0.000972324	 0.0249744 0.000408295	 0.0207597 0.000354456	 0.0108624 0.000190523	 0.00584498 0.000113872	 
43.5	87.6032	93	0.026716 0.000578257	 0.0854918 0.000912161	 0.0252296 0.000394294	 0.0212569 0.000327595	 0.0109907 0.00017375	 0.00550695 0.000104163	 
44.5	82.4555	89	0.0271627 0.000576537	 0.0861903 0.00100408	 0.024608 0.00038231	 0.021642 0.000350269	 0.0110354 0.00018173	 0.00576666 0.000102383	 
45.5	79.542	85.5	0.0277089 0.000639	 0.0857789 0.00118097	 0.0252419 0.000473278	 0.0217015 0.000422323	 0.0111263 0.000207359	 0.00586317 0.000134083	 
46.5	76.2106	82	0.0299437 0.000648417	 0.0858429 0.000937015	 0.0255319 0.000405714	 0.0218344 0.000332476	 0.0112727 0.000179397	 0.00583363 0.000102841	 
47.5	71.4493	78.5	0.0307571 0.00071908	 0.0874474 0.00110883	 0.0254176 0.000432871	 0.0224584 0.000390184	 0.0113334 0.000202747	 0.00579917 0.000107302	 
48.5	68.6503	75	0.031159 0.000671463	 0.0865663 0.00099141	 0.0251964 0.000376121	 0.0223439 0.000338136	 0.0113902 0.00017387	 0.00577372 9.56452e-05	 
49.5	64.1843	71.5	0.0323023 0.000792637	 0.0894488 0.00115674	 0.0256494 0.000427509	 0.0231013 0.000402061	 0.0115981 0.000208001	 0.00582986 0.000123516	 
50.5	60.8016	68.5	0.0307747 0.000731992	 0.0881666 0.00114817	 0.0268662 0.000435716	 0.0228945 0.000392229	 0.0118345 0.00019865	 0.00575414 0.000112551	 
51.5	57.5133	65	0.0322304 0.000603105	 0.0891231 0.000987879	 0.0259845 0.000370451	 0.0232199 0.000340928	 0.0117566 0.000176175	 0.00584548 9.37344e-05	 
52.5	53.9891	61.5	0.0331607 0.000777358	 0.089133 0.00112205	 0.0251543 0.000399535	 0.0234003 0.000365802	 0.0115264 0.000193045	 0.00572753 0.000107893	 
53.5	51.2351	58.5	0.0327753 0.00068836	 0.0907552 0.00116185	 0.0261293 0.000419367	 0.0239828 0.000406533	 0.011879 0.000195584	 0.00592972 0.000120303	 
54.5	49.2422	56	0.0324768 0.000839841	 0.0903829 0.00135987	 0.0266019 0.000521111	 0.023818 0.000474087	 0.0122002 0.000253751	 0.00606915 0.000135182	 
55.5	46.3765	53.5	0.0353722 0.000763729	 0.0890892 0.00112765	 0.0254664 0.000393084	 0.0239383 0.000383782	 0.0116717 0.000189232	 0.00608374 0.00010996	 
56.5	43.4107	50.5	0.0353455 0.000813725	 0.0908165 0.00107554	 0.0256527 0.000380362	 0.0238498 0.000387565	 0.0117068 0.000178621	 0.00576804 0.000101795	 
57.5	41.4004	48	0.0357548 0.00100796	 0.0902883 0.00145721	 0.0258304 0.000468714	 0.0236657 0.00047932	 0.0116206 0.000210475	 0.00589955 0.000140851	 
58.5	38.2329	45.5	0.0363708 0.000810422	 0.0932453 0.00113872	 0.0256837 0.000351546	 0.0244764 0.000377513	 0.0115986 0.0001578	 0.00572225 9.46021e-05	 
59.5	35.8919	43	0.0363619 0.000848624	 0.0921648 0.00137932	 0.0261049 0.000449256	 0.023973 0.000445721	 0.0119397 0.000214484	 0.00567109 0.000107436	 
60.5	34.1301	41	0.0368896 0.000869347	 0.0917327 0.00140786	 0.0254496 0.000441543	 0.0242386 0.000466951	 0.0115665 0.000210163	 0.00569354 0.000121877	 
61.5	31.5632	38.5	0.0370967 0.000812837	 0.092581 0.00112951	 0.0255368 0.000362868	 0.0244233 0.000371557	 0.0114979 0.000161122	 0.00558499 9.24874e-05	 
62.5	29.2216	36	0.0398346 0.000980049	 0.0915133 0.001355	 0.0251167 0.000413752	 0.0241051 0.00045528	 0.0114036 0.000200968	 0.00555352 0.000114702	 
63.5	27.2529	34	0.0379989 0.000863776	 0.0936914 0.00128078	 0.0249156 0.000399322	 0.0243677 0.000457332	 0.0115435 0.000193734	 0.00564536 0.000110489	 
64.5	25.4615	32	0.038731 0.00110013	 0.0929458 0.00129723	 0.0242376 0.000379516	 0.0236939 0.00041696	 0.0114999 0.000183921	 0.00524758 0.000104215	 
65.5	23.4401	30	0.0387585 0.000967075	 0.0919728 0.0012658	 0.0242699 0.000364074	 0.0233291 0.000403333	 0.0109858 0.000177261	 0.00526276 9.52897e-05	 
66.5	22.2147	28	0.0385119 0.000897459	 0.0944881 0.00128501	 0.0233477 0.000355377	 0.024356 0.000412598	 0.0107482 0.000170971	 0.00532932 0.000100538	 
67.5	20.6844	26.5	0.0414216 0.00136895	 0.0948152 0.00180448	 0.0230067 0.000491145	 0.0242608 0.000583174	 0.0109652 0.000240289	 0.0052759 0.000134615	 
68.5	19.0608	25	0.0403653 0.000888944	 0.0936166 0.00116133	 0.0224492 0.00032514	 0.0238406 0.000365693	 0.0104896 0.000163867	 0.00512127 8.55758e-05	 
69.5	17.4793	23	0.0405586 0.000911106	 0.0931782 0.00123159	 0.0217057 0.000320166	 0.023808 0.000372972	 0.0101564 0.000154836	 0.00509082 8.56667e-05	 
70.5	16.0762	21.5	0.0425068 0.00147886	 0.0917763 0.00173993	 0.0210915 0.000439313	 0.0228997 0.000533163	 0.00976806 0.000215277	 0.00504137 0.000135828	 
71.5	14.2377	20	0.042187 0.000934923	 0.0898769 0.00139606	 0.0194003 0.000342913	 0.0219514 0.000414326	 0.0089562 0.000159724	 0.00463479 9.30676e-05	 
72.5	13.1409	18.5	0.0429869 0.00123658	 0.0899485 0.00184877	 0.0186019 0.000395595	 0.0217439 0.000539751	 0.008812 0.000190728	 0.00468002 0.00012062	 
73.5	12.2663	17.5	0.0426734 0.00130328	 0.0863182 0.00178951	 0.0182308 0.000403832	 0.0204562 0.000527209	 0.0084304 0.000201749	 0.00431781 0.000123744	 
74.5	11.3689	16.5	0.0423756 0.00123787	 0.0918592 0.00182935	 0.0168362 0.000393594	 0.0223038 0.000525206	 0.00792359 0.000179473	 0.00464859 0.000120568	 
75.5	10.2166	15	0.0415986 0.000907022	 0.0876744 0.00122817	 0.0163768 0.000277239	 0.0204175 0.000337166	 0.0076174 0.000127739	 0.00429371 7.65701e-05	 
76.5	9.04933	13.5	0.0420766 0.00112984	 0.0848259 0.00172992	 0.0161825 0.000387502	 0.0197337 0.000451109	 0.00751992 0.000167347	 0.00416567 0.000109705	 
77.5	8.24322	12.5	0.0409079 0.00099501	 0.082605 0.00161823	 0.0156183 0.000341984	 0.0187074 0.00043673	 0.00703049 0.000160015	 0.0040242 9.62277e-05	 
78.5	7.55578	11.5	0.0399223 0.0011713	 0.0834529 0.00170657	 0.0144628 0.000286368	 0.019036 0.000401217	 0.0067392 0.000140492	 0.00401205 8.89511e-05	 
79.5	6.74383	10.5	0.0366149 0.00092117	 0.080652 0.00154643	 0.013978 0.000265359	 0.0176545 0.000370626	 0.00633301 0.000128433	 0.0038261 9.00416e-05	 
80.5	nan	9.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
81.5	nan	9	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
82.5	nan	8.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
83.5	nan	7.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
84.5	nan	6.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
85.5	nan	6	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
86.5	nan	5.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
87.5	nan	5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
88.5	nan	4.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
89.5	nan	4	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
90.5	nan	3.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
91.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
92.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
93.5	nan	2.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
94.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
95.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
96.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
97.5	nan	1.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
98.5	nan	1	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
99.5	nan	0	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
