Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
16.5	419.706	249	0.0107226 0.000744925	 0.0619398 0.002291	 0.026345 0.00112123	 0.0155759 0.000555348	 0.00653969 0.000268765	 0.00340532 0.000162288	 
17.5	404.311	241	0.00992372 0.000596691	 0.0672856 0.00240961	 0.0264677 0.00115458	 0.0145286 0.000597009	 0.00670988 0.00029142	 0.00340912 0.000149371	 
18.5	390.494	233	0.00977734 0.00076557	 0.0664581 0.00231997	 0.0287442 0.00128646	 0.0133566 0.000652304	 0.00687436 0.000289956	 0.00330707 0.0001429	 
19.5	373.313	225.5	0.00979437 0.000800621	 0.0646824 0.0022961	 0.0277318 0.00144408	 0.014628 0.000636709	 0.00676363 0.000288681	 0.00330334 0.000142303	 
20.5	361.102	218	0.0104465 0.00069423	 0.0722573 0.002314	 0.0282015 0.0014522	 0.0144918 0.000753706	 0.00692748 0.000429426	 0.0034818 0.000178818	 
21.5	346.835	210.5	0.0107405 0.000745581	 0.0736748 0.00221673	 0.0265339 0.00123767	 0.0150872 0.000718192	 0.00682076 0.000340424	 0.00340193 0.000166969	 
22.5	330.49	203.5	0.0107507 0.000772993	 0.0710886 0.00218302	 0.0281287 0.00122276	 0.0136683 0.000590321	 0.00737998 0.000297737	 0.00347702 0.000184518	 
23.5	318.551	196.5	0.0104441 0.000666885	 0.0716044 0.00235141	 0.0298583 0.00148455	 0.0141579 0.000667934	 0.00699903 0.000336099	 0.00353561 0.000181277	 
24.5	308.91	190	0.0133927 0.00115546	 0.0807255 0.00253179	 0.0308823 0.00153767	 0.0155033 0.000635317	 0.00760985 0.000382865	 0.00356521 0.000170425	 
25.5	292.644	183.5	0.0121172 0.000985441	 0.0774968 0.00206834	 0.0278184 0.00138241	 0.0151261 0.000712648	 0.00697446 0.000293426	 0.00350753 0.00015038	 
26.5	281.379	177	0.0120327 0.000854802	 0.0804459 0.00236484	 0.0297833 0.00154741	 0.0142728 0.000708865	 0.00718561 0.000360516	 0.00371959 0.000154313	 
27.5	270.123	171	0.0121873 0.00107584	 0.0791867 0.00271444	 0.0273974 0.00129395	 0.0149191 0.000766654	 0.00673448 0.000313172	 0.00363839 0.000179035	 
28.5	259.356	165	0.0123186 0.000791253	 0.0777703 0.00244232	 0.0287044 0.00139939	 0.0160947 0.00078715	 0.0070981 0.000335456	 0.00387538 0.000172297	 
29.5	249.019	159	0.0113864 0.000926829	 0.0843839 0.00263264	 0.0291229 0.0014784	 0.0156404 0.000649442	 0.00744212 0.000364424	 0.00380301 0.000206485	 
30.5	238.728	153	0.0144672 0.0010245	 0.0864451 0.00299764	 0.0306654 0.00156448	 0.0141761 0.000714996	 0.00739761 0.000326726	 0.00350764 0.000195171	 
31.5	227.816	147	0.0125214 0.000850929	 0.0854455 0.00260357	 0.0296602 0.00116544	 0.0158108 0.000669335	 0.00733166 0.000358344	 0.00380321 0.000205774	 
32.5	216.915	141.5	0.0130006 0.00100486	 0.082501 0.00290578	 0.0275964 0.00155367	 0.0147292 0.000764123	 0.00748756 0.000370403	 0.00346626 0.000167613	 
33.5	207.075	136.5	0.0128377 0.000820738	 0.0861306 0.00260252	 0.0284904 0.00119157	 0.0154481 0.000630816	 0.00762867 0.000351344	 0.00366366 0.000175012	 
34.5	200.19	131.5	0.0134549 0.00118134	 0.0847239 0.00241307	 0.0313238 0.00144514	 0.0146657 0.000645592	 0.007467 0.000350316	 0.00363496 0.000202714	 
35.5	191.943	126.5	0.0119043 0.000844055	 0.0928039 0.00321714	 0.0311667 0.00162722	 0.0154896 0.0008242	 0.00750932 0.000428644	 0.00362232 0.000200908	 
36.5	183.902	121.5	0.0135429 0.000794603	 0.079953 0.00264603	 0.0292258 0.00137013	 0.0144513 0.00060656	 0.00735962 0.000351115	 0.00343846 0.000155597	 
37.5	174.529	116.5	0.0132084 0.00088475	 0.0935888 0.00310938	 0.0318293 0.00136715	 0.0156234 0.000821871	 0.00786789 0.000368737	 0.00351403 0.000184631	 
38.5	167.07	112	0.0153952 0.00115024	 0.0924443 0.00327953	 0.0309882 0.00152605	 0.0171991 0.000711899	 0.00742419 0.000354891	 0.00393948 0.000250316	 
39.5	159.881	107.5	0.0144078 0.000802286	 0.0883274 0.00328705	 0.0296431 0.00131972	 0.0153669 0.000828739	 0.00709408 0.000308057	 0.003887 0.000192286	 
40.5	152.378	103	0.0129348 0.000789668	 0.0902084 0.00313242	 0.0311198 0.00169209	 0.0156685 0.00076851	 0.00746459 0.000438971	 0.00362517 0.000191092	 
41.5	146.079	99	0.0150593 0.00125028	 0.089592 0.00318446	 0.0301908 0.00124761	 0.0162211 0.000784548	 0.00757103 0.000318402	 0.00351646 0.000200787	 
42.5	139.501	94.5	0.0142733 0.00108693	 0.0910143 0.00301331	 0.028325 0.00101906	 0.0154826 0.000711581	 0.00673439 0.000278706	 0.00382529 0.000207738	 
43.5	131.464	90	0.0138132 0.000945374	 0.0870091 0.00315509	 0.0279488 0.00135126	 0.014569 0.000679903	 0.00678409 0.000324742	 0.00343333 0.000197871	 
44.5	123.495	86.5	0.0155411 0.00120708	 0.098493 0.00340455	 0.0300057 0.00120768	 0.0148899 0.000708644	 0.00765137 0.000323595	 0.00320646 0.00016455	 
45.5	118.61	83	0.0162262 0.000970942	 0.0924174 0.00290001	 0.0306292 0.00119035	 0.015894 0.000641296	 0.00748447 0.000312629	 0.00329643 0.0001288	 
46.5	112.999	79	0.014808 0.000927867	 0.0857875 0.003651	 0.0287206 0.00123024	 0.0155238 0.00104372	 0.00689127 0.000394617	 0.00354366 0.000269937	 
47.5	106.867	75.5	0.0173222 0.00125072	 0.0938026 0.00316526	 0.029725 0.00123115	 0.0159554 0.000706719	 0.00747088 0.000334843	 0.00360191 0.000204466	 
48.5	101.684	72	0.018664 0.00158744	 0.0946063 0.00341508	 0.0285507 0.00116674	 0.0163863 0.000785959	 0.0074261 0.000365239	 0.00346408 0.000189908	 
49.5	97.1601	68.5	0.014914 0.00111846	 0.0812599 0.0028174	 0.031407 0.00137596	 0.0139177 0.000675925	 0.0071786 0.000317505	 0.00337142 0.000152475	 
50.5	92.1461	65.5	0.0177251 0.00116754	 0.0896539 0.00325732	 0.0286725 0.00172446	 0.0143913 0.000715326	 0.0070371 0.000348143	 0.00353489 0.000176974	 
51.5	86.7778	62.5	0.0169526 0.00121998	 0.0922873 0.00327005	 0.0276851 0.00111883	 0.0160163 0.000721548	 0.00704487 0.000348376	 0.00331386 0.000156544	 
52.5	81.5385	59.5	0.0178417 0.00154388	 0.0932563 0.00349042	 0.0285222 0.00117323	 0.015604 0.000814944	 0.00622241 0.000295314	 0.00336598 0.000157775	 
53.5	77.5392	56.5	0.0169707 0.00142542	 0.0987273 0.00294794	 0.0282807 0.00123443	 0.0147042 0.000696682	 0.00723125 0.000363399	 0.00322144 0.000195062	 
54.5	73.4872	53.5	0.0182432 0.00147864	 0.0889235 0.00355963	 0.0267123 0.00123928	 0.0149376 0.000986186	 0.00624939 0.00032611	 0.00352798 0.000265	 
55.5	69.4417	50.5	0.0170198 0.00171566	 0.0967288 0.00380113	 0.0275903 0.00124031	 0.0150267 0.000849402	 0.00633963 0.000277233	 0.00303052 0.000170346	 
56.5	66.5793	48	0.0205 0.00156461	 0.0901159 0.00367978	 0.0282589 0.00123832	 0.0159326 0.000949809	 0.00628071 0.000277982	 0.0034068 0.000208656	 
57.5	61.7041	45.5	0.0165946 0.00177614	 0.0893707 0.00329049	 0.0277646 0.00132988	 0.0151487 0.000737305	 0.00597147 0.000319045	 0.00323621 0.000189469	 
58.5	57.6738	43	0.0184166 0.001463	 0.0934072 0.00343756	 0.025175 0.00135339	 0.0157437 0.000831895	 0.00566567 0.000270561	 0.00325852 0.000199766	 
59.5	53.8852	40.5	0.0183067 0.00164578	 0.0887858 0.00350443	 0.025953 0.00116762	 0.014305 0.000774318	 0.00594048 0.000320344	 0.00293323 0.000159674	 
60.5	51.0074	38	0.0162287 0.00152456	 0.0874869 0.00351077	 0.0243821 0.00136823	 0.0144414 0.000849	 0.00536378 0.000279413	 0.00310837 0.00020091	 
61.5	47.2146	36	0.0192979 0.00134924	 0.0917246 0.00375738	 0.0229943 0.00109865	 0.0143218 0.000778102	 0.00573127 0.000308326	 0.00297815 0.000214064	 
62.5	43.7167	34	0.0159535 0.00147476	 0.0842443 0.00330991	 0.0246123 0.00119284	 0.0119016 0.00071585	 0.00531843 0.000265472	 0.0026695 0.000168349	 
63.5	41.077	32	0.0160094 0.00107777	 0.0907359 0.00339309	 0.0232739 0.00107771	 0.0130208 0.000808947	 0.00554814 0.000280497	 0.00277286 0.00018111	 
64.5	39.0203	30	0.0183366 0.00157653	 0.0832078 0.00317493	 0.0226735 0.000973533	 0.0130192 0.000770355	 0.00549236 0.000278979	 0.00287672 0.000226024	 
65.5	36.5489	28	0.0173885 0.00147815	 0.081805 0.00375592	 0.0210782 0.00106699	 0.014096 0.000773268	 0.00538261 0.00031355	 0.00254892 0.000152828	 
66.5	33.8478	26	0.0173764 0.00129704	 0.0849161 0.00311781	 0.0197433 0.000906566	 0.013486 0.000866112	 0.0048207 0.00029442	 0.00284767 0.000203801	 
67.5	30.8944	24.5	0.0168603 0.00136042	 0.0823953 0.00326659	 0.0182265 0.000991987	 0.0133229 0.000850545	 0.00450335 0.000255078	 0.00246019 0.000193409	 
68.5	28.7032	23	0.015991 0.00116112	 0.0722908 0.00300977	 0.0192476 0.000939171	 0.0125411 0.000850775	 0.00409162 0.000195362	 0.00246272 0.000192804	 
69.5	26.8044	21.5	0.0160001 0.00131422	 0.0812443 0.00342742	 0.0171585 0.000879198	 0.0127952 0.000709553	 0.00379748 0.00019968	 0.00215132 0.000127274	 
70.5	25.095	20	0.015011 0.00108883	 0.0752436 0.00293637	 0.0181203 0.000932714	 0.0115445 0.000666162	 0.00429882 0.000240713	 0.0020509 0.000121741	 
71.5	23.1688	18.5	0.0132586 0.000996642	 0.0685277 0.00299168	 0.0163852 0.000810683	 0.0104054 0.000680249	 0.00347299 0.000192993	 0.0019967 0.000148464	 
72.5	21.2964	17.5	0.0142457 0.00102745	 0.0700793 0.00319881	 0.0147288 0.000830742	 0.0110357 0.000765693	 0.00354095 0.000230336	 0.00202272 0.000144882	 
73.5	19.1121	16.5	0.0122461 0.000884367	 0.0701056 0.00322529	 0.0148095 0.000774247	 0.00976587 0.000785069	 0.00302192 0.000177688	 0.00163519 0.00013105	 
74.5	17.4246	15	0.0133106 0.000961516	 0.0757549 0.00375202	 0.0127231 0.000616136	 0.0107688 0.000806382	 0.00307752 0.000206569	 0.00169475 0.000134392	 
75.5	16.0853	13.5	0.011677 0.000906095	 0.0661909 0.00306455	 0.0132318 0.00071869	 0.00919107 0.000612249	 0.00261584 0.000218518	 0.00152168 0.000116919	 
76.5	14.7804	12.5	0.011101 0.000884357	 0.064308 0.00343999	 0.0122758 0.000761303	 0.0089932 0.000593813	 0.0023956 0.000143412	 0.00152696 0.000109688	 
77.5	13.1748	11.5	0.00996617 0.000746548	 0.0634765 0.00292933	 0.0121551 0.00071267	 0.00857637 0.000522343	 0.00249632 0.000167331	 0.00146971 8.77452e-05	 
78.5	12.2443	10.5	0.0119705 0.00107912	 0.0523074 0.00291031	 0.0111877 0.000751585	 0.00752135 0.000554668	 0.0022008 0.000183469	 0.00129644 9.20495e-05	 
79.5	10.9678	10	0.011843 0.000991684	 0.0543704 0.00294324	 0.0093432 0.000516578	 0.0072796 0.000526423	 0.00199507 0.000118328	 0.00121015 8.37127e-05	 
80.5	9.75737	9.5	0.0116245 0.00103822	 0.0475803 0.0030286	 0.00785574 0.000537047	 0.00594906 0.000593537	 0.00122312 8.36097e-05	 0.00103345 7.61977e-05	 
81.5	8.87155	8.5	0.0116242 0.00078265	 0.0433306 0.00256526	 0.00916704 0.000524686	 0.00460057 0.000417467	 0.00143711 0.000174659	 0.000883641 8.13588e-05	 
82.5	7.71327	7.5	0.00841462 0.000988838	 0.045202 0.00302346	 0.00744704 0.000609056	 0.00456765 0.000459536	 0.000999188 7.84994e-05	 0.000839765 6.92196e-05	 
83.5	7.13274	7	0.0116402 0.00122226	 0.0384632 0.00292142	 0.00677473 0.000517402	 0.00370594 0.000376185	 0.00104172 9.55073e-05	 0.000671129 4.98319e-05	 
84.5	6.26137	6.5	0.00920458 0.000902097	 0.0375395 0.00281091	 0.00541232 0.000427227	 0.00315281 0.000359697	 0.000801288 9.65219e-05	 0.000605419 5.2431e-05	 
85.5	5.49043	6	0.00802218 0.000715018	 0.0370984 0.00263684	 0.00602779 0.000554826	 0.00285464 0.000283123	 0.000793154 9.22715e-05	 0.000594279 4.65146e-05	 
86.5	4.91999	5.5	0.00671704 0.000694635	 0.032591 0.00254464	 0.00428682 0.000443712	 0.0022464 0.00024965	 0.000591122 9.55284e-05	 0.000521276 4.48862e-05	 
87.5	4.25535	5	0.0080587 0.000719598	 0.0322484 0.00246485	 0.00373308 0.000293049	 0.00163658 0.000234731	 0.000384541 2.33592e-05	 0.000456689 4.89953e-05	 
88.5	3.71761	4.5	0.00728539 0.000921538	 0.0221932 0.00209315	 0.0031188 0.000270658	 0.00101749 0.000139389	 0.000383176 4.35019e-05	 0.000252693 3.0812e-05	 
89.5	3.24299	4	0.00473922 0.000593196	 0.0240779 0.00228246	 0.0024378 0.00026633	 0.000952163 0.000152472	 0.000256815 3.41101e-05	 0.000310819 3.68974e-05	 
90.5	2.75569	3.5	0.00415611 0.000586981	 0.0238849 0.00197911	 0.00197928 0.000223385	 0.00081592 0.000112633	 0.000185566 2.74119e-05	 0.000285966 3.25867e-05	 
91.5	2.34299	3	0.00411243 0.000433891	 0.0178014 0.00163282	 0.00181492 0.000183259	 0.000367181 4.51922e-05	 0.000178939 1.78154e-05	 0.000171939 2.09331e-05	 
92.5	1.93822	3	0.00281346 0.000267082	 0.0183804 0.00149311	 0.00135886 0.000146304	 0.000240112 2.54829e-05	 0.00012895 1.22032e-05	 0.000135559 1.52417e-05	 
93.5	1.59292	2.5	0.0021215 0.000220136	 0.0138826 0.00150401	 0.000760169 9.59598e-05	 0.000162512 1.43805e-05	 8.82776e-05 1.04571e-05	 7.98502e-05 1.33505e-05	 
94.5	1.25192	2	0.00110758 0.000140893	 0.0089207 0.00113593	 0.00039605 5.26509e-05	 0.000127289 1.40949e-05	 6.77078e-05 1.01286e-05	 5.07555e-05 8.50659e-06	 
95.5	0.963625	2	0.000619334 9.44038e-05	 0.00639922 0.000951229	 0.000146325 1.95803e-05	 9.77631e-05 1.5748e-05	 3.30634e-05 6.17346e-06	 2.20059e-05 4.07016e-06	 
96.5	0.682832	2	0.000383332 3.23709e-05	 0.00500435 0.000844727	 0.000171762 2.20336e-05	 9.69164e-05 1.95485e-05	 2.62933e-05 4.25477e-06	 3.31276e-05 7.15587e-06	 
97.5	0.444686	2	0.000408075 3.95802e-05	 0.00214003 0.000675432	 0.000120471 1.82731e-05	 5.0675e-05 2.31055e-05	 1.33331e-05 1.89459e-06	 1.80559e-05 8.35814e-06	 
98.5	0.2148	2	0.000490554 5.39624e-05	 0.000359054 0.000146977	 6.26671e-05 1.0682e-05	 2.43538e-05 2.10798e-06	 1.45398e-05 2.96533e-06	 9.38155e-06 1.69276e-06	 
99.5	0.0577999	0	0.000292912 5.26301e-05	 5.46958e-05 8.51055e-06	 9.65819e-06 9.83677e-07	 6.91706e-06 6.50867e-07	 5.10771e-06 4.58443e-07	 4.70576e-06 3.36018e-07	 
