Cent%	 dNdy	 Npart	 v2{4}/v2{2} err	 v3{4}/v3{2} err	 v4{4}/v4{2} err
70.5	31.0704	20.5	0.799675 0.0259569	-0.450275 0.400784	-0.834218 0.0885998	
71.5	28.8611	19	0.788836 0.0265682	-0.759476 0.130158	-0.860773 0.0887657	
72.5	26.5317	17.5	0.699092 0.0475545	-0.766295 0.0977563	-0.912352 0.0713229	
73.5	24.4893	16.5	0.649129 0.0609958	-0.672095 0.0979044	-0.902583 0.0478677	
74.5	22.4755	15.5	0.668347 0.0533411	-0.728792 0.0870643	-0.872572 0.0675433	
75.5	20.3735	14.5	0.54163 0.123656	-0.769293 0.0870414	-0.879607 0.0598038	
76.5	18.8016	13	-0.257811 1.14772	-0.77533 0.0928178	-0.906104 0.0519639	
77.5	17.0659	12	-0.602996 0.117264	-0.88328 0.087849	-0.952771 0.0480663	
78.5	15.4868	11.5	-0.691177 0.0861877	-0.8159 0.0607883	-1.07705 0.0570654	
79.5	14.0961	10.5	-0.826163 0.0625719	-0.92414 0.0631675	-1.06722 0.0452508	
80.5	12.5582	9.5	-0.793037 0.064565	-0.948534 0.100952	-1.1119 0.0601668	
81.5	11.3933	8.5	-0.947307 0.045421	-0.917307 0.0784913	-1.22566 0.0391984	
82.5	10.1553	8	-1.02791 0.044733	-1.01178 0.052026	-1.21072 0.047831	
83.5	9.05287	7.5	-1.09888 0.0455453	-1.04973 0.0476558	-1.26705 0.0489615	
84.5	8.05685	6.5	-1.0562 0.0443976	-1.05297 0.0439181	-1.29278 0.0509035	
85.5	7.15386	6	-1.117 0.0455578	-1.12201 0.0489238	-1.31207 0.0502437	
86.5	6.3347	5.5	-1.25861 0.0468012	-1.24818 0.0469469	-1.40975 0.0540269	
87.5	5.51672	5	-1.25395 0.0442381	-1.29137 0.0462606	-1.45228 0.0519219	
88.5	4.84403	4.5	-1.37048 0.0557844	-1.315 0.0511972	-1.49647 0.0571441	
89.5	4.12099	4	-1.29722 0.0500551	-1.34702 0.0516484	-1.44629 0.0542626	
90.5	3.58475	4	-1.29215 0.0478514	-1.46956 0.0817087	-1.53453 0.054559	
91.5	3.02614	3.5	-1.34771 0.0506153	-1.44219 0.0563748	-1.66408 0.0827411	
92.5	2.55304	3	-1.43183 0.0538253	-1.51251 0.0582826	-1.73644 0.0792218	
93.5	2.0837	2.5	-1.46496 0.0561581	-1.61576 0.101581	-1.77506 0.125413	
94.5	1.68128	2	-1.53312 0.064863	-1.75914 0.0971944	-1.51235 0.114065	
95.5	1.31886	2	-1.62853 0.0675146	-1.77521 0.0923585	-1.55211 0.0667727	
96.5	0.959325	2	-1.52955 0.0651821	-1.75581 0.0832321	-1.48013 0.0603932	
97.5	0.646066	2	-2.04411 0.130897	-2.23944 0.192179	-1.95742 0.1086	
98.5	0.336555	2	-2.28849 0.145893	-1.81929 0.0769438	-2.2848 0.428256	
99.5	0.107209	0	-2.21071 0.125292	-1.15557 0.0706214	-1.13483 0.0559012	
