Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
16.5	397.992	158.5	0.225844 7.93429e-05	0.225602 0.000330142	0.00191153 0.00165035	0.14253 0.000220434	0.170714 0.000149735	-0.314396 0.00681055	
17.5	384.183	153.5	0.216534 0.000149087	0.207493 0.00365519	0.0735043 0.0287762	0.142227 7.80458e-07	0.153368 2.14424e-05	-0.110771 0.000357578	
18.5	366.994	149	0.217598 7.51272e-06	0.198933 3.32329e-05	0.126302 0.000178796	0.13901 1.40137e-05	0.13768 8.48078e-05	0.0135821 0.0018133	
19.5	354.111	144.5	0.22633 7.05583e-05	0.208318 6.3734e-05	0.121186 0.00215356	0.136253 8.42229e-05	0.132607 5.38018e-05	0.0356934 0.00172511	
20.5	338.534	139.5	0.217279 5.1662e-05	0.201713 0.00392354	0.101511 0.0230116	0.140531 0.000133751	0.146655 0.0009581	-0.0529012 0.00994589	
21.5	333.657	135	0.212923 3.14351e-05	0.195778 0.000127103	0.102219 0.000151907	0.132125 4.59847e-05	0.138937 0.000103974	-0.0660157 9.88293e-05	
22.5	312.308	130.5	0.212705 4.63027e-05	0.193645 0.00021678	0.107972 0.000605512	0.134207 2.43767e-05	0.128927 9.16874e-05	0.0510389 0.000532325	
23.5	300.075	126	0.210812 3.78888e-05	0.195846 0.000171918	0.0841325 0.00179717	0.128245 0.000189576	0.136837 0.00381619	-0.0731458 0.0211813	
24.5	287.685	122	0.208162 0.000187563	0.187355 0.00119174	0.111593 0.00950932	0.131266 7.0768e-05	0.133736 0.000201422	-0.0191852 0.000902534	
25.5	276.436	118	0.206562 0.000190733	0.202446 0.000142662	0.0220355 0.00403493	0.125311 0.000122362	0.132553 0.000429783	-0.0596442 0.00364691	
26.5	264.804	113.5	0.211116 2.81467e-05	0.191755 0.000497796	0.0959319 0.00424592	0.129523 3.78921e-05	0.128019 0.000112725	0.0112839 0.000607525	
27.5	262.47	109.5	0.204312 1.59895e-05	0.183986 5.42313e-05	0.100024 0.000418445	0.117292 0.000325181	0.11957 0.0123131	-0.0164922 0.0464955	
28.5	244.84	106	0.204187 0.000195748	0.185953 0.00402354	0.0862906 0.0178863	0.118563 7.75411e-05	0.119366 8.91269e-05	-0.00550925 0.000854067	
29.5	236.585	102	0.205002 0.0001889	0.190622 0.00835569	0.0692612 0.0272402	0.122045 9.44207e-05	0.138297 0.000202934	-0.115394 0.000469077	
30.5	229.737	98	0.195675 1.10936e-05	0.172169 0.0042901	0.10303 0.0170721	0.115649 1.29757e-05	0.114512 4.12141e-05	0.00782638 0.000192163	
31.5	214.398	94.5	0.20113 0.000119202	0.173696 0.00729908	0.119086 0.0235281	0.118568 0.000121448	0.125681 0.000471987	-0.0454194 0.00320479	
32.5	206.456	91	0.195662 2.48294e-05	0.166498 0.000339309	0.120845 0.00277951	0.117501 4.88392e-06	0.111602 1.73974e-05	0.0379487 7.91525e-05	
33.5	205.101	87.5	0.193229 8.18679e-05	0.169118 0.0001518	0.0996649 0.0010007	0.106145 6.34757e-05	0.112669 0.00118943	-0.0404166 0.0069509	
34.5	187.503	84.5	0.191819 7.18811e-05	0.169547 0.000817671	0.0851906 0.00466762	0.105814 1.00941e-05	0.11766 3.72537e-05	-0.0717401 0.000161087	
35.5	178.304	81.5	0.18993 0.000105902	0.163099 0.00468426	0.102836 0.0144394	0.102828 1.23446e-05	0.109833 2.12641e-05	-0.0426557 0.000149162	
36.5	182.147	78.5	0.186156 8.92092e-05	0.164621 0.0023661	0.0779076 0.00971695	0.105427 1.17309e-06	0.102969 5.4506e-06	0.0149347 1.71988e-05	
37.5	162.122	75.5	0.191387 7.22216e-05	0.162333 0.00168684	0.105267 0.00735988	0.0990228 1.17847e-06	0.114238 2.34527e-05	-0.0827032 0.000197514	
38.5	162.847	72.5	0.183406 3.70964e-05	0.149074 0.000336324	0.119368 0.00227934	0.0901697 0.000129395	0.105128 0.000305102	-0.0805088 0.000739177	
39.5	149.05	69.5	0.185006 1.25469e-06	0.151033 0.00169559	0.116941 0.00712337	0.0920524 6.67684e-05	0.110953 0.00021077	-0.101161 0.000758242	
40.5	141.727	66.5	0.185417 2.36084e-05	0.149217 0.00681944	0.118453 0.0175034	0.0919818 1.99334e-05	0.0994183 7.44355e-05	-0.0405927 0.00113513	
41.5	136.522	63.5	0.185383 1.99156e-05	0.163651 6.98633e-05	0.0701699 0.000529077	0.09262 3.785e-05	0.102782 9.4929e-06	-0.0497006 0.000661849	
42.5	132.73	61	0.185629 8.42578e-06	0.156492 0.00174808	0.0919092 0.00662261	0.0895366 3.9318e-05	0.101465 0.000735473	-0.0582252 0.0039199	
43.5	123.023	58.5	0.180729 7.28247e-05	0.143757 0.000465976	0.110035 0.000819457	0.0849006 1.55967e-06	0.0854906 3.31864e-05	-0.00278868 0.000482829	
44.5	116.989	56	0.175638 3.04977e-05	0.142519 0.0124963	0.0964655 0.0217805	0.0829977 1.02716e-05	0.0978937 2.91442e-05	-0.0661418 0.000363964	
45.5	115.075	53.5	0.174143 7.64774e-05	0.148932 0.000253194	0.0723299 0.00219128	0.0746558 5.99882e-05	0.0871144 0.000137365	-0.0577293 0.0014087	
46.5	104.584	51	0.170728 0.000169956	0.137281 0.0153508	0.0943438 0.0245815	0.0755333 3.45767e-05	0.0882386 0.000158182	-0.0564052 0.000571325	
47.5	101.361	49	0.169053 5.82894e-05	0.134227 0.000231711	0.0949315 0.000348787	0.0702476 4.84115e-05	0.0828635 0.000277018	-0.0513627 0.00179069	
48.5	94.4421	47	0.170468 8.16117e-05	0.141492 0.000245918	0.0800776 0.000572707	0.0724248 0.000161404	0.0827168 0.00406872	-0.043823 0.0119918	
49.5	89.106	44.5	0.167612 0.000186423	0.13426 0.00290896	0.0917841 0.00738244	0.071403 6.25219e-05	0.0912632 0.000117215	-0.0825483 0.00111115	
50.5	84.7872	42	0.162368 1.55711e-05	0.125886 5.30002e-05	0.0957099 0.000625556	0.066309 5.4344e-05	0.0723595 8.28288e-05	-0.025307 0.00104036	
51.5	79.5671	40	0.164399 1.83807e-05	0.123928 4.8391e-05	0.102861 0.000637982	0.0685844 2.87418e-06	0.0733711 6.43094e-05	-0.0198792 0.000607911	
52.5	77.9255	38.5	0.160232 1.05509e-05	0.134158 0.00176611	0.0668089 0.00529979	0.0573679 9.66521e-05	0.0712393 0.000139109	-0.0560117 8.38546e-05	
53.5	71.4114	37	0.153081 7.18034e-05	0.127293 0.000506666	0.0632579 0.00189542	0.057898 8.83802e-06	0.0744615 8.32286e-05	-0.0644384 0.000386746	
54.5	67.7461	35	0.153403 7.13427e-05	0.12641 0.000447108	0.0669595 0.00167044	0.0601079 8.74534e-05	0.0730378 0.00366143	-0.0504899 0.00839117	
55.5	63.912	33	0.150761 0.000198857	0.118361 0.00609018	0.0813477 0.0111173	0.054618 2.27499e-05	0.0692992 0.000492656	-0.0572101 0.00220577	
56.5	61.0489	31.5	0.140555 0.000166219	0.126207 0.00152166	0.0348324 0.00435556	0.0494934 5.46457e-05	0.0696516 0.000678288	-0.0749078 0.00231623	
57.5	56.6569	30	0.143697 7.7447e-05	0.111495 0.00144453	0.0747996 0.0042417	0.0467323 4.32586e-05	0.0594704 0.000206905	-0.0507324 0.00074958	
58.5	53.6036	28	0.139775 5.57482e-05	0.135582 0.00144113	0.00971318 0.00423411	0.0475182 6.06853e-06	0.060225 6.75151e-05	-0.0491643 0.000329602	
59.5	50.7187	26.5	0.141071 8.23592e-06	0.11704 0.00730383	0.0534848 0.0113635	0.0428002 9.21182e-05	0.0620714 0.000404599	-0.071001 0.00135996	
60.5	47.929	25.5	0.132037 2.08921e-05	0.11925 0.000107785	0.0294306 0.000390608	0.0405059 2.01266e-05	0.0535217 3.45469e-05	-0.0473578 8.34737e-06	
61.5	44.4183	24	0.125125 9.16662e-05	0.110852 0.000208268	0.030987 0.000392594	0.0372787 8.80743e-06	0.0597482 2.85736e-05	-0.0837802 7.93532e-05	
62.5	42.1763	22.5	0.128284 5.42846e-05	0.101471 0.000426618	0.0584345 0.000773942	0.0395213 0.000112038	0.0550966 0.00044652	-0.0543629 0.00137476	
63.5	39.1998	21.5	0.122287 2.80673e-06	0.106001 2.15803e-05	0.03437 0.000305722	0.0344587 2.69453e-06	0.0544306 2.58478e-05	-0.0722665 9.59255e-05	
64.5	36.6897	20.5	0.11451 0.000258683	0.107179 0.00540595	0.0152379 0.00922039	0.032117 1.61821e-05	0.0486177 2.33543e-05	-0.0583434 2.21382e-05	
65.5	34.4989	19	0.114174 0.000136407	0.124523 0.00174601	-0.0216976 0.0039001	0.0318748 1.98676e-07	0.0465004 7.7676e-07	-0.0518441 2.13436e-06	
66.5	32.6626	17.5	0.102938 0.000103215	0.126832 0.000230707	-0.0484823 0.000215213	0.0264525 9.6572e-05	0.04775 0.000590513	-0.0748754 0.00214718	
67.5	29.6637	16.5	0.108815 0.00020646	0.121347 0.000395663	-0.025612 0.000239503	0.0291118 2.38125e-06	0.0413684 2.72494e-05	-0.0478563 0.000141846	
68.5	27.8683	15.5	0.101598 3.35064e-05	0.115917 0.000293123	-0.0282591 0.000631559	0.0254083 1.45976e-05	0.0384939 1.16967e-05	-0.0470287 2.41524e-05	
69.5	26.0877	14.5	0.0914441 0.000213807	0.119544 0.00528712	-0.0540387 0.00696531	0.0220569 8.79495e-05	0.0430361 7.30774e-05	-0.0655605 0.000576881	
70.5	23.9291	13.5	0.0959076 0.00020106	0.133743 0.00185007	-0.0781641 0.00418575	0.021229 5.09119e-06	0.0403341 5.22121e-06	-0.062358 1.89058e-05	
71.5	22.1677	13	0.0915915 0.000247291	0.129235 0.00525595	-0.0739529 0.00846838	0.0211964 1.78261e-05	0.0389947 0.000107127	-0.0562353 0.000270445	
72.5	20.4486	12.5	0.0799496 8.98553e-05	0.110465 0.00310825	-0.0613959 0.00548481	0.0187229 8.01114e-05	0.0327678 0.00071837	-0.0457074 0.00153042	
73.5	19.0906	11.5	0.0770295 0.000352683	0.125981 0.00164617	-0.0986708 0.00289215	0.0183564 0.000276889	0.0354315 0.00121972	-0.0564282 0.00140459	
74.5	17.8762	10.5	0.0592644 0.000415863	0.114895 0.00120616	-0.114312 0.00103932	0.0115648 0.000185493	0.0255933 0.000578217	-0.0365574 0.00107666	
75.5	15.8503	10	0.0769031 0.00221055	0.107981 0.034879	-0.0580122 0.0426448	0.0139502 0.000243126	0.0314733 0.000960023	-0.0532043 0.00197085	
76.5	15.2773	9.5	0.0634568 0.000444765	0.0984285 0.000407629	-0.0740649 0.00374651	0.0114496 0.000475889	0.0222001 0.000983081	-0.036958 0.00173549	
77.5	13.3226	8.5	0.0806351 0.00122241	0.141695 0.00168696	-0.132436 0.00926437	0.0141132 0.000774598	0.0367108 0.00118082	-0.0832495 0.00158597	
78.5	12.7439	8	0.0571201 0.000586531	0.0874031 0.00190854	-0.0562468 0.00168459	0.00951665 0.000809024	0.0274963 0.00182611	-0.0473545 0.00269848	
79.5	11.2422	7.5	0.0528135 0.000122195	0.100614 0.0015898	-0.100099 0.00289487	0.0105001 8.78997e-05	0.0258081 0.000605712	-0.0426858 0.00130742	
80.5	10.0436	7	0.0537492 5.05928e-05	0.109983 0.000515502	-0.107348 0.000832857	0.0110068 1.801e-05	0.0344644 0.000107369	-0.0768755 0.000272323	
81.5	9.27992	6.5	0.0587543 0.000570934	0.0868394 0.000720731	-0.0516261 0.00413978	0.00688061 0.000232371	0.019888 0.000628855	-0.0337335 0.00113549	
82.5	8.33794	6	0.0310717 0.00152363	0.100965 0.00906587	-0.120056 0.0123934	0.00435343 0.000679705	0.0207283 0.00264902	-0.0436378 0.00481709	
83.5	7.50164	5.5	0.0356651 0.000602351	0.0883776 0.00565491	-0.100318 0.00948469	0.00104464 7.42303e-06	0.0087431 0.000308648	-0.021148 0.000668846	
84.5	6.76668	5	0.0405556 0.00207186	0.0935335 0.0151797	-0.0993305 0.020314	0.00720763 3.7524e-05	0.0143637 0.000163933	-0.0237607 0.0003336	
85.5	6.02018	4.5	0.0302799 4.04867e-05	0.0659398 0.0004136	-0.0681691 0.000661932	0.00581614 4.33805e-06	0.0151529 2.75038e-05	-0.0323725 7.45101e-05	
86.5	5.41999	4	0.030958 0.00229812	0.118314 0.0249516	-0.150333 0.0317236	0.00271964 0.00010942	0.0160897 0.00143364	-0.0282606 0.00233019	
87.5	4.70964	4	0.047512 0.00060103	0.0978153 0.00103655	-0.112628 0.00103467	0.00367526 1.90696e-05	0.010189 5.97159e-05	-0.0164557 0.00011185	
88.5	4.23509	4	0.0572802 0.00259959	0.119375 0.0339688	-0.162969 0.0674652	0.00615482 0.000745628	0.0188914 0.00834056	-0.046992 0.0303674	
89.5	3.59383	3.5	0.0301723 8.04214e-06	0.104083 9.82082e-05	-0.133679 0.000146614	0.00371514 4.14891e-06	0.00967159 1.33548e-05	-0.01383 1.98917e-05	
90.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
91.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
93.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
94.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
95.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
96.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
98.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
99.5	nan	0	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
