Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
46.5	104.584	51	0.0222578 0.00086671	 0.0931348 0.00171645	 0.0325828 0.00072772	 0.0173801 0.000432432	 0.00820953 0.000196234	 0.00444596 0.000120905	 
47.5	101.361	49	0.0239606 0.000935597	 0.0954879 0.00316452	 0.0321823 0.00078689	 0.0184192 0.000618938	 0.00876858 0.000629372	 0.00468381 0.000386668	 
48.5	94.4421	47	0.0224643 0.000909601	 0.092985 0.00175452	 0.0316398 0.000741933	 0.0178719 0.00048518	 0.00790287 0.000231546	 0.00446294 0.000120582	 
49.5	89.106	44.5	0.0250289 0.00370313	 0.0907501 0.00169115	 0.0320324 0.000717113	 0.0177832 0.000482945	 0.00770412 0.000176165	 0.00512524 0.000837331	 
50.5	84.7872	42	0.0228541 0.00093757	 0.0911346 0.0017841	 0.0309604 0.000727467	 0.0172543 0.000451503	 0.00762686 0.000184075	 0.0042127 0.000115545	 
51.5	79.5671	40	0.0226411 0.000833498	 0.0938776 0.00189866	 0.0310301 0.000659339	 0.0173693 0.000475825	 0.00775389 0.000180129	 0.00425607 0.00013154	 
52.5	77.9255	38.5	0.0242237 0.000936599	 0.0961137 0.00507779	 0.0351635 0.00566033	 0.0200504 0.00302211	 0.0091103 0.00170143	 0.00496953 0.000873468	 
53.5	71.4114	37	0.022948 0.000836694	 0.0915678 0.00164623	 0.0291628 0.000615828	 0.017203 0.000420709	 0.00749701 0.000176879	 0.00413038 0.00011723	 
54.5	67.7461	35	0.0226657 0.000876245	 0.0907532 0.00167117	 0.0293243 0.000635612	 0.0168458 0.00045913	 0.0070966 0.000171025	 0.00406256 0.000117501	 
55.5	63.912	33	0.0234024 0.000886611	 0.0901901 0.00163087	 0.0278857 0.000636502	 0.016525 0.0004253	 0.00719858 0.000172905	 0.00416774 0.000127723	 
56.5	61.0489	31.5	0.0243145 0.00108682	 0.0885492 0.00179083	 0.0269544 0.000607983	 0.0167224 0.000484079	 0.00684529 0.000175583	 0.00413373 0.000133549	 
57.5	56.6569	30	0.0240841 0.000929516	 0.0902325 0.00183066	 0.0261925 0.000614141	 0.0161329 0.000434992	 0.00665521 0.000171146	 0.00383074 0.000111122	 
58.5	53.6036	28	0.023722 0.000824591	 0.0884607 0.00171582	 0.0260131 0.000607413	 0.0160096 0.00042499	 0.00668697 0.000150888	 0.00391406 0.0001147	 
59.5	50.7187	26.5	0.0229779 0.000833017	 0.091024 0.00162001	 0.0239786 0.000547773	 0.0163046 0.000422433	 0.00649287 0.000159258	 0.00382226 0.00010961	 
60.5	47.929	25.5	0.0225696 0.000833088	 0.0854031 0.0015397	 0.0237123 0.000515907	 0.0156646 0.000375304	 0.00632957 0.000156892	 0.00354417 0.000110892	 
61.5	44.4183	24	0.020526 0.000799727	 0.0858162 0.00171873	 0.0232082 0.000552535	 0.015835 0.00044855	 0.00601281 0.000156615	 0.00357027 0.000107873	 
62.5	42.1763	22.5	0.021446 0.000772032	 0.0850214 0.00166159	 0.0231683 0.00054074	 0.0152819 0.000422533	 0.0057469 0.000150175	 0.00344667 0.000106583	 
63.5	39.1998	21.5	0.0196003 0.000682074	 0.0854698 0.00177816	 0.0212947 0.000518214	 0.0151808 0.000451747	 0.00567735 0.00014894	 0.00339981 0.000121156	 
64.5	36.6897	20.5	0.0202977 0.000666635	 0.0822483 0.00157667	 0.0207469 0.000520471	 0.0149999 0.000397447	 0.00535049 0.000130952	 0.00331641 0.000115092	 
65.5	34.4989	19	0.0189374 0.000588953	 0.0808666 0.00153121	 0.0200622 0.000493689	 0.0146298 0.000393701	 0.00510724 0.000135181	 0.00336508 0.000104609	 
66.5	32.6626	17.5	0.0197331 0.000760804	 0.0788629 0.00160465	 0.018742 0.00046055	 0.0137933 0.000410637	 0.00511335 0.000135246	 0.00309284 0.000101229	 
67.5	29.6637	16.5	0.0184324 0.000674003	 0.0799154 0.00166049	 0.017946 0.000429302	 0.0138992 0.000399127	 0.0050819 0.000140494	 0.00293508 9.28882e-05	 
68.5	27.8683	15.5	0.0175263 0.000647596	 0.0773767 0.00166452	 0.0181144 0.000480824	 0.0136533 0.000416014	 0.00485906 0.000145191	 0.00282982 0.000101778	 
69.5	26.0877	14.5	0.018848 0.00072424	 0.071939 0.00166527	 0.0165248 0.000443746	 0.0126694 0.000404592	 0.00419462 0.000115032	 0.00262452 8.73454e-05	 
70.5	23.9291	13.5	0.0166006 0.00051006	 0.0738063 0.00155814	 0.0161357 0.000447506	 0.0133321 0.000377442	 0.00409657 0.000101622	 0.00262884 8.77212e-05	 
71.5	22.1677	13	0.0160943 0.000556739	 0.0733321 0.00161206	 0.0155352 0.000422561	 0.0124155 0.000370823	 0.00399735 0.000111915	 0.00243721 7.59451e-05	 
72.5	20.4486	12.5	0.015515 0.00056161	 0.0653267 0.00158415	 0.0145792 0.000392163	 0.0105977 0.000353962	 0.00382112 0.000113508	 0.00222696 8.16409e-05	 
73.5	19.0906	11.5	0.0150992 0.000575809	 0.0626304 0.00160934	 0.0144142 0.000419571	 0.0103078 0.000375936	 0.00353931 0.000109257	 0.00201717 7.89164e-05	 
74.5	17.8762	10.5	0.0160276 0.00150329	 0.059365 0.00284286	 0.0130177 0.000726125	 0.0104244 0.000670467	 0.00316426 0.000190268	 0.00213462 0.00016067	 
75.5	15.8503	10	0.0160713 0.00159017	 0.0690442 0.00435167	 0.012837 0.000826801	 0.0106836 0.000942839	 0.0036339 0.000402294	 0.00206789 0.000312397	 
76.5	15.2773	9.5	0.0108259 0.00120742	 0.0504048 0.00436043	 0.0115576 0.00102065	 0.00729453 0.000921899	 0.00273302 0.000280862	 0.00146962 0.000147285	 
77.5	13.3226	8.5	0.0136037 0.00113702	 0.0601603 0.00375612	 0.0115898 0.000756393	 0.00982472 0.000822014	 0.00298884 0.000291029	 0.00177352 0.000138626	 
78.5	12.7439	8	0.0139543 0.00186862	 0.04563 0.00460738	 0.0101111 0.000882739	 0.0073895 0.00104263	 0.00238282 0.000207249	 0.00139908 0.000169812	 
79.5	11.2422	7.5	0.0146761 0.00160057	 0.0420169 0.00493716	 0.00875767 0.000757817	 0.00586619 0.000913867	 0.0018592 0.000157656	 0.00106715 0.000119969	 
80.5	10.0436	7	0.0105783 0.00114883	 0.0459122 0.00405233	 0.00917816 0.000836556	 0.00619389 0.000798518	 0.00178295 0.000149967	 0.00124554 0.000108556	 
81.5	9.27992	6.5	0.0120776 0.00120609	 0.0459099 0.00329242	 0.00837725 0.00065623	 0.00556873 0.000593827	 0.00167035 0.000165092	 0.00115769 8.47155e-05	 
82.5	8.33794	6	0.01047 0.00126825	 0.034219 0.00442327	 0.00652196 0.000710602	 0.0042201 0.000697028	 0.00137616 0.000137485	 0.000961228 8.80671e-05	 
83.5	7.50164	5.5	0.00958606 0.00116511	 0.0378312 0.00491011	 0.00564151 0.000668465	 0.00466301 0.000741314	 0.00111013 0.000134085	 0.00086332 0.000100551	 
84.5	6.76668	5	0.00962074 0.000981964	 0.0342753 0.00423994	 0.00523756 0.000567053	 0.00373737 0.000687718	 0.00119414 0.000227269	 0.000786869 9.49919e-05	 
85.5	6.02018	4.5	0.0105734 0.0011291	 0.0264331 0.00332354	 0.00515608 0.000734308	 0.00263599 0.000375942	 0.000987391 0.00016639	 0.000682474 6.24461e-05	 
86.5	5.41999	4	0.00587444 0.00068972	 0.027527 0.00408376	 0.0039856 0.000839685	 0.00274144 0.00043921	 0.000787998 0.00017217	 0.000686843 0.00013144	 
87.5	4.70964	4	0.00967724 0.00141603	 0.0321161 0.00404695	 0.00370067 0.000388934	 0.00256729 0.000450191	 0.000627799 7.03069e-05	 0.000588661 6.71886e-05	 
88.5	4.23509	4	0.0053719 0.000722072	 0.025699 0.00382667	 0.00320612 0.000607148	 0.0019031 0.000445746	 0.000417147 4.18398e-05	 0.000466672 8.24733e-05	 
89.5	3.59383	3.5	0.00495467 0.000730628	 0.022369 0.00348758	 0.00250875 0.000453302	 0.00096075 0.000169651	 0.000369772 6.18091e-05	 0.000326412 4.92951e-05	 
90.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
91.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
92.5	nan	2.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
93.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
94.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
95.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
96.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
97.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
98.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
99.5	nan	0	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
