Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
23.5	297.429	125.5	0.212418 3.51019e-05	0.196941 0.000200785	0.0857737 0.00230598	0.126736 2.01207e-05	0.138183 0.00183818	-0.0979801 0.0139673	
24.5	286.387	121	0.209164 6.15633e-05	0.181989 0.00724731	0.142797 0.0282015	0.127993 0.000177391	0.131978 0.000290037	-0.0367177 0.00617766	
25.5	273.603	117	0.209406 1.32894e-05	0.186204 2.45314e-05	0.117811 0.000702508	0.122943 2.59822e-05	0.133991 0.00420276	-0.0893659 0.0232266	
26.5	262.438	113	0.207739 6.18137e-05	0.184258 0.00785901	0.113763 0.0265915	0.124785 3.33404e-05	0.138783 0.000339432	-0.101632 0.00385164	
27.5	252.173	109	0.205411 0.000125261	0.189292 0.000654995	0.0793744 0.00448694	0.120007 7.43849e-05	0.126513 0.000451156	-0.0459343 0.00417719	
28.5	242.589	105	0.20309 6.70296e-05	0.179693 0.00572589	0.107589 0.0218242	0.122489 4.55665e-05	0.116523 0.000133977	0.0407764 0.000955136	
29.5	231.923	101.5	0.205165 0.000231825	0.177391 0.0413016	0.126502 0.0806189	0.112469 1.26815e-05	0.129582 2.14355e-05	-0.109975 5.34039e-05	
30.5	222.427	98	0.20025 6.61204e-05	0.176912 0.00111105	0.0994663 0.00679055	0.11426 0.000190677	0.126281 0.00427878	-0.0786845 0.0206884	
31.5	211.958	94.5	0.199215 9.05128e-05	0.179368 0.000373882	0.0859261 0.00146222	0.111089 2.84571e-05	0.11398 0.00237806	-0.0180153 0.0124722	
32.5	201.846	91	0.195953 1.91566e-05	0.171102 9.50636e-05	0.100369 0.000310445	0.108141 2.95721e-05	0.10759 0.000318829	0.00361922 0.00303855	
33.5	192.966	87.5	0.19725 0.000171786	0.166422 0.000852158	0.122883 0.00434165	0.113491 8.12997e-05	0.120625 0.000276322	-0.0420379 0.00167921	
34.5	184.593	84.5	0.198786 4.67948e-05	0.178074 0.000510871	0.0798912 0.00341874	0.107645 0.000103176	0.109033 0.000368807	-0.00830324 0.00406855	
35.5	176.278	81	0.192323 7.22315e-05	0.161756 0.00103273	0.116196 0.00622865	0.104035 2.28983e-05	0.11092 9.32701e-05	-0.0486123 0.000518944	
36.5	168.46	77.5	0.18937 0.000135977	0.166231 2.78606e-06	0.0815117 0.00224312	0.0978608 0.00020528	0.1044 0.00061086	-0.0403553 0.00583227	
37.5	161.166	74.5	0.187351 4.89393e-05	0.156776 0.000242628	0.10723 0.00179204	0.100504 6.09427e-05	0.0998684 0.00153641	0.00355166 0.00871413	
38.5	154.51	71.5	0.185135 7.33072e-05	0.162254 0.014559	0.0774996 0.0309501	0.0955474 3.20355e-06	0.108069 1.45007e-05	-0.0738012 6.47288e-05	
39.5	145.483	69	0.185312 7.31448e-05	0.161541 0.0112964	0.0763584 0.0250229	0.0895237 1.59207e-05	0.0947479 6.40546e-05	-0.0265367 0.000341285	
40.5	139.238	66.5	0.184093 0.000105853	0.158662 0.00225294	0.0804301 0.00874892	0.0879945 0.0001045	0.100837 0.000104288	-0.0678895 0.000504902	
41.5	132.208	63.5	0.180615 7.35756e-05	0.155569 0.000421711	0.0829912 0.00227034	0.0900365 6.2302e-05	0.0977463 0.000386717	-0.0371346 0.00297514	
42.5	125.499	61	0.179872 4.42406e-05	0.154765 0.00179381	0.0788662 0.00702523	0.0883226 7.37749e-05	0.0947023 2.16708e-05	-0.0331952 0.00126595	
43.5	118.882	58.5	0.179941 0.000119805	0.144113 0.00490405	0.114364 0.0143287	0.0881938 9.43494e-06	0.0901887 3.97725e-05	-0.00929083 0.000150884	
44.5	114.066	56	0.178156 2.85654e-05	0.148924 0.00460234	0.0859837 0.0120525	0.0859353 0.000140776	0.0963402 9.77025e-05	-0.0507678 0.000990153	
45.5	108.596	53.5	0.17276 0.000117126	0.145339 0.00584849	0.0780465 0.0144599	0.0820618 1.96771e-05	0.0862796 7.35662e-05	-0.0195863 0.000261979	
46.5	102.64	51	0.17128 3.61395e-05	0.152031 0.000903829	0.0544751 0.00442568	0.0744288 7.11492e-05	0.0971798 3.11766e-05	-0.0956313 0.000872202	
47.5	97.3422	49	0.174272 2.82122e-05	0.140634 0.000310186	0.0916845 0.00204959	0.0756892 9.25879e-05	0.0870439 0.000900613	-0.04788 0.00419669	
48.5	92.088	47	0.166419 9.81137e-06	0.135335 0.00111546	0.0887797 0.00488365	0.0768567 0.000103806	0.0859052 0.000322821	-0.0382613 0.000672124	
49.5	87.3387	44.5	0.164071 5.33626e-05	0.140375 0.00186053	0.0636529 0.0061275	0.0695107 2.52279e-05	0.0708496 0.000233898	-0.0058407 0.00150958	
50.5	82.2462	42	0.16547 0.000218334	0.133431 0.0118324	0.0854003 0.022562	0.0720929 1.68583e-05	0.0803569 8.55808e-05	-0.0379663 0.000360412	
51.5	77.8462	40	0.164273 0.000293592	0.127359 0.0135185	0.0957655 0.0243225	0.0714367 1.74973e-05	0.0794311 8.86759e-05	-0.0354811 0.000373878	
52.5	74.3433	38.5	0.161545 0.000242617	0.121383 0.0205161	0.100857 0.0307339	0.0591344 4.92525e-05	0.0758228 0.000137956	-0.0717195 0.000325403	
53.5	69.0215	37	0.159146 4.98227e-05	0.116181 0.000256472	0.103725 0.000618622	0.0625509 7.69749e-05	0.0776845 0.000472698	-0.060862 0.00246578	
54.5	65.275	35	0.154869 1.52038e-05	0.121029 0.00473586	0.0869948 0.0113529	0.057373 0.000161772	0.0698 0.000685353	-0.0538565 0.00284521	
55.5	62.4713	33	0.148137 6.21141e-06	0.123012 0.0106223	0.058631 0.0170985	0.0587187 5.43673e-05	0.0688618 0.000204529	-0.0437773 0.000621574	
56.5	59.0788	31.5	0.150917 9.37865e-05	0.107824 0.00462368	0.103385 0.0104327	0.0536169 5.0374e-05	0.0601674 0.00038952	-0.0250081 0.00177777	
57.5	55.3758	30	0.145169 0.000144276	0.126721 0.00242619	0.0450731 0.00659091	0.052952 3.0443e-05	0.0675178 0.000153874	-0.0577299 0.000527118	
58.5	51.6647	28.5	0.142989 1.92732e-05	0.131701 0.000367975	0.0262805 0.00192066	0.0502238 5.76502e-05	0.0622599 0.000416579	-0.0488408 0.00220795	
59.5	49.2807	27	0.138054 1.20425e-05	0.108549 0.000112013	0.0659492 0.00021408	0.0448145 0.000155134	0.0543131 0.000365606	-0.0366195 0.00214144	
60.5	46.3367	25.5	0.130772 4.72519e-05	0.126171 0.000338868	0.0102428 0.00108843	0.0431071 2.80186e-06	0.0593523 4.00329e-05	-0.0618367 0.000206059	
61.5	43.5407	24	0.131086 7.88736e-05	0.115567 0.000603444	0.0339683 0.00192329	0.0392776 7.59776e-05	0.0497632 0.000136836	-0.0379219 3.32589e-05	
62.5	40.6548	22.5	0.129918 5.89181e-05	0.123418 0.00127703	0.0139757 0.00357189	0.0416649 1.24374e-05	0.0576005 4.911e-05	-0.0605224 0.000386058	
63.5	37.8826	21.5	0.122679 1.80124e-05	0.135354 8.49316e-05	-0.0275972 0.000691921	0.0355065 6.41979e-05	0.0581964 4.82763e-05	-0.091736 0.000179634	
64.5	35.7706	20.5	0.127586 8.74821e-05	0.126721 0.00159513	0.00172912 0.00404439	0.0336625 0.000157398	0.0544949 0.00161603	-0.0769868 0.00357726	
65.5	34.0261	19	0.112945 0.000159338	0.112382 0.000164542	0.00114421 0.000806155	0.0296434 6.43276e-05	0.0513045 6.87525e-05	-0.0750011 5.44512e-05	
66.5	31.9111	17.5	0.102639 2.82831e-05	0.10913 0.000620283	-0.0129088 0.00212687	0.0253641 2.28327e-06	0.0461673 5.25448e-06	-0.0673903 1.39364e-05	
67.5	29.4283	16.5	0.108715 1.83922e-05	0.11279 0.000154068	-0.00827393 0.000346885	0.0285724 3.85051e-05	0.0465624 7.7636e-05	-0.0618098 0.00013134	
68.5	28.0882	15.5	0.0960322 0.000302672	0.118872 0.00177607	-0.0461729 0.00355898	0.0207459 0.000325527	0.0398904 0.00407132	-0.0635448 0.0053373	
69.5	26.2583	14.5	0.093423 0.0006164	0.118154 0.00395178	-0.0486295 0.00537369	0.0194306 0.000211468	0.0348456 0.000508679	-0.0514221 0.00106648	
70.5	23.9855	13.5	0.0934167 0.000104804	0.117428 0.00150517	-0.0484649 0.0034499	0.0194621 3.78671e-05	0.0381814 3.44451e-05	-0.057776 3.6791e-06	
71.5	22.2321	13	0.0865089 0.000564612	0.126125 0.00883703	-0.0775732 0.00803278	0.018977 9.79708e-05	0.0373119 0.000346741	-0.0599877 0.000876783	
72.5	20.7965	12.5	0.0815939 4.6023e-05	0.116789 0.000603848	-0.0676888 0.00177616	0.0182137 0.000166448	0.0332805 0.000279861	-0.0468876 0.000284535	
73.5	19.2497	11.5	0.0710411 0.000120363	0.111868 0.000947451	-0.0765352 0.00235348	0.0163762 0.000105174	0.0331865 0.00019106	-0.0522158 0.000913048	
74.5	17.3617	10.5	0.0665311 4.91693e-05	0.123279 0.000545105	-0.103642 0.000902504	0.0128104 3.08724e-06	0.0265111 1.34023e-05	-0.0415694 2.93385e-05	
75.5	15.9991	10	0.0687763 0.000193881	0.113415 0.00399057	-0.0845775 0.00554705	0.0150383 2.235e-06	0.0329817 7.04404e-06	-0.0539914 1.60267e-05	
76.5	14.6318	9.5	0.070023 3.84443e-05	0.119172 0.0001639	-0.0968078 0.000655976	0.0165631 4.54648e-05	0.0305944 9.08157e-05	-0.0498911 0.000175068	
77.5	13.3865	8.5	0.0553982 0.000283502	0.108815 0.000292899	-0.0998671 0.000278672	0.0120906 1.76635e-05	0.0275692 3.56695e-05	-0.0460981 7.2047e-05	
78.5	12.2447	8	0.0549962 0.000404842	0.0990605 0.00384059	-0.083604 0.00426858	0.0115091 5.79166e-06	0.0277786 1.71462e-05	-0.0485265 3.78861e-05	
79.5	11.1686	7.5	0.0533342 0.000288376	0.100282 0.00317353	-0.088805 0.0053958	0.0114813 1.17081e-05	0.0286048 0.00026604	-0.0471176 0.000690714	
80.5	10.1474	7	0.0508745 1.61367e-05	0.0960015 0.000147338	-0.0891306 0.000246242	0.0102478 2.62561e-05	0.0249342 0.0001192	-0.0429736 0.000250177	
81.5	9.21518	6.5	0.0458332 0.000474919	0.0989768 0.00131774	-0.0988006 0.00314739	0.00982733 2.42183e-05	0.0193104 2.04516e-05	-0.0297486 4.83927e-06	
82.5	8.25962	6	0.0468041 0.000193716	0.1032 0.00118959	-0.106602 0.00215467	0.00777023 7.37327e-05	0.0182261 0.00150773	-0.0283244 0.00260481	
83.5	7.45596	5.5	0.0461458 4.30482e-07	0.110447 0.000363219	-0.121938 0.000698232	0.00711 2.67527e-05	0.0217881 7.25478e-05	-0.0392132 0.000142246	
84.5	6.77315	5	0.0366358 5.52186e-05	0.0830225 9.59762e-05	-0.0882128 0.000113445	0.00721355 1.11318e-05	0.0179996 3.31466e-05	-0.0317441 6.87047e-05	
85.5	5.97093	4.5	0.0384931 3.04948e-06	0.0931758 2.6755e-05	-0.0978076 4.06396e-05	0.00586937 1.0321e-06	0.0177009 4.23403e-06	-0.0334563 8.68491e-06	
86.5	5.31518	4	0.0387817 2.47257e-05	0.0944231 0.000102963	-0.10502 0.000192309	0.00438084 9.21448e-06	0.0153609 1.74959e-05	-0.028927 3.35799e-05	
87.5	4.7353	4	0.037216 2.15675e-05	0.0962649 0.000168496	-0.11438 0.000268329	0.00459614 8.73717e-06	0.0156787 4.93499e-05	-0.0274117 9.33342e-05	
88.5	4.15899	4	0.0392404 1.36154e-11	0.099495 6.00802e-11	-0.121976 9.76495e-11	0.00479461 2.37844e-11	0.0120133 7.17201e-11	-0.0194199 1.28943e-10	
89.5	3.6087	3.5	0.0343957 8.09944e-05	0.0899312 6.69711e-05	-0.107293 0.000221079	0.00317248 4.42709e-05	0.0110929 0.000103133	-0.0215115 0.000193421	
90.5	3.40377	3	0.0346172 5.52217e-08	0.125343 5.31019e-07	-0.230343 1.09895e-06	0.00313943 3.0431e-09	0.0378028 3.62003e-08	-0.0803623 7.70014e-08	
91.5	nan	3	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
92.5	nan	2.5	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
93.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
94.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
95.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
96.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
97.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
98.5	nan	2	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
99.5	nan	0	nan nan	nan nan	nan nan	nan nan	nan nan	nan nan	
