Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
14.5	426.237	168.5	0.0142002 0.000499175	 0.0621683 0.00125492	 0.0350941 0.000849327	 0.0178255 0.00041011	 0.0083283 0.000228202	 0.00472572 0.000128926	 
15.5	412.475	163.5	0.0152954 0.000569866	 0.0662508 0.00133065	 0.0349697 0.000845992	 0.0181795 0.000397524	 0.00904616 0.000213048	 0.00467039 0.000121511	 
16.5	393.471	158.5	0.0140905 0.00050094	 0.0644014 0.00134721	 0.0351301 0.000841194	 0.0182534 0.00042612	 0.00841311 0.000217288	 0.00454067 0.000109467	 
17.5	380.615	153.5	0.0151721 0.000621757	 0.0667589 0.00153153	 0.0350708 0.000839353	 0.0174291 0.000455255	 0.00855984 0.000241599	 0.00472657 0.000131706	 
18.5	366.356	148.5	0.0141642 0.000560372	 0.0685233 0.00145072	 0.0366203 0.000918212	 0.0181548 0.000443632	 0.0090663 0.000234732	 0.00492229 0.000130169	 
19.5	350.899	143.5	0.0164809 0.00056866	 0.0715047 0.00150086	 0.0354263 0.00091638	 0.0179961 0.000417739	 0.00909451 0.000248072	 0.0049385 0.000126583	 
20.5	338.462	139	0.0166523 0.000669409	 0.073407 0.00164122	 0.0361575 0.000915312	 0.0190378 0.0004847	 0.00858559 0.000247734	 0.00489002 0.000120396	 
21.5	322.186	134.5	0.0151783 0.000551133	 0.0759207 0.00167577	 0.0368148 0.000851052	 0.0185844 0.000427924	 0.00888158 0.000238177	 0.0048074 0.000138648	 
22.5	310.932	130	0.0160174 0.000701357	 0.075664 0.00151192	 0.0359891 0.000890752	 0.0183342 0.0004545	 0.0087231 0.000222904	 0.0047608 0.00011496	 
23.5	297.429	125.5	0.0152111 0.000523333	 0.077499 0.00156368	 0.0362244 0.000856732	 0.0177261 0.000395663	 0.0089763 0.000233612	 0.00474677 0.000125179	 
24.5	286.387	121	0.0159796 0.000603502	 0.0786145 0.00159623	 0.0354107 0.000809072	 0.0174383 0.000419938	 0.00875488 0.000199108	 0.00471801 0.000125705	 
25.5	273.603	117	0.0168509 0.000663995	 0.0804137 0.00169143	 0.0351686 0.000833683	 0.0183691 0.000430049	 0.00889297 0.000207115	 0.00502454 0.000139971	 
26.5	262.438	113	0.0169449 0.000603466	 0.0803239 0.00164154	 0.0368621 0.000838043	 0.0185813 0.000459596	 0.00888528 0.000222945	 0.00485069 0.000128496	 
27.5	252.173	109	0.0175696 0.000685564	 0.0794633 0.00166423	 0.0363792 0.000929331	 0.0186792 0.000490905	 0.00936362 0.000259404	 0.00495879 0.000139645	 
28.5	242.589	105	0.0188009 0.000879978	 0.08076 0.00173805	 0.0371819 0.00102744	 0.0183583 0.000460922	 0.00887914 0.000228324	 0.00501 0.000151741	 
29.5	231.923	101.5	0.0175341 0.000633316	 0.0822154 0.00180824	 0.0356932 0.00079446	 0.0182713 0.000464123	 0.00908864 0.000237741	 0.00481671 0.000125501	 
30.5	222.427	98	0.0198972 0.000720543	 0.0850296 0.00165446	 0.0369935 0.000884374	 0.0179034 0.000433216	 0.0094331 0.000244046	 0.00487842 0.000130231	 
31.5	211.958	94.5	0.0188293 0.000777873	 0.0824194 0.00164221	 0.036764 0.000874068	 0.0181291 0.000433574	 0.00896576 0.000226271	 0.00479759 0.000127873	 
32.5	201.846	91	0.0184898 0.000631682	 0.0832378 0.00172612	 0.0357362 0.000832575	 0.0178809 0.000411254	 0.00881158 0.000213066	 0.00454365 0.000114927	 
33.5	192.966	87.5	0.0193054 0.000741804	 0.0867645 0.00181227	 0.037615 0.000931364	 0.0182831 0.000443081	 0.00890874 0.000236243	 0.0049559 0.000136661	 
34.5	184.593	84.5	0.0195754 0.000842847	 0.0876621 0.00181595	 0.0368851 0.00100356	 0.0180532 0.000427196	 0.00905397 0.000243962	 0.00459341 0.000114906	 
35.5	176.278	81	0.0191527 0.000772724	 0.0868019 0.00181396	 0.0343705 0.000856651	 0.0180141 0.000464787	 0.00844718 0.000225176	 0.00452744 0.000118603	 
36.5	168.46	77.5	0.0194474 0.000844947	 0.0871388 0.00193627	 0.0352853 0.000846737	 0.0177171 0.000473054	 0.00862235 0.000247053	 0.00443634 0.000130326	 
37.5	161.166	74.5	0.0192847 0.000781192	 0.0875108 0.00190152	 0.0365436 0.000971637	 0.0179422 0.000497534	 0.00888972 0.000259001	 0.00474008 0.000125673	 
38.5	154.51	71.5	0.0206613 0.000859852	 0.0893777 0.00178787	 0.0349522 0.000804871	 0.0181648 0.00046129	 0.00906151 0.000237675	 0.00495033 0.000139146	 
39.5	145.483	69	0.0206428 0.000718933	 0.0923874 0.00179364	 0.0351702 0.000875357	 0.0180664 0.000448165	 0.00930827 0.000241824	 0.00471946 0.000133079	 
40.5	139.238	66.5	0.0204491 0.000752361	 0.0920364 0.00183353	 0.0333744 0.000851292	 0.0174914 0.000464363	 0.0088452 0.000251688	 0.00462398 0.000124119	 
41.5	132.208	63.5	0.0205166 0.000867297	 0.0877628 0.00180291	 0.036005 0.000866773	 0.0170335 0.000465326	 0.00854983 0.00024111	 0.00460941 0.000149309	 
42.5	125.499	61	0.0207815 0.000847124	 0.0906989 0.00179521	 0.0346396 0.000754505	 0.0174469 0.000432059	 0.00836655 0.000217968	 0.00440434 0.000128737	 
43.5	118.882	58.5	0.0198802 0.00081085	 0.0892045 0.00195445	 0.0349791 0.000862961	 0.0166524 0.000470989	 0.00796748 0.000216418	 0.00440063 0.000130506	 
44.5	114.066	56	0.0209586 0.000919146	 0.0928819 0.00197836	 0.0352281 0.000799291	 0.0181019 0.000520731	 0.00890223 0.000255396	 0.00458889 0.000151435	 
45.5	108.596	53.5	0.0214806 0.000817995	 0.0906534 0.00192634	 0.0335654 0.000803756	 0.0172324 0.00046998	 0.00813314 0.000206373	 0.00438665 0.000133545	 
46.5	102.64	51	0.0213115 0.000934425	 0.0910521 0.00195233	 0.033497 0.000815926	 0.0173676 0.000505796	 0.00848582 0.000228186	 0.00446903 0.00014779	 
47.5	97.3422	49	0.0219566 0.000834867	 0.0936725 0.00208471	 0.0331485 0.000805494	 0.0177876 0.000513911	 0.00808352 0.000204881	 0.00450289 0.000138009	 
48.5	92.088	47	0.0202066 0.000730903	 0.0887169 0.00185205	 0.0343245 0.000812418	 0.0166638 0.000453754	 0.00816025 0.000199381	 0.00408293 0.000103507	 
49.5	87.3387	44.5	0.0206596 0.000798931	 0.0906667 0.00191539	 0.0310444 0.000783186	 0.016709 0.000476261	 0.00752404 0.00020717	 0.00405045 0.000122789	 
50.5	82.2462	42	0.0228099 0.000878095	 0.0926707 0.00180233	 0.0313581 0.000755035	 0.0173302 0.000470347	 0.00767997 0.000194354	 0.00440303 0.000141143	 
51.5	77.8462	40	0.0220562 0.000978455	 0.0920982 0.00206816	 0.0310723 0.000816781	 0.0179303 0.000594019	 0.00776789 0.000213617	 0.00418331 0.00014699	 
52.5	74.3433	38.5	0.0223773 0.000900767	 0.0944184 0.00200785	 0.0278139 0.000728569	 0.0183714 0.000592625	 0.00748875 0.000202358	 0.00424121 0.000148493	 
53.5	69.0215	37	0.0202528 0.000780407	 0.0944784 0.0019704	 0.0288589 0.000644136	 0.0174857 0.000507546	 0.00737566 0.000198435	 0.00419736 0.000131325	 
54.5	65.275	35	0.0203287 0.000788608	 0.0910248 0.00192807	 0.0276674 0.000683155	 0.0169916 0.000500141	 0.00718222 0.000194847	 0.00393215 0.000140006	 
55.5	62.4713	33	0.0239966 0.000965227	 0.0909704 0.00196324	 0.0282196 0.00072747	 0.0159987 0.000524003	 0.0071713 0.000192086	 0.00378017 0.000130398	 
56.5	59.0788	31.5	0.0237567 0.000972985	 0.0907527 0.00208347	 0.0272294 0.000750518	 0.0172381 0.0005299	 0.0066593 0.000173007	 0.00409007 0.000145442	 
57.5	55.3758	30	0.0213909 0.000749908	 0.0890801 0.00172959	 0.0263305 0.000667564	 0.0162081 0.000464461	 0.00665532 0.000175598	 0.00377376 0.000130002	 
58.5	51.6647	28.5	0.0201055 0.000718579	 0.0879529 0.00179604	 0.0258064 0.000652081	 0.0158885 0.000497831	 0.00648678 0.000163138	 0.00367506 0.000135967	 
59.5	49.2807	27	0.0219332 0.000811903	 0.0882953 0.00189807	 0.0242616 0.000616905	 0.0162197 0.000515442	 0.00645237 0.00017092	 0.00357385 0.000132338	 
60.5	46.3367	25.5	0.0217684 0.000810049	 0.0861946 0.00180238	 0.0244996 0.000593351	 0.0154073 0.000495367	 0.00624331 0.000178303	 0.00368302 0.000127045	 
61.5	43.5407	24	0.0219406 0.000790044	 0.0862644 0.00178743	 0.0225282 0.000551965	 0.0149685 0.000443211	 0.00592827 0.000154797	 0.00346338 0.000118795	 
62.5	40.6548	22.5	0.0197541 0.000751573	 0.0868146 0.00183112	 0.0226798 0.000600149	 0.0155062 0.00045835	 0.0059482 0.000159518	 0.00341934 0.00010765	 
63.5	37.8826	21.5	0.0200702 0.000785997	 0.0828884 0.00170896	 0.0212331 0.000535603	 0.0149863 0.00046833	 0.00549947 0.00015401	 0.00322435 0.000117148	 
64.5	35.7706	20.5	0.0204685 0.000873881	 0.0911092 0.00183858	 0.0203337 0.000531199	 0.0157819 0.000487622	 0.00562729 0.000170567	 0.00338503 0.000121877	 
65.5	34.0261	19	0.0194403 0.000842113	 0.0834016 0.00188899	 0.0198843 0.000541115	 0.0141681 0.000501922	 0.00517501 0.000158869	 0.00310415 0.000112927	 
66.5	31.9111	17.5	0.0190408 0.000860525	 0.0796788 0.00190884	 0.019784 0.000618094	 0.0142336 0.000429515	 0.00486218 0.000146384	 0.00304964 0.000105687	 
67.5	29.4283	16.5	0.017688 0.000712864	 0.0804361 0.00189663	 0.018082 0.000535955	 0.0140615 0.00049481	 0.00461216 0.000149637	 0.00302042 0.000113431	 
68.5	28.0882	15.5	0.0191952 0.000759515	 0.0747488 0.00176373	 0.0173282 0.000478307	 0.0136303 0.000432959	 0.00474284 0.000141816	 0.00281142 9.05605e-05	 
69.5	26.2583	14.5	0.0185409 0.000738442	 0.072631 0.00176918	 0.0162201 0.000502254	 0.0124437 0.000437695	 0.00434477 0.000139973	 0.00263679 9.52472e-05	 
70.5	23.9855	13.5	0.0167927 0.00067097	 0.073402 0.00169997	 0.0158573 0.000460281	 0.0127354 0.000401759	 0.00420448 0.00012048	 0.00254142 8.93834e-05	 
71.5	22.2321	13	0.0170327 0.000656897	 0.0700405 0.00175297	 0.0153446 0.000460774	 0.0120104 0.000425222	 0.00395878 0.000117118	 0.00245385 9.49237e-05	 
72.5	20.7965	12.5	0.0161442 0.000653534	 0.0672655 0.00175212	 0.0138564 0.000449296	 0.0112202 0.000389123	 0.00366257 0.000129254	 0.00216206 8.18115e-05	 
73.5	19.2497	11.5	0.0157055 0.000614351	 0.063013 0.00173545	 0.0138242 0.000462427	 0.0103913 0.000380022	 0.00328184 0.000102691	 0.00203051 7.56537e-05	 
74.5	17.3617	10.5	0.0152176 0.00067687	 0.0607089 0.00175588	 0.0128405 0.000428655	 0.00974443 0.000366768	 0.00314249 0.00012238	 0.00187179 6.95675e-05	 
75.5	15.9991	10	0.0144094 0.000598733	 0.0599506 0.0017927	 0.0125736 0.000439985	 0.0100432 0.00037129	 0.00305079 0.000116111	 0.0018527 6.99681e-05	 
76.5	14.6318	9.5	0.0136636 0.000574643	 0.0565103 0.00169903	 0.0111993 0.000357258	 0.00890523 0.000384534	 0.00269335 0.000108181	 0.00168231 6.76857e-05	 
77.5	13.3865	8.5	0.0133287 0.00050836	 0.051402 0.00163711	 0.0106332 0.00034746	 0.00792259 0.000332976	 0.00250204 9.55273e-05	 0.00160225 6.3428e-05	 
78.5	12.2447	8	0.0134835 0.000636824	 0.0502782 0.00175674	 0.0103471 0.000363318	 0.00760881 0.000346112	 0.00231729 8.55309e-05	 0.00139202 5.57712e-05	 
79.5	11.1686	7.5	0.0133589 0.000540076	 0.0488704 0.00165811	 0.00975921 0.000334959	 0.00691288 0.000268107	 0.00217662 8.79894e-05	 0.00130778 4.86632e-05	 
80.5	10.1474	7	0.0138171 0.000631975	 0.042897 0.00164457	 0.00876699 0.000320861	 0.00596514 0.000301699	 0.0018381 9.21781e-05	 0.00121867 5.55499e-05	 
81.5	9.21518	6.5	0.0118219 0.000616455	 0.0399416 0.00165461	 0.00795882 0.000323192	 0.00541761 0.000282938	 0.0017297 8.04471e-05	 0.00111285 5.29846e-05	 
82.5	8.25962	6	0.0113832 0.000517377	 0.0392289 0.00164281	 0.00725323 0.000337325	 0.00480637 0.000261414	 0.00147881 7.34129e-05	 0.000994668 4.08367e-05	 
83.5	7.45596	5.5	0.0099046 0.000499268	 0.0383674 0.00161501	 0.006776 0.00030771	 0.00457709 0.000248335	 0.00126901 6.03103e-05	 0.000957743 4.56952e-05	 
84.5	6.77315	5	0.0112918 0.000541115	 0.0306481 0.00152722	 0.00580262 0.000295515	 0.00332121 0.000183457	 0.00113878 6.05647e-05	 0.000740112 3.20844e-05	 
85.5	5.97093	4.5	0.00924143 0.000497014	 0.0307007 0.00155955	 0.00531394 0.000300588	 0.00278989 0.000178811	 0.000854843 4.80383e-05	 0.000659971 2.94833e-05	 
86.5	5.31518	4	0.00950279 0.000445799	 0.0302224 0.00149458	 0.00433913 0.000207195	 0.00260994 0.000162211	 0.000800339 4.45926e-05	 0.000637322 2.99444e-05	 
87.5	4.7353	4	0.00794832 0.000419192	 0.0262099 0.00144074	 0.00388124 0.000236833	 0.00189112 0.000140982	 0.000615476 3.16977e-05	 0.000507468 2.70538e-05	 
88.5	4.15899	4	0.00779846 0.000445053	 0.0248663 0.00146876	 0.00309192 0.000196817	 0.00181121 0.000147274	 0.000503121 2.74878e-05	 0.000487657 2.83476e-05	 
89.5	3.6087	3.5	0.00666956 0.000406339	 0.022102 0.00120667	 0.00275761 0.000173542	 0.00111655 8.39036e-05	 0.000410785 2.24394e-05	 0.000372387 2.14207e-05	 
90.5	3.40377	3	0.00662384 0.00357441	 0.0175474 0.00816342	 0.00290207 0.00107059	 0.000886633 0.000515582	 0.000273209 0.000136621	 0.000375987 0.000210182	 
91.5	nan	3	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
92.5	nan	2.5	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
93.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
94.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
95.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
96.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
97.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
98.5	nan	2	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
99.5	nan	0	nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 nan nan	 
