Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
31.5	30.4941	14	0.143798 6.22314e-05	0.129445 0.000518427	0.0399747 0.00242291	0.0433227 6.85575e-05	0.0518357 0.000255565	-0.0400086 0.00110143	
32.5	30.1793	14	0.128949 0.000102825	0.135523 8.47658e-05	-0.0193413 0.00102178	0.0426577 4.97258e-05	0.047113 0.000145597	-0.0201204 0.000374481	
33.5	29.0503	13.5	0.123096 0.000194857	0.144966 0.0015115	-0.0617022 0.00545896	0.0362376 5.98536e-05	0.0504222 0.000112639	-0.0624274 0.000178344	
34.5	27.8261	13	0.128321 0.000114564	0.108924 0.000753513	0.0542998 0.00292098	0.0356963 3.817e-05	0.0473688 0.000168866	-0.051231 0.000584155	
35.5	26.7579	13	0.120127 5.84299e-05	0.120357 0.00118141	-0.000605434 0.00410695	0.0373706 5.6086e-05	0.0522224 8.52753e-05	-0.0637999 3.8876e-06	
36.5	26.4897	12.5	0.1235 0.000112806	0.117809 0.000172731	0.014973 0.000683598	0.0346763 0.000213533	0.0467356 4.47317e-05	-0.0518647 0.000981202	
37.5	25.2359	12	0.117393 0.000129764	0.113319 0.00269216	0.0108202 0.00685385	0.034405 5.4076e-05	0.0494264 0.000129936	-0.0669479 0.00113092	
38.5	24.6094	12	0.117027 7.21315e-06	0.118583 0.000125017	-0.00405184 0.00079479	0.0343427 6.7463e-05	0.0479722 0.000612471	-0.0594228 0.00278081	
39.5	23.2719	11.5	0.119729 8.09571e-05	0.132942 0.000227986	-0.0339631 1.64991e-05	0.0351372 0.000106756	0.0501473 0.00019379	-0.0648713 0.000338392	
40.5	22.2961	11	0.119651 0.000103963	0.124566 0.000590205	-0.0129027 0.00278676	0.0333897 3.64395e-05	0.0473705 2.28079e-05	-0.0644695 0.000144458	
41.5	21.6989	11	0.107453 0.000181482	0.136999 0.000919666	-0.0736612 0.00364627	0.0311384 3.62373e-06	0.0470918 2.78989e-05	-0.0578643 9.00692e-05	
42.5	21.0923	10.5	0.113526 3.65777e-05	0.117213 0.00140207	-0.00894257 0.00443491	0.0314075 8.98076e-05	0.0415935 0.000270995	-0.0492647 0.000863227	
43.5	20.4551	10	0.106544 8.9689e-06	0.12827 5.19995e-05	-0.0556732 0.000109663	0.0323647 9.27847e-06	0.0411525 4.21448e-05	-0.0409359 0.000146687	
44.5	19.2762	10	0.111147 2.8649e-05	0.112734 0.000175907	-0.00410373 0.000620544	0.031049 2.54406e-05	0.0440194 8.01052e-05	-0.0570929 0.000675501	
45.5	18.7594	9.5	0.108461 0.000153814	0.133688 0.000767639	-0.064146 0.00191046	0.028495 3.5116e-05	0.0454983 0.000146756	-0.0758485 0.000465867	
46.5	18.0254	9	0.107664 8.12732e-05	0.128918 0.00016381	-0.054255 0.00132927	0.0287356 1.13896e-07	0.0502547 6.21467e-05	-0.0905531 0.000218224	
47.5	17.4885	9	0.0979161 0.000139283	0.125148 7.48583e-05	-0.0692545 0.00115748	0.0250688 0.000122135	0.037491 0.000174186	-0.049798 0.000156326	
48.5	16.5778	9	0.0980329 0.000181175	0.113672 0.00120629	-0.0409359 0.00351628	0.0277508 2.85009e-05	0.0404756 7.11737e-05	-0.0595737 0.000216484	
49.5	16.094	8.5	0.0962527 0.000316168	0.116696 0.00404926	-0.0538912 0.00836876	0.0263312 5.03372e-05	0.0397772 0.00124423	-0.0542052 0.00418544	
50.5	15.275	8	0.0909099 0.000450717	0.11512 0.00338862	-0.0601426 0.0068372	0.0241391 0.000114067	0.0393172 6.59758e-05	-0.0569757 0.000361052	
51.5	14.743	8	0.0931437 0.000246626	0.125173 0.00121668	-0.0763585 0.00291908	0.0249067 9.8812e-05	0.0362116 0.00263141	-0.049929 0.00800848	
52.5	14.132	8	0.0881279 0.000137648	0.11715 0.00678294	-0.0720846 0.0122973	0.023909 6.13425e-06	0.0370857 3.99098e-05	-0.0539852 0.000120261	
53.5	13.5203	7.5	0.0903382 3.51131e-05	0.131284 0.0002671	-0.0942008 0.000523632	0.021698 3.41243e-06	0.0339274 1.78974e-05	-0.0553205 5.79999e-05	
54.5	13.0114	7	0.0934954 0.000396863	0.126829 0.00317013	-0.0800973 0.00784579	0.0239258 7.21287e-05	0.038178 0.000111349	-0.0591508 0.000182307	
55.5	12.455	7	0.0819443 0.000127981	0.121054 0.000320081	-0.0920948 0.000320917	0.0211279 4.64348e-05	0.0366503 7.77184e-05	-0.0606472 0.000164245	
56.5	11.8871	7	0.0801788 5.9185e-06	0.119672 0.000107608	-0.0954708 0.000281714	0.0230811 3.98402e-05	0.0385608 8.12978e-05	-0.0662638 0.000211643	
57.5	11.4132	6.5	0.0791121 0.000452854	0.118137 0.00474961	-0.0917346 0.010001	0.0167441 0.000241458	0.0327087 0.000291491	-0.0587432 0.000143525	
58.5	10.9642	6	0.079526 0.000150342	0.105216 0.000862819	-0.0629079 0.002295	0.0226502 8.03144e-05	0.0394049 0.000318469	-0.0710347 0.00178518	
59.5	10.5094	6	0.0821925 3.33994e-05	0.108907 0.00050726	-0.0687137 0.00212227	0.019668 0.000110797	0.0338497 0.000138461	-0.0621053 8.63079e-05	
60.5	9.96642	6	0.0763715 6.5986e-07	0.107794 6.54252e-05	-0.0759622 0.000145237	0.0192304 4.38555e-06	0.0360926 5.8261e-05	-0.0690056 0.000185044	
61.5	9.40128	6	0.0775486 7.01575e-05	0.125549 0.000201938	-0.115985 0.000339089	0.0179851 2.13312e-05	0.0339358 4.81983e-05	-0.0611564 0.000119621	
62.5	8.94218	5.5	0.0747626 1.23861e-05	0.11352 1.244e-05	-0.0977295 1.72758e-05	0.0164702 1.8029e-07	0.0319288 8.60457e-06	-0.0590411 2.11172e-05	
63.5	8.63724	5	0.0766633 1.5538e-05	0.103117 9.16823e-05	-0.066903 0.00018443	0.0186097 1.12676e-05	0.0329908 3.62241e-05	-0.0582097 9.42171e-05	
64.5	8.18548	5	0.0765483 0.000426682	0.125736 0.00453025	-0.118648 0.0101159	0.0187827 0.000202049	0.0325301 0.000301801	-0.0567097 0.00043417	
65.5	7.89591	5	0.0517076 6.36585e-06	0.0957573 0.000457743	-0.106995 0.00132318	0.0141298 0.000266257	0.0284541 7.90125e-06	-0.0532223 0.00104757	
66.5	7.38663	5	0.0696105 1.47175e-05	0.109054 8.88323e-05	-0.0953152 0.000172252	0.0162155 1.50392e-05	0.0338293 5.67701e-05	-0.0666915 0.000145408	
67.5	7.02455	5	0.0690862 0.000137227	0.127367 9.82319e-06	-0.146787 0.000503623	0.0146444 5.85729e-06	0.0329021 4.97725e-06	-0.0650669 1.13309e-05	
68.5	6.64866	4.5	0.066328 3.91019e-05	0.12003 0.000322437	-0.137674 0.00109943	0.0119384 1.21734e-05	0.0259997 1.82693e-05	-0.0507005 3.97594e-05	
69.5	6.31161	4	0.0686766 2.0154e-05	0.11321 0.000195572	-0.112399 0.000585757	0.0127634 3.49468e-06	0.0265448 2.70193e-06	-0.0496291 5.93644e-06	
70.5	5.98097	4	0.056743 2.41247e-05	0.116849 0.000367338	-0.139708 0.000711836	0.0170526 1.21882e-05	0.028395 1.18634e-06	-0.0507761 1.06405e-05	
71.5	5.61984	4	0.0627352 1.05127e-10	0.107283 4.18554e-10	-0.122321 8.63337e-10	0.00966667 1.93373e-12	0.0224638 5.82388e-12	-0.0390557 1.187e-11	
72.5	5.31781	4	0.0643313 0.00119186	0.116988 0.0126161	-0.133933 0.0156071	0.0132266 4.68944e-07	0.0321403 5.14696e-06	-0.0915783 1.75388e-05	
73.5	4.99757	4	0.0575447 6.43196e-07	0.121162 2.45354e-05	-0.153826 4.64003e-05	0.00970508 3.82663e-05	0.0236608 4.10829e-05	-0.0551273 9.03345e-05	
74.5	4.6748	4	0.0569541 5.49628e-10	0.12561 2.19507e-09	-0.157862 3.90249e-09	0.0108362 2.36621e-12	0.026442 6.74866e-12	-0.0710555 2.02532e-11	
75.5	4.40447	3.5	0.0524223 0.000305738	0.113493 0.000313272	-0.142979 0.00012445	0.00829504 5.27356e-05	0.0223591 0.000102222	-0.0581085 0.000274329	
76.5	4.17884	3	0.0445651 2.1438e-10	0.107249 1.14999e-09	-0.142366 2.02069e-09	0.00519658 6.76995e-13	0.0149669 1.96781e-12	-0.0327643 4.3024e-12	
77.5	3.88614	3	0.0511546 1.93743e-09	0.105819 1.2599e-08	-0.132836 2.26085e-08	0.0084603 2.39814e-12	0.0216582 6.2879e-12	-0.0529038 1.58587e-11	
78.5	3.64795	3	0.0591588 3.96715e-10	0.1224 3.20962e-09	-0.177877 6.26384e-09	0.00869573 1.69828e-12	0.0224015 2.11016e-12	-0.0506324 4.94025e-12	
79.5	3.42578	3	0.0526042 0.000146154	0.111688 6.83255e-05	-0.16084 6.21042e-05	0.00836601 2.95245e-05	0.0184846 5.89393e-05	-0.045706 0.000169341	
80.5	3.20892	3	0.0522642 5.07537e-09	0.104099 3.00083e-08	-0.136025 5.90264e-08	0.00892868 3.47135e-11	0.0201918 9.00981e-11	-0.0557614 2.72857e-10	
81.5	2.95925	3	0.0440217 0.000621586	0.11714 0.0027281	-0.168116 0.00511195	0.00529289 0.000218255	0.016449 0.000646745	-0.040643 0.00155857	
82.5	2.75457	3	0.0590742 0.0004733	0.117526 0.000470061	-0.159536 0.000212775	0.0102915 1.43581e-05	0.0176705 2.25697e-05	-0.0525788 7.86027e-05	
83.5	2.53249	2.5	0.0579131 0.000320879	0.118203 0.000231976	-0.172848 3.30915e-05	0.00601751 2.83357e-05	0.0141063 5.69608e-05	-0.0299826 0.000127537	
84.5	2.32288	2	0.0440806 0.000246599	0.109257 0.00181099	-0.163975 0.00356467	0.00484089 8.85211e-05	0.0109785 0.000382182	-0.0201119 0.000782383	
85.5	2.12947	2	0.0428378 0.000119907	0.111497 3.06848e-06	-0.163986 3.20208e-05	0.00586441 1.82551e-05	0.0101909 3.42111e-05	-0.0182079 7.7579e-05	
86.5	1.94321	2	0.0545798 3.94297e-07	0.102718 2.53287e-06	-0.164887 6.17532e-06	0.00355482 3.48003e-10	0.00876636 9.11087e-10	-0.0208857 2.20974e-09	
87.5	1.76561	2	0.035666 7.81003e-07	0.0980891 8.892e-06	-0.159164 1.69895e-05	0.00332983 4.90683e-10	0.0077026 1.1668e-09	-0.014934 2.37629e-09	
88.5	1.58234	2	0.0314101 7.65413e-05	0.0764086 5.96404e-07	-0.109807 2.74026e-05	0.00178201 1.70724e-05	0.00447717 3.26882e-05	-0.00962993 7.15825e-05	
89.5	1.40473	2	0.0306573 1.30492e-05	0.0814606 5.02242e-06	-0.141453 1.06897e-05	0.00161061 2.09722e-06	0.00416095 4.45541e-06	-0.0121504 1.32893e-05	
90.5	1.24533	2	0.0274055 9.08141e-08	0.0677165 7.22733e-07	-0.111445 1.42804e-06	0.00123156 1.56728e-10	0.00312331 5.11355e-10	-0.0137338 2.57725e-09	
91.5	1.09429	2	0.0251485 1.58834e-07	0.0744546 2.33979e-06	-0.146994 5.28814e-06	0.000222303 5.5981e-11	0.000813979 1.751e-10	-0.00179984 3.63709e-10	
92.5	0.939368	2	0.019508 6.64437e-08	0.0515161 5.34899e-07	-0.0868063 1.06935e-06	-0.000353037 5.04685e-10	-0.00057134 1.48286e-09	0.0008657 3.8758e-09	
93.5	0.79404	2	0.0216649 2.77761e-07	0.0664961 4.22684e-06	-0.140945 1.00214e-05	-0.000317456 1.99334e-10	-0.000885601 1.05655e-09	0.00199523 3.01761e-09	
94.5	0.654797	2	0.0148441 1.40191e-06	0.041586 1.53509e-05	-0.0755052 3.21387e-05	-0.000556835 2.91359e-10	-0.00217044 1.25496e-09	0.00344431 2.03146e-09	
95.5	0.517277	2	0.012893 2.69586e-06	0.0359602 4.56969e-06	-0.086625 1.27626e-05	-0.00133129 1.33337e-08	-0.0026425 4.75672e-07	0.0102754 2.24057e-06	
96.5	0.388877	2	0.010557 7.9005e-07	0.0234839 4.80045e-06	-0.0745872 1.83756e-05	-0.00216816 9.88073e-10	-0.00412079 5.54419e-09	0.0894532 2.08884e-07	
97.5	0.2544	2	0.00272313 1.00314e-07	0.00554123 3.76984e-07	-0.00880332 6.80411e-07	-0.000624582 7.8483e-10	-0.00113945 2.2077e-09	0.00669891 1.85946e-08	
98.5	0.124251	2	0.000149215 3.04937e-07	0.000349666 8.27368e-07	-0.000493061 1.1772e-06	-1.09862e-05 4.7206e-11	-6.99063e-06 1.96394e-10	-6.55452e-05 2.4488e-09	
99.5	0.0288557	0	1.85382e-05 6.48269e-07	1.10454e-05 2.53528e-06	0.00212538 0.000362372	-0.000158866 6.44039e-06	-0.000291361 1.59113e-05	12.8736 0.86826	
