Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
15.5	517.963	260.5	0.00862384 0.000420837	 0.0646737 0.00131103	 0.028217 0.000805736	 0.0158743 0.000434628	 0.00780773 0.000230072	 0.00437812 0.000123284	 
16.5	498.106	252	0.00865719 0.000412066	 0.0660852 0.00131978	 0.0293199 0.000775908	 0.0156906 0.000429626	 0.00780503 0.000210615	 0.00442283 0.000128554	 
17.5	478.395	244	0.00908966 0.000411784	 0.0708485 0.00148494	 0.0282611 0.000829261	 0.0168018 0.000498567	 0.00818008 0.000248709	 0.00447669 0.000136871	 
18.5	459.619	236	0.00933069 0.000334123	 0.0736122 0.00140061	 0.0274961 0.000840278	 0.0164032 0.00050032	 0.00813181 0.000215856	 0.0047275 0.000142173	 
19.5	441.689	228.5	0.00970577 0.000659716	 0.0732017 0.00153956	 0.0298891 0.000843171	 0.0154789 0.000421714	 0.00859758 0.000248218	 0.0044831 0.000129989	 
20.5	423.89	221	0.00919179 0.000353114	 0.0740077 0.00157201	 0.0288919 0.000812137	 0.0159269 0.000419159	 0.00854334 0.000218879	 0.00468427 0.000136034	 
21.5	407.471	213.5	0.0105371 0.000838406	 0.0804806 0.00180404	 0.0322747 0.00143748	 0.0185549 0.00155531	 0.0113617 0.00231353	 0.00532096 0.000418138	 
22.5	390.824	206.5	0.00953308 0.00042322	 0.081573 0.001497	 0.0286045 0.000746718	 0.0176591 0.000479511	 0.0086845 0.000266587	 0.00502964 0.0001499	 
23.5	375.464	199.5	0.00993632 0.00044787	 0.0806532 0.00165869	 0.0325792 0.00102469	 0.0175732 0.000511072	 0.00925438 0.000271277	 0.00505426 0.000157338	 
24.5	359.203	192.5	0.0106079 0.000553559	 0.0848877 0.00152915	 0.0312044 0.000877067	 0.0179724 0.000476863	 0.00880946 0.000258295	 0.00521807 0.000143738	 
25.5	344.548	186	0.0100001 0.000397132	 0.0851249 0.00171496	 0.0309119 0.000931597	 0.0177249 0.000470987	 0.00898571 0.00025059	 0.00546031 0.000171155	 
26.5	329.585	179.5	0.0105503 0.000518841	 0.0897644 0.00176604	 0.0297277 0.000794948	 0.0189473 0.000575401	 0.00937508 0.000257215	 0.00547739 0.000172064	 
27.5	315.426	173	0.0105314 0.000441896	 0.0892856 0.0018698	 0.0315526 0.000945976	 0.0185586 0.000513703	 0.00947848 0.00027997	 0.00548656 0.000153296	 
28.5	302.724	167	0.011698 0.000624963	 0.0896758 0.00162347	 0.0294751 0.000863539	 0.0185398 0.00055055	 0.00896382 0.000264605	 0.00551863 0.000188069	 
29.5	289.75	161	0.0108717 0.000522709	 0.0923736 0.00159169	 0.0313357 0.000829727	 0.0188419 0.000522983	 0.00957176 0.000260743	 0.00538393 0.000157814	 
30.5	277.78	155	0.0111416 0.000494103	 0.0908358 0.00176347	 0.03382 0.00108334	 0.0187077 0.000616779	 0.0110969 0.00142576	 0.00808961 0.00249545	 
31.5	266.114	149	0.0114581 0.000504213	 0.097094 0.00166076	 0.0318175 0.000962242	 0.0192334 0.000567954	 0.0097055 0.000284964	 0.00571555 0.000178736	 
32.5	253.691	143.5	0.0128184 0.00064228	 0.0980233 0.00195586	 0.0336455 0.0010565	 0.0199355 0.000648106	 0.0103291 0.000282197	 0.00555842 0.000172088	 
33.5	242.462	138.5	0.0112664 0.000518315	 0.0982636 0.00192556	 0.0324781 0.000874455	 0.0191824 0.000550938	 0.0101105 0.000321734	 0.0054934 0.00017126	 
34.5	231.762	133	0.0115784 0.000463568	 0.0967117 0.00203435	 0.0334049 0.000913385	 0.0197408 0.000614254	 0.00999161 0.000269148	 0.00576744 0.000197836	 
35.5	220.969	127.5	0.0126296 0.000577611	 0.0973221 0.0018018	 0.0340148 0.00100649	 0.019167 0.000523336	 0.00984876 0.000250865	 0.00536697 0.000156501	 
36.5	210.595	122.5	0.0125693 0.000561838	 0.0990772 0.00189562	 0.0334443 0.00101046	 0.0193545 0.000581311	 0.0102475 0.000292289	 0.00561164 0.000184511	 
37.5	201.215	118	0.0115865 0.000503114	 0.095435 0.00185139	 0.0349922 0.00102459	 0.0196154 0.00053173	 0.0101028 0.000295193	 0.00575681 0.000167921	 
38.5	191.991	113.5	0.0140643 0.000844581	 0.0987806 0.00190834	 0.0338679 0.000961196	 0.0208422 0.000581509	 0.0100984 0.000460521	 0.00658828 0.000608214	 
39.5	182.685	108.5	0.0128567 0.000559804	 0.103587 0.00187061	 0.033773 0.0008608	 0.0199028 0.000599578	 0.0104897 0.00028222	 0.00602168 0.000197784	 
40.5	173.413	104	0.0126159 0.000551406	 0.0997968 0.0019293	 0.0326243 0.000948484	 0.0202239 0.000584561	 0.0102435 0.00030514	 0.00572255 0.000204405	 
41.5	165.118	100	0.0117524 0.000541255	 0.0968321 0.00200779	 0.0365652 0.00103865	 0.0192766 0.000494479	 0.0106248 0.000321905	 0.00573984 0.000155475	 
42.5	157.229	96	0.0126405 0.000704011	 0.102563 0.00211479	 0.0362684 0.000977626	 0.0203325 0.000609509	 0.0107806 0.000326003	 0.00595091 0.000186545	 
43.5	149.261	92	0.0129266 0.000580924	 0.101005 0.00202359	 0.0362663 0.00102329	 0.0199888 0.000575286	 0.0110911 0.000342535	 0.00614879 0.000192035	 
44.5	141.353	88	0.0126306 0.000612165	 0.106699 0.00213245	 0.0339429 0.00101064	 0.0204252 0.000692621	 0.0109314 0.000328782	 0.00602707 0.000189313	 
45.5	134.066	84	0.0118622 0.000484592	 0.104439 0.00220869	 0.0371986 0.00107062	 0.020556 0.000598282	 0.0108082 0.00031626	 0.00598166 0.00018606	 
46.5	126.923	80	0.0139736 0.000685463	 0.103967 0.00197983	 0.0340357 0.000901255	 0.0204111 0.000598062	 0.0103157 0.000271232	 0.0058229 0.000181149	 
47.5	120.195	76.5	0.0124452 0.000731981	 0.103712 0.0021051	 0.0365309 0.00100702	 0.0202537 0.000611799	 0.0110168 0.000303412	 0.00576413 0.000191013	 
48.5	113.785	73	0.0124058 0.000529597	 0.1048 0.00206374	 0.0361145 0.000898279	 0.0201593 0.000590219	 0.0116201 0.000343605	 0.00584 0.000179748	 
49.5	107.722	69.5	0.0133511 0.000702354	 0.105154 0.00202553	 0.0345618 0.000967639	 0.0213834 0.000608742	 0.0115443 0.00037076	 0.00605622 0.000173661	 
50.5	101.552	66.5	0.0128648 0.000728946	 0.107121 0.00213254	 0.0347233 0.000933715	 0.0206648 0.000619373	 0.0109825 0.000317117	 0.00605304 0.00020059	 
51.5	96.4137	63	0.0141605 0.000970439	 0.105871 0.00231951	 0.0360921 0.000913569	 0.0211867 0.000661862	 0.0112155 0.000336048	 0.00607876 0.000193792	 
52.5	90.5873	59.5	0.0138748 0.000847797	 0.10545 0.00231906	 0.0346404 0.000950676	 0.0210591 0.000704105	 0.0101653 0.000336229	 0.00572577 0.000181911	 
53.5	85.2983	56.5	0.013344 0.000710209	 0.108262 0.002204	 0.0346532 0.000914058	 0.0208477 0.000653937	 0.011016 0.000320647	 0.00593635 0.000170817	 
54.5	80.3151	54	0.0129168 0.00070062	 0.104426 0.0020332	 0.0347437 0.000916535	 0.0204281 0.000598167	 0.0103902 0.000288439	 0.00587298 0.000179654	 
55.5	75.4403	51.5	0.0133209 0.000688788	 0.106494 0.00232214	 0.0332388 0.000909919	 0.0210097 0.000683251	 0.0106944 0.000325891	 0.00600472 0.000199722	 
56.5	70.8807	48.5	0.0129089 0.000564953	 0.113113 0.00233065	 0.0350202 0.000950958	 0.0225102 0.000685603	 0.0103356 0.000279427	 0.00621561 0.000221871	 
57.5	66.5108	46	0.0144966 0.00106841	 0.105486 0.00242304	 0.0326789 0.000884121	 0.0215296 0.000688588	 0.00985469 0.00031311	 0.00587596 0.000210041	 
58.5	62.3745	43.5	0.0133857 0.000722474	 0.104994 0.00228228	 0.0337568 0.000964176	 0.0199246 0.000625541	 0.0101727 0.000327148	 0.00578283 0.000192855	 
59.5	58.2482	41	0.0121781 0.0010663	 0.107191 0.0022659	 0.032719 0.000893787	 0.0208678 0.000654776	 0.0102021 0.000318455	 0.00546737 0.000193404	 
60.5	54.6917	39	0.0127318 0.000872619	 0.107242 0.00226272	 0.0340529 0.000914415	 0.0214186 0.000604902	 0.0105046 0.000305182	 0.0057254 0.000174576	 
61.5	50.9261	36.5	0.0150615 0.00105455	 0.107708 0.00247061	 0.0332682 0.000861915	 0.0210062 0.000673363	 0.0101743 0.000338381	 0.00557223 0.000196463	 
62.5	47.5136	34	0.0151078 0.0012949	 0.105369 0.00243812	 0.0336337 0.00085476	 0.0213373 0.000742508	 0.00991016 0.000325527	 0.00551427 0.000233035	 
63.5	44.2994	32	0.0150978 0.00130102	 0.105265 0.00249946	 0.0324434 0.000845518	 0.0199395 0.00070637	 0.00981899 0.000314485	 0.00513125 0.000214847	 
64.5	41.3337	30	0.0137867 0.00102609	 0.0995832 0.00257075	 0.0308922 0.000798068	 0.0198718 0.000759829	 0.00926999 0.000264303	 0.00513098 0.000217682	 
65.5	38.5048	28.5	0.0164764 0.00146937	 0.104474 0.00228044	 0.0309375 0.000865926	 0.0209612 0.000626625	 0.0091288 0.000271966	 0.00541042 0.000193745	 
66.5	35.738	27	0.0176367 0.00206799	 0.101384 0.00229735	 0.0303917 0.000833164	 0.0196076 0.000673206	 0.00918836 0.000277205	 0.00526406 0.000203462	 
67.5	32.9931	25	0.0180981 0.0024659	 0.102035 0.00248128	 0.0316398 0.000974606	 0.0200206 0.000708077	 0.0095146 0.000321365	 0.00534413 0.000198497	 
68.5	30.5698	23.5	0.0166875 0.00175446	 0.0995613 0.00218933	 0.0275626 0.000771731	 0.020103 0.000614153	 0.00875977 0.000265299	 0.00523838 0.00018899	 
69.5	28.3138	22	0.0244974 0.00305627	 0.0975041 0.00237853	 0.0280448 0.000831463	 0.0193096 0.000661295	 0.00843758 0.000297717	 0.00486298 0.000196106	 
70.5	26.0575	20.5	0.0185953 0.00208867	 0.100193 0.00242918	 0.0271017 0.000754835	 0.0192225 0.000716453	 0.00853582 0.000280252	 0.00483682 0.000200312	 
71.5	24.0488	19	0.0226235 0.00248434	 0.101279 0.00240175	 0.0276818 0.000920385	 0.0191345 0.000718414	 0.00841867 0.000294726	 0.00491232 0.000207277	 
72.5	22.0539	17.5	0.0207342 0.00208217	 0.0934546 0.00228267	 0.0270503 0.000781233	 0.0179768 0.000608763	 0.00802485 0.000259581	 0.00437308 0.000168656	 
73.5	20.2334	16.5	0.0216991 0.00248253	 0.0935358 0.00224441	 0.027101 0.000762668	 0.0184075 0.00061186	 0.00763647 0.000234056	 0.0044252 0.00017195	 
74.5	18.5239	15.5	0.0261151 0.00228042	 0.0916031 0.00216244	 0.0240311 0.000655341	 0.0185278 0.000588716	 0.0073047 0.000208384	 0.00418047 0.000153621	 
75.5	16.9452	14.5	0.0234747 0.00237207	 0.0903995 0.00238929	 0.0231108 0.000780815	 0.0167405 0.000567294	 0.00695563 0.000233076	 0.00377743 0.000146722	 
76.5	15.5021	13	0.0259557 0.00259363	 0.0833293 0.0022001	 0.0247368 0.000789428	 0.0159802 0.00053813	 0.00717564 0.000239282	 0.00354982 0.000127773	 
77.5	14.0899	12	0.0263536 0.00251967	 0.085111 0.00247063	 0.0219795 0.000757069	 0.0156573 0.000596485	 0.00652068 0.000244232	 0.00339903 0.00015356	 
78.5	12.8504	11.5	0.0242039 0.00219779	 0.079464 0.00230972	 0.0225147 0.000764219	 0.0145995 0.000570622	 0.00616375 0.000213955	 0.00306031 0.000135366	 
79.5	11.6198	10.5	0.0255898 0.00258108	 0.0766046 0.00248126	 0.0202446 0.00076395	 0.0139445 0.000576472	 0.0055326 0.000212586	 0.00283634 0.000128521	 
80.5	10.4614	9.5	0.0218904 0.0024078	 0.0723703 0.00220382	 0.0203153 0.000739473	 0.0123126 0.000484557	 0.00568701 0.000208001	 0.00235645 0.000112652	 
81.5	9.4889	8.5	0.0212144 0.00264522	 0.0702583 0.00217288	 0.0176585 0.000614529	 0.0124845 0.000516006	 0.00478334 0.000168058	 0.00247578 0.00011046	 
82.5	8.51833	8	0.021582 0.00210937	 0.0659266 0.00216505	 0.0169827 0.000602791	 0.011207 0.000438013	 0.0045419 0.000165278	 0.00202074 9.71141e-05	 
83.5	7.61914	7.5	0.0201703 0.00193459	 0.0657612 0.00239748	 0.0142316 0.000529388	 0.0105083 0.000481931	 0.00382289 0.000154881	 0.00188388 9.48825e-05	 
84.5	6.84771	6.5	0.0159854 0.00177699	 0.0633639 0.00225849	 0.0144134 0.000546053	 0.00945873 0.000460297	 0.00375385 0.000149279	 0.00157061 7.44648e-05	 
85.5	6.13054	6	0.0189279 0.00169146	 0.0585806 0.002143	 0.0133399 0.000534424	 0.00897443 0.000420281	 0.00344951 0.000145292	 0.00152499 8.33584e-05	 
86.5	5.44348	5.5	0.0136635 0.00175632	 0.0520233 0.00229379	 0.0119394 0.000504323	 0.00741645 0.00043342	 0.00279473 0.000132046	 0.00115591 5.72619e-05	 
87.5	4.80346	5	0.0134106 0.00156091	 0.0537485 0.00229896	 0.0107076 0.000480193	 0.00779933 0.000405762	 0.00255773 0.000115499	 0.00110686 5.81141e-05	 
88.5	4.23062	4.5	0.0117628 0.0013471	 0.0440263 0.00221271	 0.00841408 0.00046386	 0.005686 0.000346267	 0.00203746 0.000106681	 0.000813247 4.96677e-05	 
89.5	3.69405	4	0.0125789 0.00112218	 0.0399802 0.00176607	 0.00866693 0.000440556	 0.00502156 0.000274146	 0.00180624 8.5576e-05	 0.000759082 3.87629e-05	 
90.5	3.23133	4	0.0103178 0.000872952	 0.0411444 0.001885	 0.00712268 0.000409209	 0.00503702 0.000282765	 0.00147945 7.11737e-05	 0.00069805 3.753e-05	 
91.5	2.76408	3.5	0.00939363 0.000876314	 0.035113 0.00186756	 0.00540605 0.000346448	 0.00377157 0.000221619	 0.00112308 6.62286e-05	 0.00056863 3.38158e-05	 
92.5	2.36036	3	0.00961059 0.000744075	 0.0301115 0.00177203	 0.00461798 0.000295611	 0.00279469 0.000180106	 0.000843033 5.25937e-05	 0.000495984 3.39882e-05	 
93.5	1.96645	2.5	0.00673159 0.000663941	 0.0258508 0.0016957	 0.0034664 0.000254982	 0.00231746 0.000178866	 0.000561646 3.64654e-05	 0.00045941 3.51427e-05	 
94.5	1.62238	2	0.00508047 0.000545565	 0.022949 0.00177075	 0.00266736 0.000232377	 0.0015745 0.000129898	 0.000336739 2.74384e-05	 0.000390725 2.94381e-05	 
95.5	1.3021	2	0.0025843 0.000311372	 0.0162997 0.00147054	 0.00157645 0.000155559	 0.000746875 7.55474e-05	 0.000172922 1.54712e-05	 0.000241887 2.21793e-05	 
96.5	0.998009	2	0.0013591 0.00021729	 0.016292 0.00134695	 0.00122648 0.000121139	 0.000322552 3.48703e-05	 0.000139432 1.44952e-05	 0.000158464 1.44042e-05	 
97.5	0.711541	2	0.000311137 5.03079e-05	 0.0058126 0.00093601	 0.000457219 5.84645e-05	 6.49978e-05 8.13393e-06	 5.66739e-05 9.60307e-06	 2.93939e-05 4.68281e-06	 
98.5	0.416553	2	0.00119313 0.000155254	 0.00576141 0.000761821	 0.000181559 2.41556e-05	 6.16771e-05 6.22646e-06	 4.67069e-05 4.16367e-06	 2.16483e-05 2.76831e-06	 
99.5	0.154367	0	0.00248457 0.000170372	 0.0036605 0.000663287	 0.000225646 4.132e-05	 7.0617e-05 1.07634e-05	 4.94769e-05 1.69068e-06	 5.0202e-05 7.19849e-06	 
