Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
51.5	30.4819	15.5	0.0186206 0.000922581	 0.0796906 0.00216029	 0.0190916 0.000625701	 0.0146084 0.000539382	 0.00478084 0.000162043	 0.0030706 0.000113227	 
52.5	28.5049	14.5	0.0178937 0.000825681	 0.0761533 0.00183706	 0.0184666 0.000591973	 0.013132 0.000433212	 0.00456846 0.000137158	 0.00266993 9.73589e-05	 
53.5	27.2231	14	0.01724 0.000747731	 0.0758869 0.00208909	 0.0176891 0.00057349	 0.0129074 0.00054175	 0.00472458 0.000164877	 0.00272695 0.000128268	 
54.5	26.6077	13.5	0.0176424 0.000811335	 0.0699301 0.00213054	 0.018185 0.00061585	 0.0124927 0.000485797	 0.00454073 0.000163932	 0.00259826 0.000110785	 
55.5	24.8346	13	0.0169928 0.000825203	 0.0720556 0.0020932	 0.0168585 0.000638748	 0.0121323 0.0005075	 0.0040692 0.000160251	 0.00246211 0.000106692	 
56.5	23.7011	12.5	0.0167491 0.000826535	 0.0718444 0.00195185	 0.0166762 0.000604242	 0.0119825 0.000480216	 0.00411099 0.000147628	 0.00242304 0.0001073	 
57.5	22.4432	12	0.0159847 0.000770266	 0.0724576 0.00206779	 0.0162644 0.000524926	 0.0121174 0.000473969	 0.00420581 0.000145016	 0.0022373 9.08264e-05	 
58.5	21.6996	11.5	0.0157497 0.000756191	 0.0721685 0.00205673	 0.0146998 0.000530814	 0.0121002 0.000504323	 0.00388043 0.000158366	 0.00242401 0.000107847	 
59.5	20.7852	11	0.016426 0.000670837	 0.0642559 0.00194092	 0.0136761 0.000467893	 0.0110351 0.000465313	 0.0033545 0.000114865	 0.00215534 9.65888e-05	 
60.5	19.5594	10.5	0.0161481 0.000701886	 0.0644892 0.00194282	 0.0137521 0.000518727	 0.0111575 0.000478744	 0.0034452 0.000125508	 0.00217109 9.82815e-05	 
61.5	18.8833	10	0.014178 0.000593124	 0.0576113 0.00194067	 0.0130175 0.000461475	 0.00981458 0.000423534	 0.00312885 0.000137875	 0.00173871 7.65671e-05	 
62.5	17.435	9.5	0.0143981 0.000646168	 0.0644401 0.00214234	 0.0125697 0.000467022	 0.0107593 0.000494315	 0.00318032 0.000131371	 0.00196947 8.71587e-05	 
63.5	16.7762	9	0.0149864 0.000725055	 0.0576239 0.00203068	 0.0131301 0.000494165	 0.00980352 0.000485177	 0.00280312 0.000126768	 0.00183367 8.19712e-05	 
64.5	15.6577	9	0.0134473 0.000654438	 0.0583623 0.0020227	 0.0120017 0.000460787	 0.00927616 0.000430779	 0.00282768 0.000125781	 0.00170772 7.79757e-05	 
65.5	14.8497	8.5	0.0137216 0.00064166	 0.0536785 0.00188989	 0.0118333 0.00041343	 0.00813332 0.000406559	 0.00283421 0.00012964	 0.00163361 7.77761e-05	 
66.5	14.0573	8	0.0138536 0.000714917	 0.0529129 0.00202694	 0.0106708 0.000460102	 0.00795594 0.000423403	 0.00231372 0.000102662	 0.00147697 6.96577e-05	 
67.5	13.1555	8	0.0123213 0.000596435	 0.0512908 0.0022036	 0.0103712 0.000478124	 0.00749139 0.000388222	 0.00226029 0.000106445	 0.00145147 7.75617e-05	 
68.5	12.3704	7.5	0.0117763 0.000588362	 0.0531839 0.00209218	 0.0104578 0.000462519	 0.00760029 0.00039204	 0.00216687 0.000101786	 0.00131601 6.07616e-05	 
69.5	11.6351	7	0.0111232 0.000571197	 0.0485383 0.00196059	 0.0093126 0.000464409	 0.00686592 0.000382438	 0.00186638 9.88148e-05	 0.00121765 7.4785e-05	 
70.5	11.0455	7	0.0120242 0.000715305	 0.0476053 0.00211272	 0.00945354 0.00042507	 0.0066544 0.000364568	 0.00203192 0.000121909	 0.00114377 5.91502e-05	 
71.5	10.3058	6.5	0.0123095 0.000656541	 0.042434 0.00183032	 0.00838485 0.000363466	 0.00565329 0.000321397	 0.00163064 9.78529e-05	 0.00108214 7.09159e-05	 
72.5	9.55294	6	0.0104334 0.000584353	 0.0443594 0.00179573	 0.00872668 0.00040189	 0.00571456 0.000310105	 0.00162981 7.80584e-05	 0.00101841 4.53978e-05	 
73.5	8.85423	6	0.0102947 0.000597844	 0.0439809 0.00192609	 0.00789973 0.000381008	 0.00530639 0.000318219	 0.00138911 8.63515e-05	 0.000938798 4.90203e-05	 
74.5	8.39308	5.5	0.0112747 0.000671182	 0.0428732 0.00188701	 0.00778325 0.000378497	 0.00529974 0.000315421	 0.00127526 7.49869e-05	 0.000913146 4.76163e-05	 
75.5	7.74491	5	0.00993583 0.00061445	 0.040865 0.0019029	 0.00676503 0.000330908	 0.00441774 0.000287935	 0.00101079 5.08052e-05	 0.000762958 3.82203e-05	 
76.5	7.19523	5	0.0103321 0.000605884	 0.0377775 0.00189104	 0.0060549 0.000301505	 0.00406899 0.000274368	 0.00105115 9.08452e-05	 0.000739978 4.13354e-05	 
77.5	6.736	5	0.0090792 0.000618237	 0.037923 0.00187045	 0.00598562 0.000336425	 0.00379252 0.000244099	 0.000912495 7.37244e-05	 0.000712742 3.79947e-05	 
78.5	6.25956	4.5	0.00849483 0.000555681	 0.0343449 0.00171972	 0.00560582 0.000308197	 0.00315223 0.000212208	 0.000745525 5.06758e-05	 0.000620523 3.3564e-05	 
79.5	5.76417	4	0.00920211 0.000630803	 0.032554 0.00179802	 0.00504363 0.000296067	 0.002841 0.000208723	 0.000662248 4.15867e-05	 0.000555225 3.14413e-05	 
80.5	5.31796	4	0.00799832 0.000523369	 0.0313684 0.00159867	 0.00527099 0.000315167	 0.00246838 0.000162771	 0.000689173 4.96432e-05	 0.000523538 2.91117e-05	 
81.5	4.86412	4	0.00710586 0.000543963	 0.0292238 0.00160217	 0.00434888 0.000259275	 0.0021451 0.00016267	 0.000472618 2.49206e-05	 0.000483286 2.95914e-05	 
82.5	4.46141	4	0.00703673 0.000467699	 0.0263112 0.00153904	 0.00373285 0.000229472	 0.00162319 0.000122505	 0.000412882 2.54071e-05	 0.000429602 2.72415e-05	 
83.5	4.07392	3.5	0.00700287 0.000438382	 0.0273533 0.00151425	 0.00332005 0.000198697	 0.00156115 0.000122639	 0.000351487 2.36737e-05	 0.000405762 2.76305e-05	 
84.5	3.73875	3	0.0059801 0.000404211	 0.0232002 0.00160572	 0.0030532 0.000213418	 0.00107095 0.000101261	 0.000318805 2.06022e-05	 0.000322476 2.39745e-05	 
85.5	3.40477	3	0.00659713 0.000434373	 0.021023 0.00134372	 0.00286523 0.000188932	 0.000978354 8.87021e-05	 0.000329662 2.1494e-05	 0.000292441 2.06358e-05	 
86.5	3.06049	3	0.00462059 0.000322338	 0.0202533 0.00128249	 0.00224542 0.000175909	 0.000803104 7.68822e-05	 0.000229248 2.18177e-05	 0.000275659 2.29604e-05	 
87.5	2.72456	3	0.00437727 0.000308903	 0.0207474 0.0013255	 0.00189324 0.000135873	 0.000604624 6.14945e-05	 0.000178467 1.44039e-05	 0.000228124 1.83961e-05	 
88.5	2.46946	2.5	0.00406998 0.000287277	 0.0158995 0.00119788	 0.00161038 0.000131979	 0.000368083 4.27768e-05	 0.000149665 1.19373e-05	 0.00014786 1.56632e-05	 
89.5	2.17627	2	0.0030639 0.000234065	 0.0149206 0.001108	 0.00133786 0.000114285	 0.000244445 2.69075e-05	 0.000118753 9.26761e-06	 0.000126129 1.31454e-05	 
90.5	1.89894	2	0.00248521 0.000167453	 0.014355 0.00102598	 0.000945925 6.57717e-05	 0.000206894 1.99931e-05	 9.55072e-05 6.67579e-06	 0.000111175 1.18591e-05	 
91.5	1.65278	2	0.00196322 0.000137627	 0.0134709 0.000913925	 0.000892066 6.89075e-05	 0.000162466 1.17166e-05	 8.92661e-05 6.62257e-06	 8.24074e-05 7.31409e-06	 
92.5	1.40252	2	0.00131954 0.000107364	 0.0110525 0.000818571	 0.000505852 4.06857e-05	 0.000127105 9.47743e-06	 7.24501e-05 6.93668e-06	 5.51217e-05 5.14571e-06	 
93.5	1.18734	2	0.000812368 7.2894e-05	 0.00785688 0.000714185	 0.000282283 3.09272e-05	 9.50069e-05 8.44041e-06	 4.6229e-05 6.24353e-06	 3.3816e-05 4.10442e-06	 
94.5	0.969473	2	0.000518682 4.98137e-05	 0.00556376 0.000553332	 0.000130832 1.25132e-05	 7.08423e-05 8.20882e-06	 3.40892e-05 4.20904e-06	 3.16631e-05 4.06601e-06	 
95.5	0.760575	2	0.000368073 3.55104e-05	 0.00538254 0.00050966	 0.000114353 1.24105e-05	 6.94241e-05 8.19286e-06	 2.903e-05 3.24991e-06	 2.97821e-05 4.79514e-06	 
96.5	0.561243	2	0.000221543 2.00542e-05	 0.00256594 0.000310391	 0.000130069 1.71059e-05	 5.96007e-05 1.11977e-05	 1.96767e-05 3.02778e-06	 1.35933e-05 2.16572e-06	 
97.5	0.384281	2	0.000185415 1.21161e-05	 0.00126749 0.00018119	 0.000123871 1.67107e-05	 2.54798e-05 3.22369e-06	 1.23772e-05 2.26465e-06	 7.73617e-06 9.81635e-07	 
98.5	0.19303	2	0.000218224 2.57029e-05	 0.000550991 0.000117275	 3.67998e-05 6.79983e-06	 2.17057e-05 4.34137e-06	 6.61667e-06 3.69783e-07	 4.47435e-06 2.78006e-07	 
99.5	0.0491761	0	0.000174119 3.19515e-05	 1.40191e-05 1.10952e-06	 4.60553e-06 2.50889e-07	 3.21853e-06 1.90159e-07	 2.52985e-06 1.63709e-07	 2.23025e-06 1.40375e-07	 
