Cent%	 dNdy	 Npart	 v1{2} err	 v2{2} err	 v3{2} err	 v4{2} err 	 v5{2} err 	 v6{2} err
14.5	619.492	269	0.0183035 0.000643936	 0.0669096 0.00129716	 0.031701 0.000862452	 0.0174803 0.000468237	 0.0090471 0.000215837	 0.00469203 0.000133477	 
15.5	595.425	260.5	0.0186402 0.000558179	 0.0672202 0.00128503	 0.0309731 0.000797473	 0.0174896 0.000460861	 0.00889551 0.000226708	 0.00481152 0.000134385	 
16.5	572.841	252	0.0201187 0.000725228	 0.0670724 0.0013162	 0.0318186 0.000841602	 0.0181798 0.000457867	 0.00906043 0.000242674	 0.00464908 0.000127661	 
17.5	551.652	244	0.0192899 0.000566284	 0.0710798 0.00133311	 0.0310025 0.000825552	 0.0181283 0.000468387	 0.0088874 0.000217767	 0.0048476 0.000122771	 
18.5	530.623	236	0.0210978 0.000600452	 0.0737178 0.00141624	 0.0306801 0.000833871	 0.0180839 0.000484805	 0.00902687 0.000227134	 0.00488954 0.000134929	 
19.5	504.347	228.5	0.0193582 0.000564005	 0.0753875 0.00149635	 0.0313923 0.000846086	 0.0174395 0.000467657	 0.00930955 0.000234331	 0.00487988 0.00012483	 
20.5	492.033	221	0.0224274 0.000594287	 0.0764372 0.00144914	 0.0320163 0.000775955	 0.0180783 0.000429255	 0.00956705 0.000232008	 0.00511806 0.000132749	 
21.5	472.836	213.5	0.0228899 0.000662078	 0.0778335 0.00128856	 0.0327519 0.0008335	 0.0184359 0.000438108	 0.00986102 0.000256683	 0.00504492 0.000137637	 
22.5	452.212	206.5	0.0211284 0.000691205	 0.0801606 0.00144273	 0.0326888 0.00076441	 0.0185065 0.000468048	 0.0092798 0.000234905	 0.00519899 0.000136013	 
23.5	438.154	199.5	0.0223454 0.000664224	 0.0781541 0.00144828	 0.0341828 0.000959803	 0.0187184 0.000432583	 0.00966738 0.000256657	 0.00504043 0.000136225	 
24.5	416.566	192.5	0.0218623 0.000647857	 0.0862852 0.00146253	 0.0336799 0.000806382	 0.0191649 0.000468324	 0.00953671 0.000232727	 0.00523163 0.000135463	 
25.5	403.691	186	0.0241799 0.000777429	 0.0834524 0.00169938	 0.0343967 0.00101152	 0.0189062 0.000468358	 0.0101282 0.000258474	 0.00524253 0.000143316	 
26.5	385.628	179.5	0.0242417 0.000725159	 0.0882326 0.00160032	 0.0324659 0.000827964	 0.0203317 0.000559446	 0.0095412 0.000246791	 0.005387 0.000159681	 
27.5	368.67	173	0.0255425 0.000820225	 0.0894161 0.00157445	 0.0334769 0.000867268	 0.0202671 0.000495353	 0.0101657 0.000262807	 0.00550104 0.000151129	 
28.5	355.04	167	0.024032 0.000745179	 0.088669 0.0014806	 0.0323172 0.000819503	 0.0197485 0.000516173	 0.00932215 0.000227138	 0.0051266 0.000150679	 
29.5	339.314	161	0.0257539 0.000772739	 0.0908127 0.00151511	 0.0342512 0.000821435	 0.0199277 0.000464784	 0.00991183 0.000238983	 0.00501827 0.000134202	 
30.5	325.016	155	0.0265328 0.000853168	 0.0930215 0.00160686	 0.0351305 0.000886599	 0.0191754 0.000458409	 0.0100183 0.00025523	 0.00520444 0.000133319	 
31.5	312.399	149	0.0275964 0.000936486	 0.093556 0.00155984	 0.0338428 0.000870651	 0.0202417 0.00050306	 0.00994916 0.000272445	 0.00513724 0.000134182	 
32.5	301.121	143.5	0.0272098 0.000987766	 0.0936613 0.00175641	 0.0368258 0.00102635	 0.0195974 0.000516186	 0.0105276 0.000266339	 0.00513175 0.000138677	 
33.5	284.698	138.5	0.0271344 0.000833653	 0.0962325 0.00179514	 0.0348092 0.000833979	 0.0201847 0.000494928	 0.00982705 0.000261457	 0.00528365 0.000141965	 
34.5	272.604	133	0.0292303 0.00104588	 0.0929695 0.00176073	 0.0347101 0.000860788	 0.02057 0.000532952	 0.0101111 0.000248345	 0.00517854 0.000153422	 
35.5	261.416	127.5	0.0283979 0.00100825	 0.0980161 0.00179156	 0.0364057 0.000947814	 0.0200232 0.00047511	 0.00995624 0.000244594	 0.00539052 0.000170587	 
36.5	248.931	122.5	0.0294793 0.00101508	 0.0957891 0.00176673	 0.0350805 0.000920851	 0.0189574 0.00048941	 0.00998921 0.000275542	 0.00517648 0.000140965	 
37.5	237.069	118	0.0297123 0.000957648	 0.0967217 0.00172639	 0.0366273 0.000958815	 0.0203376 0.000464096	 0.010006 0.000245951	 0.00529063 0.000121941	 
38.5	227.304	113.5	0.0309899 0.000883431	 0.0987512 0.0018298	 0.0358281 0.000900306	 0.0211707 0.000501109	 0.00965152 0.000236082	 0.00549816 0.000150786	 
39.5	217.523	108.5	0.0313821 0.00110007	 0.101815 0.00188571	 0.0350522 0.000866371	 0.0201298 0.000527811	 0.00986068 0.000242671	 0.00540324 0.000156671	 
40.5	206.641	104	0.0305126 0.000960036	 0.100255 0.00174581	 0.0325469 0.000774911	 0.020308 0.000496198	 0.00939793 0.000225384	 0.00518379 0.000136789	 
41.5	196.302	100	0.0317115 0.00100152	 0.0958657 0.00175154	 0.0365691 0.000953315	 0.0195415 0.000426038	 0.00941532 0.000244443	 0.00507863 0.000130432	 
42.5	185.929	96	0.0311917 0.000980856	 0.098691 0.00192526	 0.037154 0.000959879	 0.0200181 0.00050437	 0.0097961 0.000283614	 0.00520541 0.000138001	 
43.5	178.708	92	0.0344432 0.00140524	 0.0982056 0.00188245	 0.0359614 0.000912583	 0.0194792 0.000501265	 0.00990036 0.000283652	 0.00516045 0.000142065	 
44.5	169.37	88	0.0335039 0.00115845	 0.10227 0.00196594	 0.035094 0.000986839	 0.0194611 0.000522348	 0.00968944 0.000268027	 0.0052787 0.000150116	 
45.5	160.029	84	0.0342677 0.00106292	 0.101264 0.00199078	 0.0362808 0.000919181	 0.0199112 0.000506382	 0.0098545 0.000259583	 0.00513078 0.000157797	 
46.5	151.365	80	0.0351587 0.00111266	 0.10187 0.00184358	 0.0355301 0.000868345	 0.0194144 0.000501689	 0.00918661 0.000225894	 0.00500456 0.000139071	 
47.5	147.694	76.5	0.0356934 0.00140191	 0.0997519 0.0021856	 0.0353369 0.000980828	 0.0202613 0.000580862	 0.00934607 0.000262833	 0.00502506 0.000171513	 
48.5	139.056	73	0.0378995 0.00155998	 0.102234 0.00224257	 0.0351297 0.00104142	 0.0192978 0.000576669	 0.00971899 0.000295803	 0.00519086 0.000163774	 
49.5	138.819	69.5	0.0483707 0.00245307	 0.0968838 0.00312016	 0.0362896 0.00125446	 0.020778 0.00089848	 0.0100749 0.00043166	 0.00534815 0.000233104	 
50.5	127.636	66.5	0.0403471 0.00167196	 0.101858 0.00245336	 0.0352692 0.00111781	 0.0195673 0.000642893	 0.00954984 0.000311456	 0.00528353 0.000195776	 
51.5	127.795	63	0.0493995 0.00221129	 0.0938946 0.00314826	 0.0356814 0.00148779	 0.0195342 0.000821552	 0.00972574 0.000418001	 0.0055226 0.000230961	 
52.5	119.641	59.5	0.0446665 0.00245025	 0.0951954 0.00314782	 0.0331992 0.00128994	 0.0185608 0.000830576	 0.00900864 0.00034632	 0.00466285 0.000210594	 
53.5	108.708	56.5	0.0427528 0.00158296	 0.0973894 0.00259655	 0.0332083 0.00102387	 0.0194546 0.000827065	 0.00869705 0.000291981	 0.00517547 0.000205418	 
54.5	116.698	54	0.0567246 0.00430876	 0.0902615 0.0051978	 0.0348455 0.00223568	 0.0194391 0.00142288	 0.00942419 0.000639277	 0.00521185 0.000333308	 
55.5	92.301	51.5	0.0405881 0.0015758	 0.101946 0.00201966	 0.0315153 0.000843756	 0.0195034 0.000513557	 0.00842662 0.000204601	 0.00480897 0.000140377	 
56.5	93.2787	48.5	0.0489476 0.00199079	 0.101281 0.00292857	 0.0324279 0.0011737	 0.0199511 0.000730957	 0.00840793 0.000309977	 0.00475756 0.000203188	 
57.5	89.1	46	0.05046 0.00225142	 0.0872478 0.00283215	 0.0335748 0.00127589	 0.0173756 0.000799741	 0.00816697 0.000348634	 0.00460187 0.000219509	 
58.5	89.2031	43.5	0.0570244 0.00296503	 0.091902 0.00438637	 0.0314387 0.00158658	 0.020017 0.00114143	 0.00845176 0.000452665	 0.005335 0.000348578	 
59.5	94.1027	41	0.058516 0.00538566	 0.0848011 0.00500401	 0.0314151 0.00237916	 0.0156239 0.00125758	 0.00927179 0.000654524	 0.00405275 0.000502874	 
60.5	72.0584	39	0.0454651 0.00175688	 0.0954953 0.00237213	 0.0298402 0.000880514	 0.0178655 0.00055806	 0.00800368 0.000242105	 0.0045101 0.000199003	 
61.5	74.6346	36.5	0.0593904 0.00347567	 0.0900985 0.00350943	 0.0277845 0.00153971	 0.0164101 0.000925344	 0.00761319 0.000379185	 0.00450146 0.000269695	 
62.5	62.2828	34	0.0486577 0.00211071	 0.0901199 0.00271458	 0.0280439 0.000793542	 0.0175372 0.000718177	 0.00746494 0.000301314	 0.00418478 0.000186797	 
63.5	60.3841	32	0.0478685 0.00209447	 0.0868555 0.00281575	 0.0262188 0.000929345	 0.0159204 0.000624507	 0.00710908 0.000292783	 0.00387027 0.000178864	 
64.5	62.6534	30	0.0507267 0.00237638	 0.0834111 0.00334694	 0.0276172 0.00115201	 0.0155179 0.00081289	 0.00762276 0.00039708	 0.00418574 0.000253657	 
65.5	50.3037	28.5	0.0395023 0.00130912	 0.0959335 0.00181666	 0.0255797 0.000693905	 0.0173203 0.000481642	 0.00660052 0.000176576	 0.0040085 0.000128335	 
66.5	45.3884	27	0.0395221 0.00145515	 0.0943428 0.00187856	 0.0233878 0.000749591	 0.0174114 0.000518093	 0.00627874 0.000182654	 0.00403475 0.000128685	 
67.5	41.3315	25	0.0369729 0.0014599	 0.0902679 0.00187687	 0.0244083 0.000660095	 0.0160484 0.000478895	 0.00629158 0.000190236	 0.00359779 0.000114369	 
68.5	40.3877	23.5	0.0356831 0.00132103	 0.0860982 0.00180405	 0.0228156 0.00066019	 0.0157016 0.0004636	 0.00576556 0.000152634	 0.00357163 0.000119391	 
69.5	37.7578	22	0.0387283 0.00163456	 0.0851613 0.00197781	 0.0210804 0.000569194	 0.0154166 0.000464505	 0.00577519 0.000165133	 0.00343412 0.000113551	 
70.5	34.8084	20.5	0.0385036 0.00155566	 0.0882188 0.00191097	 0.0211521 0.000596977	 0.0157154 0.000495858	 0.00558488 0.00016762	 0.00328901 0.000119495	 
71.5	31.2636	19	0.0363018 0.00138758	 0.0852482 0.00183805	 0.0204386 0.000606881	 0.0147616 0.000465964	 0.00521999 0.000146184	 0.00325716 0.000118032	 
72.5	30.6727	17.5	0.035678 0.00139476	 0.0811635 0.00177598	 0.019082 0.000630816	 0.014159 0.000429802	 0.00496274 0.000160076	 0.00305375 0.000114731	 
73.5	28.4967	16.5	0.0341665 0.00129336	 0.0797818 0.00178959	 0.0196236 0.000668741	 0.0143325 0.000504901	 0.00484108 0.000145195	 0.00309801 0.000139698	 
74.5	26.6988	15.5	0.0358133 0.00138007	 0.0758884 0.00171992	 0.0174049 0.000635876	 0.0132601 0.000450306	 0.00470729 0.000161208	 0.00276226 0.000110619	 
75.5	24.2071	14.5	0.0348622 0.00152658	 0.0744485 0.00182945	 0.0170073 0.00071022	 0.0130888 0.000435686	 0.00442948 0.000156117	 0.00274972 0.000105029	 
76.5	20.7457	13	0.03361 0.00149816	 0.0694633 0.00181641	 0.0164492 0.000531545	 0.0119808 0.000397045	 0.00402091 0.000124054	 0.00240332 8.65021e-05	 
77.5	20.9393	12	0.0341428 0.00171936	 0.0580546 0.00223781	 0.0151573 0.000625742	 0.00964062 0.000525578	 0.00370273 0.000195234	 0.00228874 0.000117161	 
78.5	27.388	11.5	0.0449112 0.00287517	 0.0487776 0.00443285	 0.0174656 0.00157019	 0.0100148 0.00120477	 0.00463892 0.000536181	 0.00237287 0.000341528	 
79.5	20.9859	10.5	0.0385431 0.00249852	 0.045617 0.00392243	 0.0129526 0.000743676	 0.00796935 0.000740624	 0.00342797 0.000254803	 0.00180811 0.000140351	 
80.5	15.0611	9.5	0.0289086 0.00153562	 0.0586818 0.00185359	 0.0131968 0.000538074	 0.00908006 0.000362063	 0.00312352 0.000129346	 0.00178487 8.78563e-05	 
81.5	15.2289	8.5	0.0324235 0.00184355	 0.0449949 0.00231948	 0.0114481 0.000648798	 0.0068693 0.000437715	 0.00267124 0.000127426	 0.00145969 8.41501e-05	 
82.5	20.0858	8	0.0422119 0.00278858	 0.0448779 0.00531803	 0.0150383 0.00166688	 0.00887295 0.00117086	 0.00385815 0.000426863	 0.00226534 0.00029446	 
83.5	44.0861	7.5	0.0517811 0.0107012	 0.0806091 0.00969857	 0.0233909 0.00268856	 0.0145973 0.00201132	 0.00622786 0.000939332	 0.00292524 0.000498059	 
84.5	12.6206	6.5	0.034185 0.00225852	 0.0320327 0.00306059	 0.00998136 0.000821201	 0.00548622 0.000668237	 0.0027772 0.000255787	 0.00127104 0.000144327	 
85.5	61.5735	6	0.0376191 0.00571254	 0.0841577 0.00905473	 0.0252376 0.00259604	 0.0141189 0.00182204	 0.00648226 0.00107166	 0.00338586 0.000383805	 
86.5	50.3916	5.5	0.0319651 0.00315676	 0.0908725 0.00892339	 0.0247423 0.00302596	 0.0169508 0.00221663	 0.00614775 0.000705835	 0.0038043 0.000387115	 
87.5	42.6435	5	0.0416367 0.00762786	 0.0792133 0.00861311	 0.0210428 0.00290579	 0.0126417 0.00137073	 0.0056614 0.000891749	 0.00299879 0.000403868	 
88.5	61.517	4.5	0.0393309 0.00472692	 0.0988483 0.00918171	 0.0209151 0.00286795	 0.0184451 0.00303761	 0.00578844 0.000572601	 0.00448547 0.000667931	 
89.5	46.116	4	0.0400703 0.00479124	 0.0724633 0.00671309	 0.0227726 0.00233018	 0.0103477 0.00120303	 0.00642436 0.000975385	 0.00270666 0.000328773	 
90.5	40.0433	4	0.0315431 0.00729552	 0.10002 0.00980178	 0.0175073 0.00260035	 0.0176491 0.00214963	 0.00609065 0.00111843	 0.00402077 0.000714245	 
91.5	39.0551	3.5	0.0346155 0.0062053	 0.088342 0.00780464	 0.0223938 0.00301134	 0.0151258 0.00244173	 0.00647255 0.000762806	 0.00287085 0.000420786	 
92.5	44.307	3	0.0356569 0.00720573	 0.0895209 0.0107969	 0.0246695 0.00284788	 0.0185237 0.00266262	 0.00757836 0.00128699	 0.00538946 0.00103764	 
93.5	34.6529	2.5	0.0302519 0.00504282	 0.0984018 0.00958923	 0.0185568 0.00201295	 0.0160169 0.00198414	 0.00464354 0.000448448	 0.00274353 0.000443472	 
94.5	37.0988	2	0.0457258 0.00951022	 0.0767914 0.0126792	 0.0279959 0.00659726	 0.0119198 0.00459726	 0.00761646 0.00144815	 0.00335703 0.000776648	 
95.5	262.711	2	0.0255311 0.00199854	 0.0839503 0.00430481	 0.030716 0.00238438	 0.0170895 0.00104399	 0.0080607 0.000524923	 0.0046241 0.000299651	 
96.5	327.79	2	0.0311007 0.00221547	 0.0809733 0.00403601	 0.0301349 0.00180122	 0.0182275 0.000938388	 0.00852202 0.000550594	 0.00442924 0.000234117	 
97.5	309.195	2	0.0311926 0.0026554	 0.086078 0.00383356	 0.0300028 0.00196058	 0.0173858 0.000980609	 0.00925567 0.000592215	 0.00426483 0.000244897	 
98.5	302.058	2	0.0313274 0.00366958	 0.0879191 0.00513252	 0.0323034 0.00246082	 0.0171132 0.000932372	 0.00837988 0.000599159	 0.0048512 0.000596955	 
99.5	361.976	0	0.0279494 0.00259267	 0.0866151 0.00439918	 0.028041 0.00128928	 0.0185837 0.00104203	 0.00824129 0.000443539	 0.00439072 0.000211226	 
