Cent%	 dNdy	 Npart	 gamma2 err 	 k12 err 	 k22 err	 gamma3 err 	 k13 err 	 k23 err
35.5	261.416	127.5	0.213163 2.1703e-05	0.18184 0.000184402	0.120849 0.00210185	0.121159 1.54852e-05	0.127496 7.99291e-06	-0.0488984 0.000549041	
36.5	248.931	122.5	0.206988 4.18445e-05	0.180608 7.03197e-05	0.102406 0.00254894	0.121241 6.06308e-05	0.132591 0.000223593	-0.090818 0.00155409	
37.5	237.069	118	0.208754 0.000125369	0.184201 0.0239239	0.0931065 0.049575	0.122687 0.000118354	0.120013 0.000354166	0.0213113 0.00284773	
38.5	227.304	113.5	0.208144 0.000130792	0.174264 0.00189604	0.121734 0.00877952	0.114841 5.50596e-05	0.114441 0.00166468	0.00291511 0.011054	
39.5	217.523	108.5	0.207484 0.000103137	0.172127 0.00331565	0.120676 0.0123033	0.11648 0.000131807	0.115884 0.000565248	0.00486384 0.00519825	
40.5	206.641	104	0.202406 8.96486e-05	0.168308 0.000607481	0.118701 0.0033799	0.104192 0.00010118	0.115232 0.00745844	-0.0854361 0.0309114	
41.5	196.302	100	0.200028 7.06379e-05	0.172823 0.00034378	0.0955927 3.26303e-05	0.112761 9.32324e-05	0.110148 0.0012971	0.0169751 0.00917008	
42.5	185.929	96	0.199242 1.50635e-05	0.165315 6.50987e-05	0.112834 0.000222968	0.106631 0.00024756	0.1141 0.00154073	-0.0450693 0.0103746	
43.5	178.708	92	0.193841 8.78231e-05	0.156674 0.00248303	0.121353 0.00963565	0.100265 3.19936e-05	0.105618 6.91768e-05	-0.0309677 2.13483e-05	
44.5	169.37	88	0.195507 0.000146777	0.159298 0.00784205	0.110612 0.021579	0.100787 9.9074e-05	0.0993533 0.00135102	0.00909245 0.00944709	
45.5	160.029	84	0.194589 3.57753e-05	0.150753 0.000721795	0.133045 0.00384422	0.103493 8.80729e-06	0.104613 1.80924e-05	-0.00641936 0.000133205	
46.5	151.365	80	0.194426 0.000123428	0.158648 0.000685382	0.108877 0.000683958	0.0986909 9.66906e-05	0.100814 0.00033752	-0.0117315 0.0019217	
47.5	147.694	76.5	0.188346 8.04751e-05	0.15076 0.0014953	0.113358 0.0066435	0.0911392 4.992e-05	0.106426 0.00114657	-0.0820918 0.00670514	
48.5	139.056	73	0.18544 0.00012705	0.146451 0.0051463	0.110673 0.0160758	0.0933209 0.000386559	0.104732 0.000391745	-0.0617966 0.00122007	
49.5	138.819	69.5	0.179752 0.000545921	0.136115 0.0177257	0.130153 0.0464466	0.0835312 0.000121856	0.083834 0.00436532	-0.00150801 0.0183612	
50.5	127.636	66.5	0.183257 0.000167544	0.145848 0.00232052	0.103464 0.00898631	0.0896322 1.25335e-05	0.08947 0.000143502	0.00087264 0.00161902	
51.5	127.795	63	0.162607 3.33725e-05	0.130124 0.0334993	0.0885559 0.0594588	0.0732603 0.00022889	0.0584353 0.0010983	0.0681761 0.00805149	
52.5	119.641	59.5	0.160724 2.27817e-05	0.147497 0.000252576	0.0355891 9.31206e-05	0.0702809 0.000149992	0.0903657 0.000805288	-0.0862104 0.00560379	
53.5	108.708	56.5	0.164395 8.85392e-06	0.118451 0.000283533	0.117477 1.32751e-05	0.0682874 4.89545e-05	0.0700986 0.000219212	-0.00735293 0.000662479	
54.5	116.698	54	0.146045 0.000210675	0.119685 0.00198623	0.0766483 0.00520782	0.0689839 0.00144587	0.071087 0.00069364	-0.008058 0.0103847	
55.5	92.301	51.5	0.170112 2.08767e-06	0.13739 6.63626e-06	0.079914 1.55961e-05	0.0697548 0.000112217	0.0706901 0.000235558	-0.00432427 6.02566e-06	
56.5	93.2787	48.5	0.155793 7.82183e-05	0.122942 0.000674376	0.0728054 0.00436575	0.0579818 0.000270372	0.0503352 0.000673521	0.0350701 0.000708523	
57.5	89.1	46	0.134989 8.1029e-06	0.115586 0.0147624	0.0491951 0.0301992	0.059433 1.50196e-05	0.0802008 5.72314e-06	-0.0762988 1.89577e-05	
58.5	89.2031	43.5	0.143477 0.000316709	0.108526 0.00218181	0.0853278 0.00881311	0.0544147 0.000110157	0.06514 0.000387289	-0.0408481 0.000804809	
59.5	94.1027	41	0.110328 0.000450575	0.170227 0.00416127	-0.148397 0.0192807	0.0340384 0.000147458	0.0125864 8.74716e-05	0.11011 0.00235558	
60.5	72.0584	39	0.144072 0.000537597	0.120419 0.00499909	0.0526046 0.0120283	0.0542362 0.000261739	0.0663863 0.000263257	-0.0475863 0.00252536	
61.5	74.6346	36.5	0.116671 0.000355517	0.0934385 0.00288463	0.0509218 0.00534865	0.0343151 0.00160851	0.0300888 0.00388038	0.0150515 0.00911538	
62.5	62.2828	34	0.138209 0.000627739	0.116879 0.0385289	0.0491393 0.0517407	0.0486475 3.29588e-05	0.0543362 0.000196327	-0.0211314 0.000934288	
63.5	60.3841	32	0.125313 0.000191067	0.120821 0.00628699	0.0101344 0.0145835	0.0414128 5.74804e-05	0.0542075 5.84185e-05	-0.0466991 0.000880594	
64.5	62.6534	30	0.105103 0.000247064	0.0994087 0.00122916	0.0130739 0.00156129	0.0354498 0.000609512	0.0476165 0.0009455	-0.0387435 0.00526863	
65.5	50.3037	28.5	0.135723 6.75646e-05	0.10099 0.00296052	0.0705948 0.00654941	0.0411413 2.87725e-06	0.0479271 1.22718e-05	-0.0268739 3.75011e-05	
66.5	45.3884	27	0.133648 0.000189788	0.109227 0.00265003	0.0513358 0.00657887	0.0377179 1.57587e-05	0.0503901 5.28171e-05	-0.0424272 0.000129102	
67.5	41.3315	25	0.125082 0.000133856	0.111361 0.000857642	0.0276982 0.00203684	0.0396088 0.000110478	0.0488453 0.00212371	-0.0321873 0.00543131	
68.5	40.3877	23.5	0.111065 0.00013455	0.115847 0.00189733	-0.00961398 0.00453744	0.0319116 7.9218e-06	0.0484342 8.72239e-05	-0.0590306 0.000330714	
69.5	37.7578	22	0.108843 7.44442e-05	0.101037 0.00113412	0.0154537 0.00322922	0.0280563 0.000248122	0.0463574 4.97042e-05	-0.0612194 0.000760634	
70.5	34.8084	20.5	0.118647 7.09001e-05	0.10231 0.00091569	0.0327117 0.00308967	0.0252305 1.33768e-05	0.0425036 4.18079e-05	-0.0609062 0.000108883	
71.5	31.2636	19	0.110736 1.57521e-05	0.10851 0.000140969	0.00439384 0.00024895	0.0296671 6.30888e-06	0.0447008 1.4225e-05	-0.0549462 3.63877e-05	
72.5	30.6727	17.5	0.0989404 0.000157577	0.116118 0.00134897	-0.0332718 0.00303235	0.0183771 1.03971e-06	0.0316378 1.98881e-05	-0.0433258 5.24509e-05	
73.5	28.4967	16.5	0.0998674 4.11792e-05	0.122609 2.40376e-05	-0.0433974 0.000525476	0.0230487 1.40612e-05	0.0397003 8.71082e-05	-0.0582752 0.00024385	
74.5	26.6988	15.5	0.0873937 9.04599e-06	0.10952 0.000692271	-0.042478 0.00189041	0.0204252 1.0649e-06	0.0349236 2.42294e-06	-0.0455125 6.15344e-06	
75.5	24.2071	14.5	0.0903764 3.28495e-05	0.119388 0.000187064	-0.0549657 0.00089944	0.0173071 3.24305e-05	0.0347735 2.69217e-06	-0.0577768 0.000122269	
76.5	20.7457	13	0.0822945 5.32716e-05	0.103469 0.000713272	-0.0416318 0.00187277	0.0176026 0.000103837	0.0371208 0.000165213	-0.0616011 0.000158051	
77.5	20.9393	12	0.0584334 0.000130667	0.0863152 0.00213606	-0.0513027 0.00402956	0.0113821 9.13355e-05	0.0280969 0.000144387	-0.051111 0.000132543	
78.5	27.388	11.5	0.0243671 0.00111066	0.0402878 0.00482847	-0.0303622 0.00558679	0.00925204 0.000583498	-0.00420692 0.0030849	0.0384604 0.000287238	
79.5	20.9859	10.5	0.0245223 0.000104554	0.0212213 0.000577987	0.00631672 0.000921766	0.00447954 2.53826e-05	0.0111002 0.000125052	-0.0167743 0.000249251	
80.5	15.0611	9.5	0.0632453 2.7128e-05	0.107327 0.000292433	-0.0815133 0.000485777	0.0124629 2.79924e-06	0.0265359 3.12447e-05	-0.0414854 6.95716e-05	
81.5	15.2289	8.5	0.0281697 0.000249534	0.0662541 0.00140173	-0.0663422 0.0019339	0.00451627 3.85131e-06	0.0136079 3.17252e-06	-0.0230409 5.59833e-06	
82.5	20.0858	8	0.0194701 0.000118378	-0.00281286 0.000427211	0.0553413 0.000829132	0.00657469 4.49779e-06	3.44397e-05 1.99587e-05	0.0187338 4.5473e-05	
83.5	44.0861	7.5	0.0399371 0.00115095	-0.0823826 0.00361683	0.21344 0.00547887	-0.0228743 1.7002e-06	-0.0246172 0.000186487	0.00567669 0.00117695	
84.5	12.6206	6.5	0.0141576 0.000272195	0.0108053 0.00346291	0.00635829 0.00324495	0.00628214 2.26776e-05	0.0142625 0.000207669	-0.0189356 0.000436768	
85.5	61.5735	6	0.0502931 0.00385253	0.0800504 0.0711995	-0.045853 0.0754627	0.0237873 0.00149584	0.0068954 0.0214966	0.0429007 0.0491266	
86.5	50.3916	5.5	0.0928108 0.00155731	0.054289 0.0130647	0.0625442 0.0184219	0.0112839 0.000240758	0.0234473 0.00117665	-0.0354058 0.00274888	
87.5	42.6435	5	0.075349 0.00177625	0.103163 0.0108311	-0.0501178 0.0161754	-0.00879664 2.57625e-05	0.00450865 0.000181043	-0.0472064 0.000502936	
88.5	61.517	4.5	0.0846367 3.10453e-05	0.0413572 9.83362e-05	0.11625 0.000201611	-0.00193098 0.000209675	-0.027717 0.000862591	0.0802136 0.00197279	
89.5	46.116	4	0.0422756 0.00140599	0.115663 0.0131854	-0.120448 0.0185248	-0.0038212 0.00139534	-0.002597 0.0065151	-0.00328033 0.0133086	
90.5	40.0433	4	-0.0238298 0.000373162	-0.083618 0.0020703	0.120555 0.0031525	-0.000335612 5.57204e-05	-0.0136229 0.000341922	0.0428198 0.000923828	
91.5	39.0551	3.5	0.122016 0.0041779	0.190915 0.0144217	-0.190734 0.0292915	-0.0208372 4.75165e-05	-0.0053439 0.000413192	-0.0482901 0.00101029	
92.5	44.307	3	0.0677763 0.0128555	0.320595 0.229974	-0.664864 0.480906	-0.0038976 0.000441693	-0.101708 0.0076443	0.40017 0.0267402	
93.5	34.6529	2.5	0.108261 0.00523833	0.278249 0.0250325	-0.380014 0.0460877	-0.00682855 3.74948e-05	-0.000152547 0.000179718	-0.012102 0.000262353	
94.5	37.0988	2	0.148673 0.0935333	0.363702 1.17142	-2.3689 12.7438	0.826526 0.236483	0.186997 1.39277	303.852 724.77	
95.5	262.711	2	0.0587833 4.91456e-05	0.0437033 0.000194026	0.0272124 0.000261389	-0.0291551 1.60045e-06	-0.0696249 5.40882e-06	0.102543 9.64828e-06	
96.5	327.79	2	0.0956079 0.000109087	0.185501 0.000380179	-0.193934 0.000582771	-0.00654585 5.82325e-06	0.0468957 2.17047e-05	-0.117349 3.49339e-05	
97.5	309.195	2	0.0831724 2.43923e-06	0.169126 1.91375e-05	-0.181603 3.3764e-05	-0.00761918 7.9088e-09	-0.0483985 7.20423e-08	0.0744222 1.17475e-07	
98.5	302.058	2	0.134603 0.000659118	0.316768 0.00239414	-1.27594 0.0133034	0.189118 4.50249e-05	0.673526 0.000210403	-19.0532 0.00651036	
99.5	361.976	0	0.138268 0.00242875	0.467395 0.00646843	-1.00452 0.013276	-0.0587328 5.43582e-05	0.0109845 0.000745892	-0.348022 0.00345283	
